Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Christian McCaffrey,SFO,5,5,72,2,3.0,41,8.2,31,6.2,8.2,0,,0,0.0,0,158.3,15.0,2023,220
Deebo Samuel,SFO,7,4,48,2,3.0,41,10.3,7,1.8,11.0,0,,0,0.0,0,117.9,15.0,2023,220
Brandon Aiyuk,SFO,5,3,37,0,2.0,25,8.3,12,4.0,18.6,0,,0,0.0,0,82.9,15.0,2023,220
George Kittle,SFO,4,2,54,0,2.0,29,14.5,25,12.5,16.3,0,,0,0.0,0,95.8,15.0,2023,220
Kyle Juszczyk,SFO,2,2,26,0,1.0,6,3.0,20,10.0,3.0,0,,0,0.0,0,118.7,15.0,2023,220
Jauan Jennings,SFO,2,2,25,0,1.0,9,4.5,16,8.0,4.5,0,,0,0.0,0,118.7,15.0,2023,220
Ronnie Bell,SFO,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6,15.0,2023,220
Trey McBride,ARI,11,10,102,0,5.0,52,5.2,50,5.0,5.5,0,,0,0.0,1,67.4,15.0,2023,220
Elijah Higgins,ARI,4,4,44,1,3.0,31,7.8,13,3.3,7.8,0,,0,0.0,0,152.1,15.0,2023,220
James Conner,ARI,3,3,3,0,1.0,-7,-2.3,10,3.3,-2.3,0,,0,0.0,0,79.2,15.0,2023,220
Michael Carter,ARI,3,3,10,0,0.0,4,1.3,6,2.0,1.3,0,,0,0.0,0,80.6,15.0,2023,220
Greg Dortch,ARI,3,2,15,0,1.0,3,1.5,12,6.0,12.0,0,,0,0.0,0,78.5,15.0,2023,220
Rondale Moore,ARI,3,2,5,0,,-9,-4.5,14,7.0,-1.3,0,,0,0.0,0,70.1,15.0,2023,220
Emari Demercado,ARI,3,1,6,0,0.0,4,4.0,2,2.0,-1.0,0,,1,33.3,0,42.4,15.0,2023,220
Geoff Swaim,ARI,1,1,26,0,1.0,24,24.0,2,2.0,24.0,0,,0,0.0,0,118.7,15.0,2023,220
Zach Pascal,ARI,4,0,0,0,,0,,0,,15.0,0,,0,0.0,1,0.0,15.0,2023,220
Michael Wilson,ARI,3,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6,15.0,2023,220
