Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Mitchell Trubisky,PIT,16,23,169,9.0,34.6,246,10.7,120,7.5,5.2,49,3.1,0,0.0%,6,26.1%,3,1,0,3,6,23.1%,0,,15.0,2023,211
Mason Rudolph,PIT,2,3,3,,,15,5.0,2,1.0,0.7,1,0.5,0,0.0%,1,33.3%,1,0,0,0,1,25.0%,0,,15.0,2023,211
Gardner Minshew II,IND,18,28,215,8.0,25.8,213,7.6,104,5.8,3.7,111,6.2,2,7.4%,3,11.1%,3,9,1,2,6,18.8%,1,1.0,15.0,2023,211
