Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Christian McCaffrey,SFO,18,115,1,7.0,87,4.8,28,1.6,0,,15.0,2023,220
Jordan Mason,SFO,5,20,0,1.0,4,0.8,16,3.2,0,,15.0,2023,220
Sam Darnold,SFO,2,-2,0,0.0,-2,-1.0,0,0.0,0,,15.0,2023,220
Deebo Samuel,SFO,1,11,0,1.0,6,6.0,5,5.0,0,,15.0,2023,220
James Conner,ARI,14,86,1,5.0,23,1.6,63,4.5,0,,15.0,2023,220
Kyler Murray,ARI,6,49,0,3.0,48,8.0,1,0.2,0,,15.0,2023,220
Emari Demercado,ARI,4,64,1,2.0,15,3.8,49,12.3,0,,15.0,2023,220
Michael Carter,ARI,3,27,0,1.0,24,8.0,3,1.0,0,,15.0,2023,220
Greg Dortch,ARI,1,5,0,0.0,4,4.0,1,1.0,0,,15.0,2023,220
Rondale Moore,ARI,1,3,0,,2,2.0,1,1.0,0,,15.0,2023,220
Clayton Tune,ARI,1,0,0,,0,0.0,0,0.0,0,,15.0,2023,220
