Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Rams,7.0,8.81,8.2,2.47,-7.78,2.14,-3.33,5.47,3.66,-3.33,-4.38,4.29,0.91,-2.32,-1.83,15.0,2023,221
Commanders,-7.0,-2.14,3.33,-5.47,-3.66,-8.81,-8.2,-2.47,7.78,3.33,-4.29,4.38,2.32,-0.91,1.83,15.0,2023,221
