Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Ty Chandler,MIN,23,132,1,6.0,87,3.8,45,2.0,0,,15.0,2023,210
Nick Mullens,MIN,6,10,0,2.0,10,1.7,0,0.0,0,,15.0,2023,210
Kene Nwangwu,MIN,1,1,0,,1,1.0,0,0.0,0,,15.0,2023,210
Joe Mixon,CIN,10,47,1,2.0,34,3.4,13,1.3,1,10.0,15.0,2023,210
Chase Brown,CIN,7,23,0,2.0,14,2.0,9,1.3,1,7.0,15.0,2023,210
Jake Browning,CIN,4,0,0,1.0,-2,-0.5,2,0.5,0,,15.0,2023,210
Trayveon Williams,CIN,1,10,0,,10,10.0,0,0.0,0,,15.0,2023,210
