Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Jalen Hurts,PHI,0,0,15.0,2023,224
D'Andre Swift,PHI,0,0,15.0,2023,224
Kenneth Gainwell,PHI,0,0,15.0,2023,224
Dallas Goedert,PHI,0,0,15.0,2023,224
A.J. Brown,PHI,0,0,15.0,2023,224
DeVonta Smith,PHI,0,0,15.0,2023,224
Julio Jones,PHI,0,0,15.0,2023,224
Quez Watkins,PHI,0,0,15.0,2023,224
Drew Lock,SEA,0,0,15.0,2023,224
Kenneth Walker III,SEA,0,0,15.0,2023,224
Zach Charbonnet,SEA,0,0,15.0,2023,224
D.K. Metcalf,SEA,0,0,15.0,2023,224
Jaxon Smith-Njigba,SEA,0,0,15.0,2023,224
Tyler Lockett,SEA,0,0,15.0,2023,224
Noah Fant,SEA,0,0,15.0,2023,224
Will Dissly,SEA,0,0,15.0,2023,224
Colby Parkinson,SEA,0,0,15.0,2023,224
Jake Bobo,SEA,0,0,15.0,2023,224
