Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Nnamdi Madubuike,BAL,0,0,0,0,0,1.0,1,1,0,0,4,0,0,0,0,15.0,2023,223
Kyle Hamilton,BAL,0,0,0,0,1,0.0,7,6,1,1,0,0,0,0,0,15.0,2023,223
Roquan Smith,BAL,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,15.0,2023,223
Marcus Williams,BAL,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,15.0,2023,223
Marlon Humphrey,BAL,0,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0,15.0,2023,223
Arthur Maulet,BAL,0,0,0,0,0,0.0,4,4,0,0,0,1,21,0,0,15.0,2023,223
Patrick Queen,BAL,0,0,0,0,0,0.0,4,3,1,0,0,1,0,0,0,15.0,2023,223
Brandon Stephens,BAL,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0,15.0,2023,223
Jadeveon Clowney,BAL,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,15.0,2023,223
Odafe Oweh,BAL,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,15.0,2023,223
Michael Pierce,BAL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,223
Geno Stone,BAL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,223
Kyle Van Noy,BAL,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,223
Jalyn Armour-Davis,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,223
Ronald Darby,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,223
Malik Harrison,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,223
Tyler Ott,BAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,223
Brent Urban,BAL,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,15.0,2023,223
Rayshawn Jenkins,JAX,1,18,0,18,1,1.0,6,4,2,1,1,0,0,0,0,15.0,2023,223
Travon Walker,JAX,0,0,0,0,0,1.0,4,2,2,1,1,0,0,0,0,15.0,2023,223
Adam Gotsis,JAX,0,0,0,0,0,1.0,1,1,0,1,2,0,0,0,0,15.0,2023,223
Devin Lloyd,JAX,0,0,0,0,0,0.0,11,8,3,0,0,0,0,0,0,15.0,2023,223
Andrew Wingard,JAX,0,0,0,0,0,0.0,11,10,1,0,0,0,0,0,0,15.0,2023,223
Foyesade Oluokun,JAX,0,0,0,0,0,0.0,10,8,2,0,1,0,0,0,0,15.0,2023,223
Montaric Brown,JAX,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,0,15.0,2023,223
Josh Hines-Allen,JAX,0,0,0,0,0,0.0,4,2,2,0,2,0,0,0,0,15.0,2023,223
Darious Williams,JAX,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,15.0,2023,223
DaVon Hamilton,JAX,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,15.0,2023,223
Folorunso Fatukasi,JAX,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,223
Jeremiah Ledbetter,JAX,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,15.0,2023,223
Roy Robertson-Harris,JAX,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,223
Daniel Thomas,JAX,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,15.0,2023,223
K'Lavon Chaisson,JAX,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,15.0,2023,223
Antonio Johnson,JAX,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,223
Tyler Lacy,JAX,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,15.0,2023,223
Dawuane Smoot,JAX,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,15.0,2023,223
