Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA,week,year,game_id
OT,4:15,1.0,10.0,TEN 37,16.0,16.0,Will Levis scrambles up the middle for 9 yards (tackle by Desmond King),1.4,2.07,15.0,2023,216
OT,3:34,2.0,1.0,TEN 46,16.0,16.0,Tyjae Spears up the middle for 1 yard (tackle by Christian Harris and Desmond King),2.07,2.06,15.0,2023,216
OT,2:46,1.0,10.0,TEN 47,16.0,16.0,Will Levis pass incomplete deep right intended for DeAndre Hopkins,2.06,1.52,15.0,2023,216
OT,2:42,2.0,10.0,TEN 47,16.0,16.0,Tyjae Spears up the middle for 2 yards (tackle by Desmond King and Maliek Collins),1.52,1.09,15.0,2023,216
OT,2:00,3.0,8.0,TEN 49,16.0,16.0,Will Levis sacked by Desmond King for -7 yards,1.09,-0.59,15.0,2023,216
OT,1:49,4.0,15.0,TEN 42,16.0,16.0,"Ty Zentner punts 38 yards, fair catch by Steven Sims at HOU-20",-0.59,-0.28,15.0,2023,216
OT,1:43,1.0,10.0,HOU 20,16.0,16.0,Case Keenum pass complete deep right to Devin Singletary for 41 yards (tackle by Eric Garror),0.28,2.98,15.0,2023,216
OT,1:30,1.0,10.0,TEN 39,16.0,16.0,Devin Singletary up the middle for 5 yards (tackle by K'Von Wallace and Azeez Al-Shaair),2.98,3.12,15.0,2023,216
OT,0:52,2.0,5.0,TEN 34,16.0,16.0,"Devin Singletary for 9 yards, touchdown. Penalty on John Metchie: Offensive Holding, 10 yards (accepted)",3.12,2.98,15.0,2023,216
OT,0:42,2.0,6.0,TEN 35,16.0,16.0,Devin Singletary up the middle for -1 yards (tackle by Azeez Al-Shaair),2.98,2.15,15.0,2023,216
OT,0:02,,,,,,Timeout #1 by Houston Texans,,,15.0,2023,216
OT,0:02,,,,,,Timeout #1 by Tennessee Titans,,,15.0,2023,216
OT,0:02,3.0,7.0,TEN 36,19.0,16.0,Ka'imi Fairbairn 54 yard field goal good,2.15,3.0,15.0,2023,216
