Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Andrew Wylie,T,60,100%,0,0%,3,11%,0,Commanders,15.0,2023,221
Samuel Cosmi,G,60,100%,0,0%,3,11%,0,Commanders,15.0,2023,221
Terry McLaurin,WR,51,85%,0,0%,0,0%,0,Commanders,15.0,2023,221
Logan Thomas,TE,48,80%,0,0%,0,0%,0,Commanders,15.0,2023,221
Jahan Dotson,WR,46,77%,0,0%,0,0%,0,Commanders,15.0,2023,221
Sam Howell,QB,44,73%,0,0%,0,0%,0,Commanders,15.0,2023,221
Tyler Larsen,C,44,73%,0,0%,0,0%,0,Commanders,15.0,2023,221
Saahdiq Charles,G,43,72%,0,0%,3,11%,0,Commanders,15.0,2023,221
Curtis Samuel,WR,43,72%,0,0%,0,0%,0,Commanders,15.0,2023,221
Charles Leno Jr.,T,43,72%,0,0%,0,0%,0,Commanders,15.0,2023,221
Antonio Gibson,RB,27,45%,0,0%,0,0%,0,Commanders,15.0,2023,221
John Bates,TE,24,40%,0,0%,9,33%,0,Commanders,15.0,2023,221
Chris Rodriguez,RB,20,33%,0,0%,14,52%,0,Commanders,15.0,2023,221
Chris Paul,G,17,28%,0,0%,3,11%,0,Commanders,15.0,2023,221
Cornelius Lucas,T,17,28%,0,0%,3,11%,0,Commanders,15.0,2023,221
Jacoby Brissett,QB,16,27%,0,0%,0,0%,0,Commanders,15.0,2023,221
Nick Gates,C,16,27%,0,0%,0,0%,0,Commanders,15.0,2023,221
Jonathan Williams,RB,13,22%,0,0%,15,56%,0,Commanders,15.0,2023,221
Alex Armah,RB,8,13%,0,0%,18,67%,0,Commanders,15.0,2023,221
Byron Pringle,WR,8,13%,0,0%,12,45%,0,Commanders,15.0,2023,221
Dyami Brown,WR,6,10%,0,0%,15,56%,0,Commanders,15.0,2023,221
Trenton Scott,T,3,5%,0,0%,3,11%,0,Commanders,15.0,2023,221
Jamison Crowder,WR,3,5%,0,0%,3,11%,0,Commanders,15.0,2023,221
Percy Butler,FS,0,0%,75,100%,4,15%,0,Commanders,15.0,2023,221
Quan Martin,CB,0,0%,75,100%,1,4%,0,Commanders,15.0,2023,221
Kendall Fuller,CB,0,0%,75,100%,0,0%,0,Commanders,15.0,2023,221
Cody Barton,LB,0,0%,75,100%,0,0%,0,Commanders,15.0,2023,221
Kamren Curl,SS,0,0%,75,100%,0,0%,0,Commanders,15.0,2023,221
Benjamin St-Juste,CB,0,0%,75,100%,0,0%,0,Commanders,15.0,2023,221
Khaleke Hudson,LB,0,0%,64,85%,7,26%,0,Commanders,15.0,2023,221
Casey Toohill,DE,0,0%,60,80%,0,0%,0,Commanders,15.0,2023,221
Jonathan Allen,DT,0,0%,60,80%,0,0%,0,Commanders,15.0,2023,221
Daron Payne,DT,0,0%,54,72%,6,22%,0,Commanders,15.0,2023,221
K.J. Henry,DE,0,0%,42,56%,5,19%,0,Commanders,15.0,2023,221
Andre Jones,DE,0,0%,35,47%,9,33%,0,Commanders,15.0,2023,221
Phidarian Mathis,DT,0,0%,27,36%,6,22%,0,Commanders,15.0,2023,221
John Ridgeway,DT,0,0%,15,20%,4,15%,0,Commanders,15.0,2023,221
Jalen Harris,DE,0,0%,12,16%,2,7%,0,Commanders,15.0,2023,221
Emmanuel Forbes,CB,0,0%,6,8%,0,0%,0,Commanders,15.0,2023,221
Terrell Burgess,FS,0,0%,0,0%,24,89%,0,Commanders,15.0,2023,221
David Mayo,LB,0,0%,0,0%,24,89%,0,Commanders,15.0,2023,221
Joshua Pryor,DT,0,0%,0,0%,23,85%,0,Commanders,15.0,2023,221
Christian Holmes,CB,0,0%,0,0%,23,85%,0,Commanders,15.0,2023,221
Jabril Cox,LB,0,0%,0,0%,18,67%,0,Commanders,15.0,2023,221
Tariq Castro-Fields,CB,0,0%,0,0%,11,41%,0,Commanders,15.0,2023,221
Camaron Cheeseman,LS,0,0%,0,0%,9,33%,0,Commanders,15.0,2023,221
Tress Way,P,0,0%,0,0%,9,33%,0,Commanders,15.0,2023,221
Joey Slye,K,0,0%,0,0%,7,26%,0,Commanders,15.0,2023,221
