Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Isaiah Likely,BAL,6,5,70,1,3.0,47,9.4,23,4.6,6.8,0,,0,0.0,0,154.9,15.0,2023,223
Rashod Bateman,BAL,6,3,39,0,2.0,32,10.7,7,2.3,12.5,1,3.0,0,0.0,0,70.8,15.0,2023,223
Keaton Mitchell,BAL,2,2,15,0,1.0,-12,-6.0,27,13.5,-6.0,0,,0,0.0,0,97.9,15.0,2023,223
Odell Beckham Jr.,BAL,3,1,14,0,1.0,14,14.0,0,0.0,19.3,0,,1,33.3,0,49.3,15.0,2023,223
Gus Edwards,BAL,1,1,11,0,1.0,3,3.0,8,8.0,3.0,0,,0,0.0,0,112.5,15.0,2023,223
Zay Flowers,BAL,2,1,7,0,,7,7.0,0,0.0,10.0,0,,0,0.0,0,58.3,15.0,2023,223
Charlie Kolar,BAL,1,1,15,0,1.0,8,8.0,7,7.0,8.0,0,,0,0.0,0,118.7,15.0,2023,223
Nelson Agholor,BAL,1,0,0,0,,0,,0,,8.0,0,,0,0.0,1,0.0,15.0,2023,223
Justice Hill,BAL,1,0,0,0,,0,,0,,0.0,0,,0,0.0,0,39.6,15.0,2023,223
Calvin Ridley,JAX,12,5,39,0,2.0,38,7.6,1,0.2,13.7,0,,0,0.0,0,50.3,15.0,2023,223
Zay Jones,JAX,8,5,59,0,2.0,51,10.2,8,1.6,18.0,0,,0,0.0,0,84.9,15.0,2023,223
Parker Washington,JAX,6,4,12,0,,3,0.8,9,2.3,5.8,0,,1,16.7,0,70.1,15.0,2023,223
Evan Engram,JAX,6,4,28,0,1.0,16,4.0,12,3.0,6.7,1,4.0,0,0.0,0,77.1,15.0,2023,223
Travis Etienne,JAX,6,4,28,0,2.0,6,1.5,22,5.5,-0.3,3,1.3,2,33.3,0,77.1,15.0,2023,223
Jamal Agnew,JAX,2,2,70,1,1.0,32,16.0,38,19.0,16.0,0,,0,0.0,0,158.3,15.0,2023,223
Luke Farrell,JAX,1,1,28,0,1.0,23,23.0,5,5.0,23.0,0,,0,0.0,0,118.7,15.0,2023,223
Elijah Cooks,JAX,1,0,0,0,,0,,0,,3.0,0,,1,100.0,0,39.6,15.0,2023,223
