Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Dak Prescott,DAL,4,27,0,13,15.0,2023,222
Tony Pollard,DAL,11,52,0,11,15.0,2023,222
Rico Dowdle,DAL,3,4,0,5,15.0,2023,222
CeeDee Lamb,DAL,1,3,1,3,15.0,2023,222
Hunter Luepke,DAL,1,3,0,3,15.0,2023,222
Jake Ferguson,DAL,0,0,0,0,15.0,2023,222
Brandin Cooks,DAL,0,0,0,0,15.0,2023,222
Michael Gallup,DAL,0,0,0,0,15.0,2023,222
Peyton Hendershot,DAL,0,0,0,0,15.0,2023,222
Josh Allen,BUF,8,24,1,9,15.0,2023,222
James Cook,BUF,25,179,1,24,15.0,2023,222
Ty Johnson,BUF,9,54,0,11,15.0,2023,222
Latavius Murray,BUF,5,11,1,8,15.0,2023,222
Stefon Diggs,BUF,0,0,0,0,15.0,2023,222
Khalil Shakir,BUF,0,0,0,0,15.0,2023,222
Dalton Kincaid,BUF,0,0,0,0,15.0,2023,222
Gabriel Davis,BUF,0,0,0,0,15.0,2023,222
Kyle Allen,BUF,2,-2,0,-1,15.0,2023,222
