Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Javonte Williams,DEN,12,27,0,1.0,10,0.8,17,1.4,0,,15.0,2023,212
Russell Wilson,DEN,7,6,1,3.0,6,0.9,0,0.0,0,,15.0,2023,212
Samaje Perine,DEN,6,37,0,2.0,9,1.5,28,4.7,1,6.0,15.0,2023,212
Jaleel McLaughlin,DEN,2,2,0,,2,1.0,0,0.0,0,,15.0,2023,212
Marvin Mims,DEN,1,11,0,1.0,6,6.0,5,5.0,0,,15.0,2023,212
David Montgomery,DET,17,85,0,5.0,32,1.9,53,3.1,1,17.0,15.0,2023,212
Jahmyr Gibbs,DET,11,100,1,5.0,44,4.0,56,5.1,3,3.7,15.0,2023,212
