Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Eagles,-3.0,5.2,-1.68,9.03,-4.74,-6.27,-5.96,-1.3,0.0,0.39,-2.44,3.05,5.97,-5.01,-1.18,15.0,2023,224
Seahawks,3.0,6.27,5.96,1.3,0.0,-5.2,1.68,-9.03,4.74,-0.39,-3.05,2.44,5.01,-5.97,1.18,15.0,2023,224
