Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Dak Prescott,DAL,0,0,0,0,0,15.0,2023,222
Tony Pollard,DAL,3,2,5,0,5,15.0,2023,222
Rico Dowdle,DAL,3,2,8,0,4,15.0,2023,222
CeeDee Lamb,DAL,10,7,53,0,16,15.0,2023,222
Hunter Luepke,DAL,0,0,0,0,0,15.0,2023,222
Jake Ferguson,DAL,8,6,44,0,13,15.0,2023,222
Brandin Cooks,DAL,6,2,10,0,8,15.0,2023,222
Michael Gallup,DAL,1,1,9,0,9,15.0,2023,222
Peyton Hendershot,DAL,1,1,5,0,5,15.0,2023,222
Josh Allen,BUF,0,0,0,0,0,15.0,2023,222
James Cook,BUF,3,2,42,1,24,15.0,2023,222
Ty Johnson,BUF,1,1,4,0,4,15.0,2023,222
Latavius Murray,BUF,0,0,0,0,0,15.0,2023,222
Stefon Diggs,BUF,5,4,48,0,18,15.0,2023,222
Khalil Shakir,BUF,1,0,0,0,0,15.0,2023,222
Dalton Kincaid,BUF,2,0,0,0,0,15.0,2023,222
Gabriel Davis,BUF,1,0,0,0,0,15.0,2023,222
Kyle Allen,BUF,0,0,0,0,0,15.0,2023,222
