Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Sidy Sow,T,53,100%,0,0%,4,13%,1,Patriots,15.0,2023,217
Michael Onwenu,G,53,100%,0,0%,4,13%,1,Patriots,15.0,2023,217
Bailey Zappe,QB,53,100%,0,0%,0,0%,1,Patriots,15.0,2023,217
David Andrews,C,53,100%,0,0%,0,0%,1,Patriots,15.0,2023,217
DeVante Parker,WR,48,91%,0,0%,0,0%,1,Patriots,15.0,2023,217
Ezekiel Elliott,RB,46,87%,0,0%,0,0%,1,Patriots,15.0,2023,217
Conor McDermott,T,40,75%,0,0%,3,10%,1,Patriots,15.0,2023,217
Demario Douglas,WR,38,72%,0,0%,0,0%,1,Patriots,15.0,2023,217
Hunter Henry,TE,38,72%,0,0%,0,0%,1,Patriots,15.0,2023,217
Atonio Mafi,G,33,62%,0,0%,4,13%,1,Patriots,15.0,2023,217
Pharaoh Brown,TE,31,58%,0,0%,16,53%,1,Patriots,15.0,2023,217
Jalen Reagor,WR,29,55%,0,0%,6,20%,1,Patriots,15.0,2023,217
Mike Gesicki,TE,21,40%,0,0%,0,0%,1,Patriots,15.0,2023,217
Cole Strange,G,20,38%,0,0%,1,3%,1,Patriots,15.0,2023,217
Vederian Lowe,T,13,25%,0,0%,3,10%,1,Patriots,15.0,2023,217
Tyquan Thornton,WR,7,13%,0,0%,0,0%,1,Patriots,15.0,2023,217
Kevin Harris,RB,7,13%,0,0%,0,0%,1,Patriots,15.0,2023,217
Kyle Dugger,FS,0,0%,65,100%,7,23%,1,Patriots,15.0,2023,217
Alex Austin,CB,0,0%,65,100%,3,10%,1,Patriots,15.0,2023,217
Ja'Whaun Bentley,LB,0,0%,61,94%,5,17%,1,Patriots,15.0,2023,217
Jabrill Peppers,SS,0,0%,59,91%,4,13%,1,Patriots,15.0,2023,217
Myles Bryant,CB,0,0%,52,80%,9,30%,1,Patriots,15.0,2023,217
Jonathan Jones,CB,0,0%,49,75%,2,7%,1,Patriots,15.0,2023,217
Jahlani Tavai,LB,0,0%,46,71%,23,77%,1,Patriots,15.0,2023,217
Christian Barmore,DT,0,0%,42,65%,0,0%,1,Patriots,15.0,2023,217
Davon Godchaux,NT,0,0%,40,62%,0,0%,1,Patriots,15.0,2023,217
Anfernee Jennings,LB,0,0%,39,60%,13,43%,1,Patriots,15.0,2023,217
Jalen Mills,CB,0,0%,39,60%,1,3%,1,Patriots,15.0,2023,217
Deatrich Wise Jr.,DE,0,0%,33,51%,7,23%,1,Patriots,15.0,2023,217
Keion White,DE,0,0%,32,49%,10,33%,1,Patriots,15.0,2023,217
Joshua Uche,LB,0,0%,26,40%,8,27%,1,Patriots,15.0,2023,217
Mack Wilson,LB,0,0%,23,35%,19,63%,1,Patriots,15.0,2023,217
Lawrence Guy,DT,0,0%,23,35%,11,37%,1,Patriots,15.0,2023,217
Marte Mapu,LB,0,0%,15,23%,3,10%,1,Patriots,15.0,2023,217
Jeremiah Pharms,DE,0,0%,6,9%,0,0%,1,Patriots,15.0,2023,217
Chris Board,LB,0,0%,0,0%,26,87%,1,Patriots,15.0,2023,217
Brenden Schooler,FS,0,0%,0,0%,26,87%,1,Patriots,15.0,2023,217
Matthew Slater,WR,0,0%,0,0%,24,80%,1,Patriots,15.0,2023,217
Adrian Phillips,FS,0,0%,0,0%,20,67%,1,Patriots,15.0,2023,217
Christian Elliss,LB,0,0%,0,0%,19,63%,1,Patriots,15.0,2023,217
Cody Davis,FS,0,0%,0,0%,13,43%,1,Patriots,15.0,2023,217
Bryce Baringer,P,0,0%,0,0%,10,33%,1,Patriots,15.0,2023,217
Joe Cardona,LS,0,0%,0,0%,10,33%,1,Patriots,15.0,2023,217
Chad Ryland,K,0,0%,0,0%,8,27%,1,Patriots,15.0,2023,217
Jamycal Hasty,RB,0,0%,0,0%,4,13%,1,Patriots,15.0,2023,217
Jake Andrews,C,0,0%,0,0%,4,13%,1,Patriots,15.0,2023,217
