Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Taylor Heinicke,WAS,2,-4,0,0,16.0,2022,234
Carson Wentz,WAS,0,0,0,0,16.0,2022,234
Brian Robinson Jr.,WAS,22,58,0,10,16.0,2022,234
Jonathan Williams,WAS,3,13,0,9,16.0,2022,234
Antonio Gibson,WAS,5,10,0,5,16.0,2022,234
Curtis Samuel,WAS,1,2,0,2,16.0,2022,234
Terry McLaurin,WAS,0,0,0,0,16.0,2022,234
Jahan Dotson,WAS,0,0,0,0,16.0,2022,234
Logan Thomas,WAS,0,0,0,0,16.0,2022,234
Brock Purdy,SFO,1,6,0,6,16.0,2022,234
Ray-Ray McCloud,SFO,1,71,1,71,16.0,2022,234
Christian McCaffrey,SFO,15,46,1,9,16.0,2022,234
Tyrion Davis-Price,SFO,9,30,0,7,16.0,2022,234
George Kittle,SFO,0,0,0,0,16.0,2022,234
Brandon Aiyuk,SFO,0,0,0,0,16.0,2022,234
Jauan Jennings,SFO,0,0,0,0,16.0,2022,234
