Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Baker Mayfield,TAM,0,0,0,0,0,9.0,2023,127
Rachaad White,TAM,4,4,46,0,33,9.0,2023,127
Ke'Shawn Vaughn,TAM,1,1,-1,0,-1,9.0,2023,127
Mike Evans,TAM,5,4,87,0,53,9.0,2023,127
Cade Otton,TAM,9,6,70,2,24,9.0,2023,127
Trey Palmer,TAM,4,3,51,0,21,9.0,2023,127
Chris Godwin,TAM,6,2,16,0,15,9.0,2023,127
Robert Hainsey,TAM,0,0,-3,0,0,9.0,2023,127
Chase Edmonds,TAM,1,1,-1,0,-1,9.0,2023,127
C.J. Stroud,HOU,0,0,0,0,0,9.0,2023,127
Devin Singletary,HOU,2,2,0,0,3,9.0,2023,127
Xavier Hutchinson,HOU,0,0,0,0,0,9.0,2023,127
Mike Boone,HOU,0,0,0,0,0,9.0,2023,127
Tank Dell,HOU,11,6,114,2,29,9.0,2023,127
Noah Brown,HOU,6,6,153,1,75,9.0,2023,127
Dalton Schultz,HOU,11,10,130,1,26,9.0,2023,127
Nico Collins,HOU,5,3,54,1,23,9.0,2023,127
John Metchie,HOU,1,1,14,0,14,9.0,2023,127
Andrew Beck,HOU,2,2,5,0,6,9.0,2023,127
