Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Tommy DeVito,NYG,4,17,0,5,9.0,2023,134
Daniel Jones,NYG,2,9,0,9,9.0,2023,134
Saquon Barkley,NYG,16,90,0,26,9.0,2023,134
Matt Breida,NYG,2,5,0,3,9.0,2023,134
Deon Jackson,NYG,1,2,0,2,9.0,2023,134
Darius Slayton,NYG,0,0,0,0,9.0,2023,134
Daniel Bellinger,NYG,0,0,0,0,9.0,2023,134
Wan'Dale Robinson,NYG,0,0,0,0,9.0,2023,134
Jalin Hyatt,NYG,0,0,0,0,9.0,2023,134
Parris Campbell,NYG,0,0,0,0,9.0,2023,134
Isaiah Hodgins,NYG,0,0,0,0,9.0,2023,134
Aidan O'Connell,LVR,0,0,0,0,9.0,2023,134
Josh Jacobs,LVR,26,98,2,15,9.0,2023,134
Jakobi Meyers,LVR,1,17,1,17,9.0,2023,134
Ameer Abdullah,LVR,2,8,0,5,9.0,2023,134
Tre Tucker,LVR,1,4,0,4,9.0,2023,134
Davante Adams,LVR,0,0,0,0,9.0,2023,134
Hunter Renfrow,LVR,0,0,0,0,9.0,2023,134
DeAndre Carter,LVR,0,0,0,0,9.0,2023,134
Michael Mayer,LVR,0,0,0,0,9.0,2023,134
Austin Hooper,LVR,0,0,0,0,9.0,2023,134
Zamir White,LVR,4,-2,0,5,9.0,2023,134
