Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Justin Herbert,LAC,0,0,0,0,0,9.0,2023,136
Austin Ekeler,LAC,7,2,23,0,17,9.0,2023,136
Joshua Kelley,LAC,1,1,4,0,4,9.0,2023,136
Quentin Johnston,LAC,3,2,14,0,10,9.0,2023,136
Keenan Allen,LAC,9,8,77,0,23,9.0,2023,136
Gerald Everett,LAC,2,2,18,0,17,9.0,2023,136
Stone Smartt,LAC,1,0,0,0,0,9.0,2023,136
Donald Parham,LAC,2,0,0,0,0,9.0,2023,136
Derius Davis,LAC,1,1,0,0,0,9.0,2023,136
Jalen Guyton,LAC,2,0,0,0,0,9.0,2023,136
Zach Wilson,NYJ,0,0,0,0,0,9.0,2023,136
Breece Hall,NYJ,4,4,10,0,5,9.0,2023,136
Dalvin Cook,NYJ,2,1,1,0,1,9.0,2023,136
Garrett Wilson,NYJ,13,7,80,0,31,9.0,2023,136
Tyler Conklin,NYJ,6,6,66,0,33,9.0,2023,136
Xavier Gipson,NYJ,2,2,32,0,19,9.0,2023,136
Michael Carter,NYJ,6,6,24,0,7,9.0,2023,136
Allen Lazard,NYJ,6,2,18,0,12,9.0,2023,136
C.J. Uzomah,NYJ,5,2,11,0,8,9.0,2023,136
Jeremy Ruckert,NYJ,1,1,7,0,7,9.0,2023,136
Malik Taylor,NYJ,2,1,7,0,7,9.0,2023,136
Nick Bawden,NYJ,1,1,7,0,7,9.0,2023,136
