Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Sam Howell,WAS,0,0,0,0,0,9.0,2023,130
Brian Robinson Jr.,WAS,2,1,4,0,4,9.0,2023,130
Antonio Gibson,WAS,5,5,42,0,12,9.0,2023,130
Terry McLaurin,WAS,8,5,73,0,36,9.0,2023,130
Jahan Dotson,WAS,8,4,69,1,33,9.0,2023,130
Byron Pringle,WAS,4,3,55,0,26,9.0,2023,130
Dyami Brown,WAS,4,2,33,0,19,9.0,2023,130
Logan Thomas,WAS,5,4,31,0,11,9.0,2023,130
Jamison Crowder,WAS,6,4,23,0,7,9.0,2023,130
John Bates,WAS,2,1,-5,0,-5,9.0,2023,130
Mac Jones,NWE,0,0,0,0,0,9.0,2023,130
Rhamondre Stevenson,NWE,6,4,42,0,15,9.0,2023,130
Ezekiel Elliott,NWE,5,3,15,0,6,9.0,2023,130
Demario Douglas,NWE,7,5,55,0,18,9.0,2023,130
JuJu Smith-Schuster,NWE,7,6,51,0,20,9.0,2023,130
Hunter Henry,NWE,6,4,39,1,14,9.0,2023,130
Jalen Reagor,NWE,6,1,11,0,11,9.0,2023,130
Tyquan Thornton,NWE,4,1,7,0,7,9.0,2023,130
Mike Gesicki,NWE,2,0,0,0,0,9.0,2023,130
