Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Justin Fields,CHI,15,21,208,1,0,2,15,39,118.7,5.0,2022,69
David Montgomery,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Khalil Herbert,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Equanimeous St. Brown,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Ihmir Smith-Marsette,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Velus Jones Jr.,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Ryan Griffin,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Dante Pettis,CHI,0,0,0,0,0,0,0,0,,5.0,2022,69
Kirk Cousins,MIN,32,41,296,1,1,1,7,31,94.7,5.0,2022,69
Justin Jefferson,MIN,1,1,23,0,0,0,0,23,118.7,5.0,2022,69
Dalvin Cook,MIN,0,0,0,0,0,0,0,0,,5.0,2022,69
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,5.0,2022,69
Irv Smith Jr.,MIN,0,0,0,0,0,0,0,0,,5.0,2022,69
K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,5.0,2022,69
Adam Thielen,MIN,0,0,0,0,0,0,0,0,,5.0,2022,69
Johnny Mundt,MIN,0,0,0,0,0,0,0,0,,5.0,2022,69
Jalen Reagor,MIN,0,0,0,0,0,0,0,0,,5.0,2022,69
