Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Justin Herbert,LAC,0,0,5.0,2022,70
Austin Ekeler,LAC,0,0,5.0,2022,70
Joshua Kelley,LAC,0,0,5.0,2022,70
Zander Horvath,LAC,0,0,5.0,2022,70
Mike Williams,LAC,0,0,5.0,2022,70
Josh Palmer,LAC,0,0,5.0,2022,70
DeAndre Carter,LAC,0,0,5.0,2022,70
Gerald Everett,LAC,0,0,5.0,2022,70
Donald Parham,LAC,0,0,5.0,2022,70
Sony Michel,LAC,0,0,5.0,2022,70
Tre' McKitty,LAC,0,0,5.0,2022,70
Jacoby Brissett,CLE,0,0,5.0,2022,70
Nick Chubb,CLE,0,0,5.0,2022,70
Kareem Hunt,CLE,0,0,5.0,2022,70
David Njoku,CLE,0,0,5.0,2022,70
Amari Cooper,CLE,0,0,5.0,2022,70
Donovan Peoples-Jones,CLE,0,0,5.0,2022,70
David Bell,CLE,0,0,5.0,2022,70
Harrison Bryant,CLE,0,0,5.0,2022,70
Anthony Schwartz,CLE,0,0,5.0,2022,70
