Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Cooper Rush,DAL,4,-1,0,2,5.0,2022,78
Tony Pollard,DAL,8,86,1,57,5.0,2022,78
Ezekiel Elliott,DAL,22,78,0,12,5.0,2022,78
CeeDee Lamb,DAL,0,0,0,0,5.0,2022,78
Michael Gallup,DAL,0,0,0,0,5.0,2022,78
Noah Brown,DAL,0,0,0,0,5.0,2022,78
Dalton Schultz,DAL,0,0,0,0,5.0,2022,78
Matthew Stafford,LAR,0,0,0,0,5.0,2022,78
Cooper Kupp,LAR,1,4,0,4,5.0,2022,78
Riley Dixon,LAR,0,0,0,0,5.0,2022,78
Cam Akers,LAR,13,33,0,13,5.0,2022,78
Brandon Powell,LAR,1,1,0,1,5.0,2022,78
Tutu Atwell,LAR,0,0,0,0,5.0,2022,78
Tyler Higbee,LAR,0,0,0,0,5.0,2022,78
Ben Skowronek,LAR,0,0,0,0,5.0,2022,78
Darrell Henderson,LAR,0,0,0,0,5.0,2022,78
Allen Robinson,LAR,0,0,0,0,5.0,2022,78
Jake Gervase,LAR,0,0,0,0,5.0,2022,78
