Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Felix Anudike-Uzomah,22.0,DE,17,3.0,255.0,76,Kansas St.,1/24/2002,1,3.0,Kansas City Chiefs,Kansas City Chiefs,1.0,31.0,2023.0
Matt Araiza,24.0,P,17,0.0,200.0,73,San Diego St.,5/16/2000,1,3.0,Kansas City Chiefs,Buffalo Bills,6.0,180.0,2022.0
Nick Bolton,24.0,LLB,16,16.0,237.0,71,Missouri,3/10/2000,3,8.0,Kansas City Chiefs,Kansas City Chiefs,2.0,58.0,2021.0
Swayze Bozeman,26.0,LB,3,0.0,224.0,73,"Copiah-Lincoln CC,Southern Miss",11/2/1998,0,0.0,Kansas City Chiefs,,,,
Marquise Brown,27.0,WR,2,1.0,180.0,69,"College of the Canyons (CA),Oklahoma",6/4/1997,5,1.0,Kansas City Chiefs,Baltimore Ravens,1.0,25.0,2019.0
Deon Bush,31.0,DB,2,0.0,200.0,72,Miami (FL),8/14/1993,8,0.0,Kansas City Chiefs,Chicago Bears,4.0,124.0,2016.0
Harrison Butker,29.0,K,13,0.0,205.0,76,Georgia Tech,7/14/1995,7,2.0,Kansas City Chiefs,Carolina Panthers,7.0,233.0,2017.0
Mike Caliendo,27.0,OL,17,3.0,301.0,76,Western Michigan,10/21/1997,1,2.0,Kansas City Chiefs,,,,
Leo Chenal,24.0,RLB,17,14.0,250.0,75,Wisconsin,10/26/2000,2,6.0,Kansas City Chiefs,Kansas City Chiefs,3.0,103.0,2022.0
Cole Christiansen,27.0,LB,9,0.0,230.0,73,Army,7/30/1997,4,1.0,Kansas City Chiefs,,,,
Jack Cochrane,25.0,LB,15,0.0,236.0,75,South Dakota,2/9/1999,2,1.0,Kansas City Chiefs,,,,
Chamarri Conner,24.0,DB,15,9.0,202.0,72,Virginia Tech,7/11/2000,1,4.0,Kansas City Chiefs,Kansas City Chiefs,4.0,119.0,2023.0
Bryan Cook,25.0,FS,17,17.0,206.0,73,"Howard,Cincinnati",9/7/1999,2,6.0,Kansas City Chiefs,Kansas City Chiefs,2.0,62.0,2022.0
Baylor Cupp,24.0,TE,1,0.0,243.0,78,"Texas A&M,Texas Tech",5/10/2000,0,0.0,Kansas City Chiefs,,,,
Michael Danna,27.0,RDE,13,12.0,257.0,74,"Central Michigan,Michigan",12/1/1997,4,5.0,Kansas City Chiefs,Kansas City Chiefs,5.0,177.0,2020.0
Ethan Driskell,24.0,OT,2,0.0,313.0,80,Marshall,6/29/2000,0,0.0,Kansas City Chiefs,,,,
