Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Isaiah Adams,24.0,OL,15,5.0,316.0,76,"Wilfrid Laurier,Garden City (KS),Illinois",7/21/2000,0,3.0,Arizona Cardinals,Arizona Cardinals,3.0,71.0,2024.0
Markus Bailey,27.0,LB,1,0.0,235.0,73,Purdue,3/7/1997,4,0.0,Arizona Cardinals,Cincinnati Bengals,7.0,215.0,2020.0
Budda Baker,28.0,FS,17,17.0,195.0,70,Washington,1/10/1996,7,9.0,Arizona Cardinals,Arizona Cardinals,2.0,36.0,2017.0
Krys Barnes,26.0,LB,17,0.0,229.0,74,UCLA,4/2/1998,4,1.0,Arizona Cardinals,,,,
Jackson Barton,29.0,OL,4,2.0,302.0,79,Utah,8/8/1995,3,1.0,Arizona Cardinals,Indianapolis Colts,7.0,240.0,2019.0
Kelvin Beachum,35.0,RT,16,12.0,308.0,75,SMU,6/8/1989,12,6.0,Arizona Cardinals,Pittsburgh Steelers,7.0,248.0,2012.0
Trey Benson,21.0,RB,13,1.0,223.0,73,"Oregon,Florida St.",7/21/2003,0,2.0,Arizona Cardinals,Arizona Cardinals,3.0,66.0,2024.0
Angelo Blackson,32.0,DL,1,0.0,318.0,76,Auburn,11/14/1992,9,0.0,Arizona Cardinals,Tennessee Titans,4.0,100.0,2015.0
Joey Blount,26.0,S,15,0.0,201.0,73,Virginia,11/16/1998,2,1.0,Arizona Cardinals,,,,
Aaron Brewer,34.0,LS,17,0.0,232.0,77,San Diego St.,7/5/1990,12,1.0,Arizona Cardinals,,,,
Evan Brown,28.0,LG,17,17.0,320.0,75,SMU,9/16/1996,5,8.0,Arizona Cardinals,,,,
Baron Browning,25.0,OLB,8,1.0,240.0,75,Ohio St.,2/19/1999,3,1.0,Arizona Cardinals,Denver Broncos,3.0,105.0,2021.0
Michael Carter,25.0,RB,3,1.0,201.0,68,North Carolina,5/7/1999,3,1.0,Arizona Cardinals,New York Jets,4.0,107.0,2021.0
Andre Chachere,28.0,S,3,0.0,197.0,72,San Jose St.,2/10/1996,3,0.0,Arizona Cardinals,,,,
Kei'Trel Clark,23.0,CB,15,1.0,181.0,70,"Liberty,Louisville",3/19/2001,1,1.0,Arizona Cardinals,Arizona Cardinals,6.0,180.0,2023.0
L.J. Collier,29.0,LDE,17,15.0,291.0,74,TCU,9/12/1995,5,7.0,Arizona Cardinals,Seattle Seahawks,1.0,29.0,2019.0
Zaven Collins,25.0,LOLB,17,17.0,260.0,76,Tulsa,5/19/1999,3,7.0,Arizona Cardinals,Arizona Cardinals,1.0,16.0,2021.0
Trystan Colon-Castillo,26.0,RG,17,7.0,313.0,75,Missouri,3/23/1998,4,4.0,Arizona Cardinals,,,,
James Conner,29.0,RB,16,16.0,233.0,73,Pittsburgh,5/5/1995,7,11.0,Arizona Cardinals,Pittsburgh Steelers,3.0,105.0,2017.0
