Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Cal Adomitis,26,LS,17,0.0,238.0,74,Pittsburgh,7/9/1998,2,1.0,Cincinnati Bengals,,,,
Erick All,24,TE,9,6.0,253.0,77,"Michigan,Iowa",9/13/2000,0,1.0,Cincinnati Bengals,Cincinnati Bengals,4.0,115.0,2024.0
Tycen Anderson,25,S,17,0.0,209.0,74,Toledo,6/13/1999,1,1.0,Cincinnati Bengals,Cincinnati Bengals,5.0,166.0,2022.0
Daijahn Anthony,24,S,13,0.0,195.0,72,"Shepherd,Liberty,Mississippi",9/9/2000,0,1.0,Cincinnati Bengals,Cincinnati Bengals,7.0,224.0,2024.0
Joe Bachie,26,LB,12,0.0,235.0,74,Michigan St.,2/26/1998,4,1.0,Cincinnati Bengals,,,,
Jordan Battle,24,S,17,6.0,210.0,73,Alabama,12/14/2000,1,3.0,Cincinnati Bengals,Cincinnati Bengals,3.0,95.0,2023.0
Vonn Bell,30,FS,17,11.0,205.0,71,Ohio St.,12/12/1994,8,4.0,Cincinnati Bengals,New Orleans Saints,2.0,61.0,2016.0
Chase Brown,24,RB,16,10.0,211.0,70,"Western Michigan,Illinois",3/21/2000,1,10.0,Cincinnati Bengals,Cincinnati Bengals,5.0,163.0,2023.0
Orlando Brown Jr.,28,LT,11,11.0,345.0,80,Oklahoma,5/2/1996,6,6.0,Cincinnati Bengals,Baltimore Ravens,3.0,83.0,2018.0
Trent Brown,31,OT,3,3.0,380.0,80,"Georgia Military,Florida",4/13/1993,9,2.0,Cincinnati Bengals,San Francisco 49ers,7.0,244.0,2015.0
Jake Browning,28,QB,3,0.0,209.0,74,Washington,4/11/1996,1,0.0,Cincinnati Bengals,,,,
Joe Burrow,28,QB,17,17.0,215.0,76,"Ohio St.,LSU",12/10/1996,4,16.0,Cincinnati Bengals,Cincinnati Bengals,1.0,1.0,2020.0
Jermaine Burton,23,WR,14,1.0,200.0,72,"Georgia,Alabama",6/28/2001,0,1.0,Cincinnati Bengals,Cincinnati Bengals,3.0,80.0,2024.0
Alex Cappa,29,RG,17,17.0,310.0,78,Humboldt St.,1/27/1995,6,8.0,Cincinnati Bengals,Tampa Bay Buccaneers,3.0,94.0,2018.0
Zachary Carter,25,DT,4,2.0,290.0,76,Florida,4/7/1999,2,1.0,Cincinnati Bengals,Cincinnati Bengals,3.0,95.0,2022.0
Ja'Marr Chase,24,WR,17,16.0,201.0,72,LSU,3/1/2000,3,16.0,Cincinnati Bengals,Cincinnati Bengals,1.0,5.0,2021.0
Devin Cochran,26,OT,9,1.0,310.0,79,"Vanderbilt,Georgia Tech",7/17/1998,1,1.0,Cincinnati Bengals,,,,
Jalen Davis,28,CB,2,0.0,190.0,70,Utah St.,2/2/1996,6,0.0,Cincinnati Bengals,,,,
