Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Kris Abrams-Draine,23.0,CB,5,1.0,178.0,71,Missouri,10/4/2001,0,1.0,Denver Broncos,Denver Broncos,5.0,145.0,2024.0
Nate Adkins,25.0,TE,17,10.0,252.0,75,"East Tennessee St.,South Carolina",7/9/1999,1,1.0,Denver Broncos,,,,
Kwon Alexander,30.0,LB,3,2.0,227.0,73,LSU,8/3/1994,9,1.0,Denver Broncos,Tampa Bay Buccaneers,4.0,124.0,2015.0
Zach Allen,27.0,LDT,16,16.0,285.0,77,Boston Col.,8/20/1997,5,15.0,Denver Broncos,Arizona Cardinals,3.0,65.0,2019.0
Tyler Badie,24.0,RB,3,0.0,197.0,68,Missouri,2/7/2000,2,1.0,Denver Broncos,Baltimore Ravens,6.0,196.0,2022.0
Levelle Bailey,24.0,LB,10,0.0,225.0,74,Fresno St.,12/4/2000,0,1.0,Denver Broncos,,,,
Cody Barton,28.0,LILB,17,14.0,237.0,74,Utah,11/13/1996,5,8.0,Denver Broncos,Seattle Seahawks,3.0,88.0,2019.0
Garett Bolles,32.0,LT,17,17.0,300.0,77,"Snow College (UT),Utah",5/27/1992,7,7.0,Denver Broncos,Denver Broncos,1.0,20.0,2017.0
Nik Bonitto,25.0,ROLB,17,15.0,240.0,75,Oklahoma,9/26/1999,2,16.0,Denver Broncos,Denver Broncos,2.0,64.0,2022.0
Baron Browning,25.0,OLB,5,2.0,240.0,75,Ohio St.,2/19/1999,3,1.0,Denver Broncos,Denver Broncos,3.0,105.0,2021.0
Michael Burton,32.0,FB,17,2.0,247.0,72,Rutgers,2/1/1992,9,1.0,Denver Broncos,Detroit Lions,5.0,168.0,2015.0
Jonathon Cooper,26.0,LOLB,17,17.0,257.0,76,Ohio St.,1/8/1998,3,9.0,Denver Broncos,Denver Broncos,7.0,239.0,2021.0
Frank Crum,24.0,OT,6,0.0,315.0,79,Wyoming,5/14/2000,0,0.0,Denver Broncos,,,,
Zach Cunningham,30.0,LB,7,0.0,238.0,75,Vanderbilt,12/12/1994,7,1.0,Denver Broncos,Houston Texans,2.0,57.0,2017.0
Riley Dixon,31.0,P,17,0.0,221.0,76,Syracuse,8/24/1993,8,4.0,Denver Broncos,Denver Broncos,7.0,228.0,2016.0
Greg Dulcich,24.0,TE,4,3.0,245.0,76,UCLA,3/26/2000,2,0.0,Denver Broncos,Denver Broncos,3.0,80.0,2022.0
Jonah Elliss,21.0,OLB,17,0.0,246.0,74,Utah,4/3/2003,0,2.0,Denver Broncos,Denver Broncos,3.0,76.0,2024.0
Audric Estime,21.0,RB,13,1.0,227.0,71,Notre Dame,9/6/2003,0,2.0,Denver Broncos,Denver Broncos,5.0,147.0,2024.0
Cameron Fleming,32.0,T,1,0.0,320.0,77,Stanford,9/3/1992,10,0.0,Denver Broncos,New England Patriots,4.0,140.0,2014.0
Alex Forsyth,25.0,C,17,4.0,312.0,76,Oregon,2/13/1999,1,2.0,Denver Broncos,Denver Broncos,7.0,257.0,2023.0
Mitchell Fraboni,28.0,LS,17,0.0,223.0,74,Arizona St.,10/28/1996,2,1.0,Denver Broncos,,,,
Troy Franklin,21.0,WR,16,6.0,180.0,75,Oregon,2/6/2003,0,2.0,Denver Broncos,Denver Broncos,4.0,102.0,2024.0
John Franklin-Myers,28.0,RDE,17,16.0,288.0,76,S.F. Austin,9/26/1996,6,8.0,Denver Broncos,Los Angeles Rams,4.0,135.0,2018.0
Lil'Jordan Humphrey,26.0,WR,17,7.0,225.0,76,Texas,4/19/1998,5,3.0,Denver Broncos,,,,
Jordan Jackson,26.0,DL,17,0.0,294.0,76,Air Force,1/30/1998,1,1.0,Denver Broncos,New Orleans Saints,6.0,194.0,2022.0
Brandon Jones,26.0,FS,16,15.0,191.0,72,Texas,4/2/1998,4,6.0,Denver Broncos,Miami Dolphins,3.0,70.0,2020.0
D.J. Jones,29.0,NT,17,17.0,305.0,72,"East Mississippi CC,Mississippi",1/19/1995,7,8.0,Denver Broncos,San Francisco 49ers,6.0,198.0,2017.0
Devon Key,27.0,DB,17,2.0,208.0,72,Western Kentucky,10/28/1997,1,1.0,Denver Broncos,,,,
Lucas Krull,26.0,TE,13,2.0,260.0,78,"Jefferson,Florida,Pittsburgh",7/11/1998,2,1.0,Denver Broncos,,,,
P.J. Locke,27.0,SS,15,15.0,202.0,70,Texas,2/12/1997,4,5.0,Denver Broncos,,,,
Wil Lutz,30.0,K,17,0.0,184.0,71,Georgia St.,7/7/1994,8,5.0,Denver Broncos,,,,
Damarri Mathis,25.0,CB,10,1.0,195.0,71,Pittsburgh,4/12/1999,2,1.0,Denver Broncos,Denver Broncos,4.0,115.0,2022.0
Tanner McCalister,24.0,S,3,0.0,191.0,71,"Oklahoma St.,Ohio St.",1/27/2000,1,0.0,Denver Broncos,,,,
Mike McGlinchey,30.0,RT,13,13.0,315.0,80,Notre Dame,8/29/1994,6,6.0,Denver Broncos,San Francisco 49ers,1.0,9.0,2018.0
Jaleel McLaughlin,24.0,RB,16,5.0,187.0,67,"Notre Dame (OH),Youngstown St.",9/13/2000,1,4.0,Denver Broncos,,,,
Ja'Quan McMillian,24.0,CB,17,9.0,183.0,70,East Carolina,6/4/2000,2,4.0,Denver Broncos,,,,
Quinn Meinerz,26.0,RG,17,17.0,320.0,75,Wisconsin–Whitewater,11/15/1998,3,11.0,Denver Broncos,Denver Broncos,3.0,98.0,2021.0
Marvin Mims,22.0,WR,17,2.0,182.0,71,Oklahoma,3/19/2002,1,5.0,Denver Broncos,Denver Broncos,2.0,63.0,2023.0
Riley Moss,24.0,RCB,14,14.0,193.0,72,Iowa,3/3/2000,1,5.0,Denver Broncos,Denver Broncos,3.0,83.0,2023.0
Bo Nix,24.0,QB,17,17.0,217.0,74,"Auburn,Oregon",2/25/2000,0,13.0,Denver Broncos,Denver Broncos,1.0,12.0,2024.0
Alex Palczewski,25.0,T,14,3.0,314.0,78,Illinois,8/3/1999,1,2.0,Denver Broncos,,,,
Matt Peart,27.0,T,17,2.0,318.0,79,Connecticut,6/11/1997,4,2.0,Denver Broncos,New York Giants,3.0,99.0,2020.0
Ben Powers,28.0,LG,17,17.0,310.0,76,Oklahoma,10/29/1996,5,6.0,Denver Broncos,Baltimore Ravens,4.0,123.0,2019.0
