Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Myles Adams,26.0,DE,3,0.0,290.0,74,Rice,3/9/1998,3,0.0,Seattle Seahawks,,,,
Jerome Baker,28.0,LB,5,5.0,232.0,74,Ohio St.,12/25/1996,6,3.0,Seattle Seahawks,Miami Dolphins,3.0,73.0,2018.0
AJ Barner,22.0,TE,17,6.0,251.0,78,"Indiana,Michigan",5/3/2002,0,2.0,Seattle Seahawks,Seattle Seahawks,4.0,121.0,2024.0
Marquise Blair,27.0,FS,1,0.0,196.0,73,Utah,7/18/1997,5,0.0,Seattle Seahawks,Seattle Seahawks,2.0,47.0,2019.0
Jake Bobo,26.0,WR,17,3.0,207.0,76,"Duke,UCLA",8/4/1998,1,1.0,Seattle Seahawks,,,,
Quinton Bohanna,25.0,DT,1,0.0,360.0,76,Kentucky,3/16/1999,3,0.0,Seattle Seahawks,Dallas Cowboys,6.0,192.0,2021.0
Tyus Bowser,29.0,OLB,2,1.0,250.0,75,Houston,5/23/1995,7,1.0,Seattle Seahawks,Baltimore Ravens,2.0,47.0,2017.0
Anthony Bradford,23.0,RG,11,11.0,332.0,77,LSU,4/28/2001,1,4.0,Seattle Seahawks,Seattle Seahawks,4.0,108.0,2023.0
Pharaoh Brown,30.0,TE,15,7.0,246.0,77,Oregon,5/4/1994,7,0.0,Seattle Seahawks,,,,
Tre Brown,27.0,CB,13,3.0,185.0,70,Oklahoma,9/24/1997,3,2.0,Seattle Seahawks,Seattle Seahawks,4.0,137.0,2021.0
Coby Bryant,25.0,SS,17,11.0,193.0,73,Cincinnati,3/29/1999,2,5.0,Seattle Seahawks,Seattle Seahawks,4.0,109.0,2022.0
Artie Burns,29.0,CB,4,0.0,187.0,72,Miami (FL),5/1/1995,8,0.0,Seattle Seahawks,Pittsburgh Steelers,1.0,25.0,2016.0
Zach Charbonnet,23.0,RB,17,6.0,214.0,73,"Michigan,UCLA",1/8/2001,1,6.0,Seattle Seahawks,Seattle Seahawks,2.0,52.0,2023.0
Charles Cross,24.0,LT,17,17.0,311.0,77,Mississippi St.,11/25/2000,2,7.0,Seattle Seahawks,Seattle Seahawks,1.0,9.0,2022.0
McClendon Curtis,25.0,OT,4,0.0,325.0,78,Chattanooga,9/16/1999,1,0.0,Seattle Seahawks,,,,
Jaelon Darden,25.0,WR,5,0.0,175.0,68,North Texas,1/14/1999,3,0.0,Seattle Seahawks,Tampa Bay Buccaneers,4.0,129.0,2021.0
Michael Dickson,28.0,P,17,0.0,208.0,74,Texas,1/4/1996,6,4.0,Seattle Seahawks,Seattle Seahawks,5.0,149.0,2018.0
Tyrel Dodson,26.0,LILB,9,9.0,237.0,72,Texas A&M,6/25/1998,4,5.0,Seattle Seahawks,,,,
George Fant,32.0,T,2,2.0,316.0,77,Western Kentucky,7/19/1992,8,1.0,Seattle Seahawks,,,,
Noah Fant,27.0,TE,14,9.0,249.0,76,Iowa,11/20/1997,5,4.0,Seattle Seahawks,Denver Broncos,1.0,20.0,2019.0
AJ Finley,23.0,S,4,0.0,188.0,72,Mississippi,9/14/2001,1,0.0,Seattle Seahawks,,,,
Stone Forsythe,27.0,T,9,5.0,307.0,80,Florida,12/29/1997,3,2.0,Seattle Seahawks,Seattle Seahawks,6.0,208.0,2021.0
Trevis Gipson,27.0,LB,5,0.0,263.0,76,Tulsa,6/13/1997,4,0.0,Seattle Seahawks,Chicago Bears,5.0,155.0,2020.0
Derick Hall,23.0,RILB,17,14.0,254.0,75,Auburn,3/19/2001,1,9.0,Seattle Seahawks,Seattle Seahawks,2.0,37.0,2023.0
Johnathan Hankins,32.0,DT,17,8.0,325.0,75,Ohio St.,3/30/1992,11,5.0,Seattle Seahawks,New York Giants,2.0,49.0,2013.0
Christian Haynes,24.0,OG,16,0.0,318.0,74,Connecticut,4/13/2000,0,1.0,Seattle Seahawks,Seattle Seahawks,3.0,81.0,2024.0
Faion Hicks,27.0,CB,2,0.0,192.0,70,Wisconsin,9/17/1997,2,0.0,Seattle Seahawks,Denver Broncos,7.0,232.0,2022.0
George Holani,25.0,RB,5,0.0,210.0,71,Boise St.,12/16/1999,0,0.0,Seattle Seahawks,,,,
Sam Howell,24.0,QB,2,0.0,220.0,73,North Carolina,9/16/2000,2,0.0,Seattle Seahawks,Washington Commanders,5.0,144.0,2022.0
Rayshawn Jenkins,30.0,SS,13,9.0,220.0,73,Miami (FL),1/25/1994,7,4.0,Seattle Seahawks,Los Angeles Chargers,4.0,113.0,2017.0
Michael Jerrell,25.0,OT,10,3.0,294.0,77,Findlay,8/18/1999,0,2.0,Seattle Seahawks,Seattle Seahawks,6.0,207.0,2024.0
Josh Jobe,26.0,CB,10,6.0,190.0,71,Alabama,4/9/1998,2,3.0,Seattle Seahawks,,,,
Dre'Mont Jones,27.0,LB,17,7.0,281.0,75,Ohio St.,1/5/1997,5,5.0,Seattle Seahawks,Denver Broncos,3.0,71.0,2019.0
Ernest Jones,25.0,LB,10,10.0,233.0,74,South Carolina,11/22/1999,3,5.0,Seattle Seahawks,Los Angeles Rams,3.0,103.0,2021.0
Tyrice Knight,24.0,ROLB,16,9.0,233.0,72,"Independence (KS),Texas-El Paso",12/20/2000,0,6.0,Seattle Seahawks,Seattle Seahawks,4.0,118.0,2024.0
Sataoa Laumea,23.0,OG,6,6.0,319.0,76,Utah,1/13/2001,0,2.0,Seattle Seahawks,Seattle Seahawks,6.0,179.0,2024.0
Tyler Lockett,32.0,WR,17,14.0,182.0,70,Kansas St.,9/28/1992,9,5.0,Seattle Seahawks,Seattle Seahawks,3.0,69.0,2015.0
Julian Love,26.0,FS,17,17.0,195.0,71,Notre Dame,3/19/1998,5,7.0,Seattle Seahawks,New York Giants,4.0,108.0,2019.0
Abraham Lucas,26.0,RT,7,7.0,322.0,78,Washington St.,10/25/1998,2,3.0,Seattle Seahawks,Seattle Seahawks,3.0,72.0,2022.0
Tyler Mabry,28.0,TE,2,0.0,247.0,75,"Buffalo,Maryland",11/21/1996,3,0.0,Seattle Seahawks,,,,
Boye Mafe,26.0,LOLB,15,11.0,261.0,76,Minnesota,11/30/1998,2,6.0,Seattle Seahawks,Seattle Seahawks,2.0,40.0,2022.0
Kenny McIntosh,24.0,RB,17,0.0,204.0,72,Georgia,3/3/2000,1,1.0,Seattle Seahawks,Seattle Seahawks,7.0,237.0,2023.0
D.K. Metcalf,27.0,WR,15,12.0,235.0,76,Mississippi,12/14/1997,5,7.0,Seattle Seahawks,Seattle Seahawks,2.0,64.0,2019.0
Mike Morris,23.0,DE,15,0.0,295.0,78,Michigan,4/22/2001,1,1.0,Seattle Seahawks,Seattle Seahawks,5.0,151.0,2023.0
Byron Murphy,22.0,NT,14,9.0,306.0,72,Texas,9/8/2002,0,5.0,Seattle Seahawks,Seattle Seahawks,1.0,16.0,2024.0
Jason Myers,33.0,K,17,0.0,190.0,70,Marist,5/12/1991,9,4.0,Seattle Seahawks,,,,
Uchenna Nwosu,28.0,LB,6,2.0,251.0,74,USC,12/28/1996,6,1.0,Seattle Seahawks,Los Angeles Chargers,2.0,48.0,2018.0
Patrick O'Connell,26.0,LB,5,0.0,227.0,73,"Univ. of Mary,Montana",12/31/1998,1,0.0,Seattle Seahawks,,,,
Ty Okada,25.0,FS,4,0.0,193.0,71,Montana St.,6/4/1999,1,0.0,Seattle Seahawks,,,,
Olusegun Oluwatimi,25.0,C,12,8.0,309.0,75,"Air Force,Virginia,Michigan",8/5/1999,1,3.0,Seattle Seahawks,Seattle Seahawks,5.0,154.0,2023.0
Nehemiah Pritchett,23.0,CB,10,1.0,188.0,72,Auburn,2/11/2001,0,1.0,Seattle Seahawks,Seattle Seahawks,5.0,136.0,2024.0
Jarran Reed,32.0,RDE,17,8.0,306.0,75,"East Mississippi CC,Alabama",12/16/1992,8,5.0,Seattle Seahawks,Seattle Seahawks,2.0,49.0,2016.0
Jerrick Reed,24.0,FS,5,0.0,196.0,69,"Northwest Mississippi CC,New Mexico",8/7/2000,1,0.0,Seattle Seahawks,Seattle Seahawks,6.0,198.0,2023.0
Roy Robertson-Harris,31.0,DT,11,0.0,290.0,77,Texas-El Paso,7/23/1993,7,1.0,Seattle Seahawks,,,,
Josh Ross,25.0,LB,10,0.0,229.0,72,Michigan,10/31/1999,2,1.0,Seattle Seahawks,,,,
Brady Russell,26.0,TE,11,0.0,250.0,75,Colorado,8/31/1998,1,0.0,Seattle Seahawks,,,,
Laviska Shenault Jr.,26.0,WR,11,1.0,224.0,73,Colorado,10/5/1998,4,1.0,Seattle Seahawks,Jacksonville Jaguars,2.0,42.0,2020.0
Jamie Sheriff,24.0,LB,1,0.0,265.0,74,"Mississippi Gulf Coast CC,South Alabama",8/18/2000,0,0.0,Seattle Seahawks,,,,
Geno Smith,34.0,QB,17,17.0,221.0,75,West Virginia,10/10/1990,11,12.0,Seattle Seahawks,New York Jets,2.0,39.0,2013.0
Jaxon Smith-Njigba,22.0,WR,17,16.0,197.0,72,Ohio St.,2/14/2002,1,9.0,Seattle Seahawks,Seattle Seahawks,1.0,20.0,2023.0
Chris Stoll,26.0,LS,17,0.0,255.0,74,Penn St.,8/3/1998,1,1.0,Seattle Seahawks,,,,
Jalen Sundell,25.0,C,12,0.0,301.0,77,North Dakota St.,10/18/1999,0,1.0,Seattle Seahawks,,,,
Drake Thomas,24.0,LB,17,0.0,228.0,71,North Carolina St.,2/25/2000,1,1.0,Seattle Seahawks,,,,
Laken Tomlinson,32.0,LG,17,17.0,323.0,75,Duke,2/9/1992,9,6.0,Seattle Seahawks,Detroit Lions,1.0,28.0,2015.0
Kenneth Walker III,24.0,RB,11,11.0,211.0,69,"Wake Forest,Michigan St.",10/20/2000,2,5.0,Seattle Seahawks,Seattle Seahawks,2.0,41.0,2022.0
K'Von Wallace,27.0,S,9,0.0,205.0,71,Clemson,7/25/1997,4,1.0,Seattle Seahawks,Philadelphia Eagles,4.0,127.0,2020.0
Cody White,26.0,WR,4,0.0,215.0,75,Michigan St.,11/28/1998,3,0.0,Seattle Seahawks,,,,
Connor Williams,27.0,C,9,9.0,310.0,77,Texas,5/12/1997,6,3.0,Seattle Seahawks,Dallas Cowboys,2.0,50.0,2018.0
Dee Williams,25.0,CB,12,0.0,190.0,70,"East Central CC (MS),Tennessee",12/6/1999,0,1.0,Seattle Seahawks,,,,
Leonard Williams,30.0,LDE,16,16.0,300.0,77,USC,6/20/1994,9,13.0,Seattle Seahawks,New York Jets,1.0,6.0,2015.0
Devon Witherspoon,24.0,LCB,17,17.0,185.0,72,Illinois,12/11/2000,1,10.0,Seattle Seahawks,Seattle Seahawks,1.0,5.0,2023.0
Riq Woolen,25.0,RCB,15,14.0,210.0,76,Texas-San Antonio,5/2/1999,2,6.0,Seattle Seahawks,Seattle Seahawks,5.0,153.0,2022.0
Cameron Young,24.0,NT,1,0.0,304.0,75,Mississippi St.,6/8/2000,1,0.0,Seattle Seahawks,Seattle Seahawks,4.0,123.0,2023.0
Dareke Young,25.0,WR,14,0.0,224.0,74,Lenoir-Rhyne,6/4/1999,2,0.0,Seattle Seahawks,Seattle Seahawks,7.0,233.0,2022.0
