Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Zach Harrison,23,DL,17,1.0,274.0,77,Ohio St.,8/14/2001,1,1.0,Atlanta Falcons,Atlanta Falcons,3.0,75.0,2023.0
Matt Hennessy,27,OL,4,0.0,295.0,76,Temple,11/17/1997,4,0.0,Atlanta Falcons,Atlanta Falcons,3.0,78.0,2020.0
Kyle Hinton,26,OL,17,0.0,295.0,74,Washburn,2/27/1998,2,1.0,Atlanta Falcons,Minnesota Vikings,7.0,253.0,2020.0
KhaDarel Hodge,29,WR,17,2.0,208.0,74,"Alcorn St.,Hinds CC,Prairie View A&M",1/3/1995,6,1.0,Atlanta Falcons,,,,
Mike Hughes,27,RCB,15,15.0,191.0,70,"North Carolina,Central Florida",2/11/1997,6,4.0,Atlanta Falcons,Minnesota Vikings,1.0,30.0,2018.0
Lamar Jackson,26,CB,2,0.0,208.0,74,Nebraska,4/13/1998,4,0.0,Atlanta Falcons,,,,
Grady Jarrett,31,LDE,17,17.0,288.0,72,Clemson,4/28/1993,9,7.0,Atlanta Falcons,Atlanta Falcons,5.0,137.0,2015.0
Matt Judon,32,ROLB,17,15.0,275.0,75,Grand Valley St.,8/15/1992,8,7.0,Atlanta Falcons,Baltimore Ravens,5.0,146.0,2016.0
Khalid Kareem,26,OLB,2,0.0,268.0,76,Notre Dame,4/28/1998,4,0.0,Atlanta Falcons,Cincinnati Bengals,5.0,147.0,2020.0
Kevin King,29,CB,15,1.0,200.0,75,Washington,5/5/1995,7,1.0,Atlanta Falcons,Green Bay Packers,2.0,33.0,2017.0
Younghoe Koo,30,K,14,0.0,193.0,70,Georgia Southern,8/3/1994,7,1.0,Atlanta Falcons,,,,
Nathan Landman,26,LB,13,9.0,238.0,75,Colorado,11/19/1998,2,4.0,Atlanta Falcons,,,,
Chris Lindstrom,27,RG,17,17.0,307.0,75,Boston Col.,2/28/1997,5,11.0,Atlanta Falcons,Atlanta Falcons,1.0,14.0,2019.0
Drake London,23,WR,17,17.0,213.0,76,USC,7/24/2001,2,10.0,Atlanta Falcons,Atlanta Falcons,1.0,8.0,2022.0
DeAngelo Malone,25,OLB,17,0.0,246.0,75,Western Kentucky,7/12/1999,2,1.0,Atlanta Falcons,Atlanta Falcons,3.0,82.0,2022.0
Jake Matthews,32,LT,17,17.0,309.0,77,Texas A&M,2/11/1992,10,8.0,Atlanta Falcons,Atlanta Falcons,1.0,6.0,2014.0
Jase McClellan,22,RB,2,0.0,212.0,71,Alabama,6/25/2002,0,0.0,Atlanta Falcons,Atlanta Falcons,6.0,186.0,2024.0
Ray-Ray McCloud,28,WR,17,13.0,190.0,69,Clemson,10/15/1996,6,6.0,Atlanta Falcons,Buffalo Bills,6.0,187.0,2018.0
Liam McCullough,27,LS,17,0.0,247.0,74,Ohio St.,6/5/1997,2,1.0,Atlanta Falcons,,,,
Kaleb McGary,29,RT,16,16.0,306.0,78,Washington,2/22/1995,5,8.0,Atlanta Falcons,Atlanta Falcons,1.0,31.0,2019.0
Darnell Mooney,27,WR,16,16.0,177.0,71,Tulane,10/29/1997,4,8.0,Atlanta Falcons,Chicago Bears,5.0,173.0,2020.0
Ryan Neuzil,27,OL,17,8.0,301.0,75,Appalachian St.,7/31/1997,2,4.0,Atlanta Falcons,,,,
Storm Norton,30,OL,17,1.0,317.0,79,Toledo,5/16/1994,6,1.0,Atlanta Falcons,,,,
David Onyemata,32,RDE,17,16.0,300.0,76,Manitoba,11/13/1992,8,6.0,Atlanta Falcons,New Orleans Saints,4.0,120.0,2016.0
Ruke Orhorhoro,23,DT,8,0.0,294.0,76,Clemson,10/13/2001,0,1.0,Atlanta Falcons,Atlanta Falcons,2.0,35.0,2024.0
Riley Patterson,25,K,3,0.0,190.0,72,Memphis,9/7/1999,3,0.0,Atlanta Falcons,,,,
Michael Penix,24,QB,5,3.0,216.0,74,"Indiana,Washington",5/8/2000,0,2.0,Atlanta Falcons,Atlanta Falcons,1.0,8.0,2024.0
Clark Phillips,23,CB,16,2.0,184.0,69,Utah,12/19/2001,1,2.0,Atlanta Falcons,Atlanta Falcons,4.0,113.0,2023.0
Bradley Pinion,30,P,17,0.0,255.0,77,Clemson,6/1/1994,9,2.0,Atlanta Falcons,San Francisco 49ers,5.0,165.0,2015.0
Kyle Pitts,24,TE,17,15.0,246.0,78,Florida,10/6/2000,3,5.0,Atlanta Falcons,Atlanta Falcons,1.0,4.0,2021.0
Bijan Robinson,22,RB,17,17.0,215.0,71,Texas,1/30/2002,1,12.0,Atlanta Falcons,Atlanta Falcons,1.0,8.0,2023.0
Justin Simmons,31,FS,16,16.0,202.0,74,Boston Col.,11/19/1993,8,5.0,Atlanta Falcons,Denver Broncos,3.0,98.0,2016.0
James Smith-Williams,27,DL,10,5.0,265.0,75,North Carolina St.,7/29/1997,4,2.0,Atlanta Falcons,Washington Football Team,7.0,229.0,2020.0
Kentavius Street,28,DL,13,0.0,287.0,74,North Carolina St.,5/8/1996,5,1.0,Atlanta Falcons,San Francisco 49ers,4.0,128.0,2018.0
AJ Terrell,26,LCB,17,17.0,194.0,73,Clemson,9/23/1998,4,5.0,Atlanta Falcons,Atlanta Falcons,1.0,16.0,2020.0
Carlos Washington,26,RB,1,0.0,220.0,71,"New Hampshire,Southeastern Louisiana",12/26/1998,1,0.0,Atlanta Falcons,,,,
Casey Washington,23,WR,8,0.0,200.0,72,Illinois,3/6/2001,0,0.0,Atlanta Falcons,Atlanta Falcons,6.0,187.0,2024.0
Elijah Wilkinson,29,OL,2,0.0,314.0,78,Massachusetts,2/10/1995,7,0.0,Atlanta Falcons,,,,
Avery Williams,26,RB,17,0.0,195.0,69,Boise St.,7/15/1998,3,0.0,Atlanta Falcons,Atlanta Falcons,5.0,183.0,2021.0
Charlie Woerner,27,TE,16,5.0,241.0,77,Georgia,10/16/1997,4,0.0,Atlanta Falcons,San Francisco 49ers,6.0,190.0,2020.0
Josh Woods,28,LB,5,0.0,230.0,73,Maryland,7/1/1996,5,0.0,Atlanta Falcons,,,,
