Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Jordan Mims,25.0,RB,11,0.0,205.0,72,Fresno St.,6/16/1999,1,1.0,New Orleans Saints,,,,
Foster Moreau,27.0,TE,17,17.0,250.0,76,LSU,5/6/1997,5,3.0,New Orleans Saints,Oakland Raiders,4.0,137.0,2019.0
Chris Olave,24.0,WR,8,8.0,187.0,72,Ohio St.,6/27/2000,2,3.0,New Orleans Saints,New Orleans Saints,1.0,11.0,2022.0
Anfernee Orji,24.0,LB,16,2.0,230.0,74,Vanderbilt,10/6/2000,1,2.0,New Orleans Saints,,,,
Lucas Patrick,31.0,LG,11,10.0,313.0,75,Duke,7/30/1993,7,4.0,New Orleans Saints,,,,
Rico Payton,25.0,CB,16,0.0,182.0,72,"Southern Illinois,Pittsburg St.",11/28/1999,0,1.0,New Orleans Saints,,,,
Trevor Penning,25.0,RT,17,17.0,325.0,79,Northern Iowa,5/15/1999,2,8.0,New Orleans Saints,New Orleans Saints,1.0,19.0,2022.0
Dante Pettis,29.0,WR,8,0.0,195.0,73,Washington,10/23/1995,6,1.0,New Orleans Saints,San Francisco 49ers,2.0,44.0,2018.0
Adam Prentice,27.0,FB,17,7.0,245.0,72,South Carolina,1/16/1997,3,0.0,New Orleans Saints,,,,
Spencer Rattler,24.0,QB,7,6.0,211.0,72,"Oklahoma,South Carolina",9/28/2000,0,2.0,New Orleans Saints,New Orleans Saints,5.0,150.0,2024.0
Chris Reed,32.0,G,1,0.0,314.0,75,Minnesota St.,7/22/1992,8,0.0,New Orleans Saints,,,,
John Ridgeway,25.0,DT,13,0.0,321.0,77,"Illinois St.,Arkansas",5/7/1999,2,1.0,New Orleans Saints,Dallas Cowboys,5.0,178.0,2022.0
Cesar Ruiz,25.0,RG,13,13.0,316.0,76,Michigan,6/14/1999,4,5.0,New Orleans Saints,New Orleans Saints,1.0,24.0,2020.0
Nick Saldiveri,24.0,OL,11,6.0,316.0,78,Old Dominion,8/14/2000,1,3.0,New Orleans Saints,New Orleans Saints,4.0,103.0,2023.0
Khalen Saunders,28.0,LDT,13,10.0,324.0,72,Western Illinois,8/9/1996,5,5.0,New Orleans Saints,Kansas City Chiefs,3.0,84.0,2019.0
Nephi Sewell,26.0,LB,7,1.0,228.0,72,"Nevada,Utah",12/19/1998,2,1.0,New Orleans Saints,,,,
Rashid Shaheed,26.0,WR,6,5.0,180.0,72,Weber St.,8/31/1998,2,4.0,New Orleans Saints,,,,
Nathan Shepherd,31.0,RDT,16,13.0,315.0,76,Fort Hays St.,10/9/1993,6,6.0,New Orleans Saints,New York Jets,3.0,72.0,2018.0
Equanimeous St. Brown,28.0,WR,2,0.0,214.0,77,Notre Dame,9/30/1996,6,0.0,New Orleans Saints,Green Bay Packers,6.0,207.0,2018.0
Isaiah Stalbird,24.0,LB,5,0.0,215.0,73,"Nebraska,South Dakota St.",7/18/2000,0,0.0,New Orleans Saints,,,,
Alontae Taylor,26.0,LCB,17,15.0,199.0,73,Tennessee,12/3/1998,2,5.0,New Orleans Saints,New Orleans Saints,2.0,49.0,2022.0
Roderic Teamer,27.0,S,2,0.0,205.0,72,Tulane,5/12/1997,5,0.0,New Orleans Saints,,,,
Mason Tipton,24.0,WR,11,1.0,187.0,71,Yale,9/27/2000,0,1.0,New Orleans Saints,,,,
Payton Turner,25.0,DE,16,0.0,270.0,78,Houston,1/7/1999,3,1.0,New Orleans Saints,New Orleans Saints,1.0,28.0,2021.0
Oli Udoh,27.0,OL,14,1.0,320.0,78,Elon,2/14/1997,5,1.0,New Orleans Saints,Minnesota Vikings,6.0,193.0,2019.0
Marquez Valdes-Scantling,30.0,WR,8,8.0,206.0,76,"North Carolina St.,South Florida",10/10/1994,6,3.0,New Orleans Saints,Green Bay Packers,5.0,174.0,2018.0
Kendal Vickers,29.0,DT,1,0.0,295.0,75,Tennessee,5/23/1995,4,0.0,New Orleans Saints,,,,
Pete Werner,25.0,LLB,13,13.0,242.0,75,Ohio St.,6/5/1999,3,6.0,New Orleans Saints,New Orleans Saints,2.0,60.0,2021.0
Jamaal Williams,29.0,RB,14,1.0,224.0,72,BYU,4/3/1995,7,1.0,New Orleans Saints,Green Bay Packers,4.0,134.0,2017.0
Cedrick Wilson Jr.,29.0,WR,15,4.0,197.0,74,Boise St.,11/20/1995,5,2.0,New Orleans Saints,Dallas Cowboys,6.0,208.0,2018.0
Zach Wood,31.0,LS,17,0.0,255.0,75,SMU,1/10/1993,7,1.0,New Orleans Saints,,,,
Chase Young,25.0,DE,17,0.0,265.0,77,Ohio St.,4/14/1999,4,2.0,New Orleans Saints,Washington Football Team,1.0,2.0,2020.0
Landon Young,27.0,T,17,5.0,321.0,79,Kentucky,8/21/1997,3,3.0,New Orleans Saints,New Orleans Saints,6.0,206.0,2021.0
