Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Davis Allen,23.0,TE,15,5.0,251.0,78,Clemson,2/3/2001,1,0.0,Los Angeles Rams,Los Angeles Rams,5.0,175.0,2023.0
AJ Arcuri,27.0,OL,2,0.0,308.0,79,Michigan St.,8/13/1997,2,0.0,Los Angeles Rams,Los Angeles Rams,7.0,261.0,2022.0
Tutu Atwell,25.0,WR,17,5.0,165.0,69,Louisville,10/7/1999,3,5.0,Los Angeles Rams,Los Angeles Rams,2.0,57.0,2021.0
Steve Avila,25.0,LG,10,10.0,338.0,75,TCU,10/16/1999,1,5.0,Los Angeles Rams,Los Angeles Rams,2.0,36.0,2023.0
Bobby Brown,24.0,NT,17,16.0,332.0,76,Texas A&M,8/7/2000,3,7.0,Los Angeles Rams,Los Angeles Rams,4.0,117.0,2021.0
Logan Bruss,26.0,OL,8,3.0,317.0,77,Wisconsin,10/6/1998,1,2.0,Los Angeles Rams,Los Angeles Rams,3.0,104.0,2022.0
Geron Christian,28.0,OL,1,0.0,315.0,77,Louisville,9/10/1996,6,0.0,Los Angeles Rams,Washington Redskins,3.0,74.0,2018.0
Blake Corum,24.0,RB,17,1.0,210.0,68,Michigan,11/25/2000,0,2.0,Los Angeles Rams,Los Angeles Rams,3.0,83.0,2024.0
Kamren Curl,25.0,FS,16,16.0,205.0,74,Arkansas,3/31/1999,4,6.0,Los Angeles Rams,Washington Football Team,7.0,216.0,2020.0
Tyler Davis,24.0,DL,16,0.0,299.0,74,Clemson,11/1/2000,0,1.0,Los Angeles Rams,Los Angeles Rams,6.0,196.0,2024.0
Justin Dedich,24.0,OL,13,3.0,300.0,74,USC,4/24/2000,0,2.0,Los Angeles Rams,,,,
Kevin Dotson,28.0,RG,16,16.0,330.0,76,Louisiana,9/18/1996,4,8.0,Los Angeles Rams,Pittsburgh Steelers,4.0,135.0,2020.0
Cobie Durant,26.0,RCB,15,14.0,182.0,71,South Carolina St.,2/9/1998,2,5.0,Los Angeles Rams,Los Angeles Rams,4.0,142.0,2022.0
Ethan Evans,23.0,P,16,0.0,250.0,75,Wingate,7/19/2001,1,2.0,Los Angeles Rams,Los Angeles Rams,7.0,223.0,2023.0
Braden Fiske,24.0,RDE,17,8.0,295.0,76,"Western Michigan,Florida St.",1/18/2000,0,5.0,Los Angeles Rams,Los Angeles Rams,2.0,39.0,2024.0
Emmanuel Forbes,23.0,CB,2,1.0,180.0,72,Mississippi St.,1/13/2001,1,0.0,Los Angeles Rams,Washington Commanders,1.0,16.0,2023.0
Neville Gallimore,27.0,NT,14,4.0,315.0,74,Oklahoma,1/17/1997,4,2.0,Los Angeles Rams,Dallas Cowboys,3.0,82.0,2020.0
Jimmy Garoppolo,33.0,QB,1,1.0,225.0,74,Eastern Illinois,11/2/1991,10,1.0,Los Angeles Rams,New England Patriots,2.0,62.0,2014.0
Nick Hampton,24.0,OLB,14,0.0,247.0,75,Appalachian St.,4/5/2000,1,1.0,Los Angeles Rams,Los Angeles Rams,5.0,161.0,2023.0
Rob Havenstein,32.0,RT,11,11.0,323.0,80,Wisconsin,5/13/1992,9,5.0,Los Angeles Rams,St. Louis Rams,2.0,57.0,2015.0
Tyler Higbee,31.0,TE,3,3.0,255.0,78,Western Kentucky,1/1/1993,8,1.0,Los Angeles Rams,Los Angeles Rams,4.0,110.0,2016.0
Michael Hoecht,27.0,OLB,17,5.0,267.0,76,Brown,10/5/1997,3,3.0,Los Angeles Rams,,,,
Jake Hummel,25.0,LB,17,1.0,227.0,73,Iowa St.,1/4/1999,2,2.0,Los Angeles Rams,,,,
Alaric Jackson,26.0,LT,14,14.0,345.0,79,Iowa,7/14/1998,3,7.0,Los Angeles Rams,,,,
Brennan Jackson,24.0,OLB,7,1.0,266.0,76,Washington St.,10/14/2000,0,1.0,Los Angeles Rams,Los Angeles Rams,5.0,154.0,2024.0
Jonah Jackson,27.0,G,4,4.0,315.0,76,"Rutgers,Ohio St.",2/5/1997,4,2.0,Los Angeles Rams,Detroit Lions,3.0,75.0,2020.0
Desjuan Johnson,25.0,DE,10,0.0,285.0,75,Toledo,9/3/1999,1,1.0,Los Angeles Rams,Los Angeles Rams,7.0,259.0,2023.0
John Johnson,29.0,S,2,1.0,204.0,72,Boston Col.,12/19/1995,7,1.0,Los Angeles Rams,Los Angeles Rams,3.0,91.0,2017.0
Tyler Johnson,26.0,WR,15,2.0,208.0,73,Minnesota,8/25/1998,4,3.0,Los Angeles Rams,Tampa Bay Buccaneers,5.0,161.0,2020.0
Nikola Kalinic,27.0,TE,2,0.0,248.0,76,York,1/21/1997,2,0.0,Los Angeles Rams,,,,
Joshua Karty,22.0,K,17,0.0,207.0,74,Stanford,3/7/2002,0,2.0,Los Angeles Rams,Los Angeles Rams,6.0,209.0,2024.0
Kamren Kinchens,22.0,DB,17,4.0,207.0,71,Miami (FL),9/29/2002,0,3.0,Los Angeles Rams,Los Angeles Rams,3.0,99.0,2024.0
Cooper Kupp,31.0,WR,12,11.0,207.0,74,Eastern Washington,6/15/1993,7,6.0,Los Angeles Rams,Los Angeles Rams,3.0,69.0,2017.0
Quentin Lake,25.0,SS,17,16.0,196.0,73,UCLA,1/29/1999,2,5.0,Los Angeles Rams,Los Angeles Rams,6.0,211.0,2022.0
Cam Lampkin,23.0,DB,4,0.0,176.0,71,"Utah St.,Washington St.",7/31/2001,0,0.0,Los Angeles Rams,,,,
Beaux Limmer,23.0,C,16,14.0,312.0,77,Arkansas,6/10/2001,0,7.0,Los Angeles Rams,Los Angeles Rams,6.0,217.0,2024.0
Hunter Long,26.0,TE,17,2.0,243.0,77,Boston Col.,8/19/1998,3,1.0,Los Angeles Rams,Miami Dolphins,3.0,81.0,2021.0
Warren McClendon,23.0,OL,13,5.0,317.0,76,Georgia,4/11/2001,1,3.0,Los Angeles Rams,Los Angeles Rams,5.0,174.0,2023.0
Jaylen McCollough,24.0,DB,17,1.0,202.0,72,Tennessee,10/12/2000,0,2.0,Los Angeles Rams,,,,
Dylan McMahon,23.0,OL,1,1.0,298.0,75,North Carolina St.,1/22/2001,0,0.0,Los Angeles Rams,Philadelphia Eagles,6.0,190.0,2024.0
Puka Nacua,23.0,WR,11,11.0,212.0,74,"Washington,BYU",5/29/2001,1,9.0,Los Angeles Rams,Los Angeles Rams,5.0,177.0,2023.0
Elias Neal,23.0,LB,6,0.0,227.0,72,Marshall,9/11/2001,0,0.0,Los Angeles Rams,,,,
Joseph Noteboom,29.0,OL,4,4.0,300.0,77,TCU,6/19/1995,6,2.0,Los Angeles Rams,Los Angeles Rams,3.0,89.0,2018.0
Colby Parkinson,25.0,TE,17,9.0,265.0,79,Stanford,1/8/1999,4,3.0,Los Angeles Rams,Seattle Seahawks,4.0,133.0,2020.0
Troy Reeder,30.0,LB,6,6.0,236.0,75,"Penn St.,Delaware",9/13/1994,5,3.0,Los Angeles Rams,,,,
Ronnie Rivers,25.0,RB,17,0.0,192.0,69,Fresno St.,1/31/1999,2,1.0,Los Angeles Rams,,,,
Demarcus Robinson,30.0,WR,17,17.0,202.0,73,Florida,9/21/1994,8,4.0,Los Angeles Rams,Kansas City Chiefs,4.0,126.0,2016.0
Christian Rozeboom,27.0,RLB,17,11.0,237.0,74,South Dakota St.,1/30/1997,3,5.0,Los Angeles Rams,,,,
Cody Schrader,25.0,RB,1,0.0,202.0,68,"Truman St.,Missouri",9/8/1999,0,0.0,Los Angeles Rams,,,,
Xavier Smith,27.0,WR,15,0.0,176.0,69,Florida A&M,9/21/1997,1,0.0,Los Angeles Rams,,,,
Omar Speights,23.0,LILB,17,10.0,228.0,73,"Oregon St.,LSU",3/2/2001,0,5.0,Los Angeles Rams,,,,
Matthew Stafford,36.0,QB,16,16.0,214.0,75,Georgia,2/7/1988,15,12.0,Los Angeles Rams,Detroit Lions,1.0,1.0,2009.0
