Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Joe Alt,21.0,RT,16,16.0,322.0,80,Notre Dame,2/28/2003,0,8.0,Los Angeles Chargers,Los Angeles Chargers,1.0,5.0,2024.0
Eli Apple,29.0,CB,4,0.0,203.0,73,Ohio St.,8/9/1995,8,0.0,Los Angeles Chargers,New York Giants,1.0,10.0,2016.0
Dicaprio Bootle,27.0,CB,6,0.0,180.0,70,Nebraska,9/17/1997,3,0.0,Los Angeles Chargers,,,,
Joey Bosa,29.0,ROLB,14,9.0,280.0,77,Ohio St.,7/11/1995,8,9.0,Los Angeles Chargers,San Diego Chargers,1.0,3.0,2016.0
Bradley Bozeman,30.0,C,17,17.0,317.0,75,Alabama,11/24/1994,6,7.0,Los Angeles Chargers,Baltimore Ravens,6.0,215.0,2018.0
DJ Chark,28.0,WR,7,0.0,200.0,75,LSU,9/23/1996,6,0.0,Los Angeles Chargers,Jacksonville Jaguars,2.0,61.0,2018.0
Junior Colson,22.0,LB,11,1.0,247.0,75,Michigan,12/6/2002,0,1.0,Los Angeles Chargers,Los Angeles Chargers,3.0,69.0,2024.0
Derius Davis,24.0,WR,15,2.0,165.0,68,TCU,9/11/2000,1,1.0,Los Angeles Chargers,Los Angeles Chargers,4.0,125.0,2023.0
Cameron Dicker,24.0,K,17,0.0,216.0,73,Texas,5/6/2000,2,5.0,Los Angeles Chargers,,,,
Will Dissly,28.0,TE,15,8.0,265.0,76,Washington,7/8/1996,6,5.0,Los Angeles Chargers,Seattle Seahawks,4.0,120.0,2018.0
J.K. Dobbins,26.0,RB,13,11.0,215.0,70,Ohio St.,12/17/1998,4,7.0,Los Angeles Chargers,Baltimore Ravens,2.0,55.0,2020.0
Bud Dupree,31.0,OLB,17,0.0,269.0,76,Kentucky,2/12/1993,9,2.0,Los Angeles Chargers,Pittsburgh Steelers,1.0,22.0,2015.0
Troy Dye,28.0,LB,17,5.0,231.0,75,Oregon,9/18/1996,4,4.0,Los Angeles Chargers,Minnesota Vikings,4.0,132.0,2020.0
Justin Eboigbe,23.0,DL,5,0.0,292.0,77,Alabama,4/9/2001,0,0.0,Los Angeles Chargers,Los Angeles Chargers,4.0,105.0,2024.0
Gus Edwards,29.0,RB,11,6.0,238.0,73,"Miami (FL),Rutgers",4/13/1995,6,2.0,Los Angeles Chargers,,,,
Simi Fehoko,27.0,WR,8,2.0,218.0,76,Stanford,11/5/1997,3,1.0,Los Angeles Chargers,Dallas Cowboys,5.0,179.0,2021.0
AJ Finley,23.0,S,10,0.0,188.0,72,Mississippi,9/14/2001,1,1.0,Los Angeles Chargers,,,,
Tucker Fisk,25.0,TE,9,5.0,285.0,76,Stanford,1/19/1999,1,0.0,Los Angeles Chargers,,,,
Dez Fitzpatrick,27.0,WR,1,0.0,208.0,74,Louisville,12/17/1997,3,0.0,Los Angeles Chargers,Tennessee Titans,4.0,109.0,2021.0
Poona Ford,29.0,RDT,17,17.0,310.0,71,Texas,11/19/1995,6,9.0,Los Angeles Chargers,,,,
Morgan Fox,30.0,DL,17,3.0,275.0,75,Colorado State-Pueblo,9/12/1994,8,3.0,Los Angeles Chargers,,,,
Kristian Fulton,26.0,LCB,15,14.0,197.0,71,LSU,9/3/1998,4,5.0,Los Angeles Chargers,Tennessee Titans,2.0,61.0,2020.0
Alohi Gilman,27.0,FS,11,11.0,201.0,70,"Navy,Notre Dame",9/17/1997,4,4.0,Los Angeles Chargers,Los Angeles Chargers,6.0,186.0,2020.0
Josh Harris,35.0,LS,17,0.0,224.0,73,Auburn,4/27/1989,12,1.0,Los Angeles Chargers,,,,
Cam Hart,24.0,CB,14,6.0,207.0,74,Notre Dame,12/5/2000,0,3.0,Los Angeles Chargers,Los Angeles Chargers,5.0,140.0,2024.0
Hassan Haskins,25.0,RB,17,0.0,228.0,74,Michigan,11/26/1999,2,1.0,Los Angeles Chargers,Tennessee Titans,4.0,131.0,2022.0
Taylor Heinicke,31.0,QB,4,0.0,210.0,73,Old Dominion,3/15/1993,7,0.0,Los Angeles Chargers,,,,
Daiyan Henley,25.0,LILB,17,17.0,225.0,73,"Nevada,Washington St.",11/18/1999,1,9.0,Los Angeles Chargers,Los Angeles Chargers,3.0,85.0,2023.0
Justin Herbert,26.0,QB,17,17.0,236.0,78,Oregon,3/10/1998,4,14.0,Los Angeles Chargers,Los Angeles Chargers,1.0,6.0,2020.0
