Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Josh Allen,28,QB,17,17.0,237.0,77,"Reedley,Wyoming",5/21/1996,6,20.0,Buffalo Bills,Buffalo Bills,1.0,7.0,2018.0
Alec Anderson,25,T,17,4.0,305.0,77,UCLA,10/3/1999,1,4.0,Buffalo Bills,,,,
Joe Andreessen,24,LB,13,1.0,232.0,73,"Bryant,Buffalo",2/7/2000,0,1.0,Buffalo Bills,,,,
Eli Ankou,30,DT,2,0.0,325.0,75,UCLA,6/8/1994,7,0.0,Buffalo Bills,,,,
Tyler Bass,27,K,17,0.0,183.0,70,Georgia Southern,2/14/1997,4,2.0,Buffalo Bills,Buffalo Bills,6.0,188.0,2020.0
Christian Benford,24,RCB,15,15.0,205.0,73,Villanova,9/21/2000,2,6.0,Buffalo Bills,Buffalo Bills,6.0,185.0,2022.0
Terrel Bernard,25,MLB,13,13.0,224.0,73,Baylor,5/7/1999,2,7.0,Buffalo Bills,Buffalo Bills,3.0,89.0,2022.0
Cole Bishop,22,S,16,4.0,207.0,74,Utah,10/24/2002,0,2.0,Buffalo Bills,Buffalo Bills,2.0,60.0,2024.0
Spencer Brown,26,RT,15,15.0,311.0,78,Northern Iowa,2/28/1998,3,9.0,Buffalo Bills,Buffalo Bills,3.0,93.0,2021.0
DeWayne Carter,24,DT,11,3.0,305.0,75,Duke,12/10/2000,0,2.0,Buffalo Bills,Buffalo Bills,3.0,95.0,2024.0
Lewis Cine,25,S,1,0.0,199.0,74,Georgia,10/5/1999,2,0.0,Buffalo Bills,Minnesota Vikings,1.0,32.0,2022.0
Will Clapp,29,OL,1,1.0,311.0,77,LSU,12/10/1995,6,1.0,Buffalo Bills,New Orleans Saints,7.0,245.0,2018.0
Kameron Cline,26,DE,1,0.0,283.0,76,South Dakota,2/19/1998,4,0.0,Buffalo Bills,,,,
Brandon Codrington,24,DB,17,0.0,185.0,69,North Carolina Central,11/17/2000,0,1.0,Buffalo Bills,,,,
Keon Coleman,21,WR,13,12.0,215.0,76,"Michigan St.,Florida St.",5/17/2003,0,7.0,Buffalo Bills,Buffalo Bills,2.0,33.0,2024.0
James Cook,25,RB,16,16.0,190.0,71,Georgia,9/25/1999,2,11.0,Buffalo Bills,Buffalo Bills,2.0,63.0,2022.0
Amari Cooper,30,WR,8,4.0,211.0,73,Alabama,6/17/1994,9,3.0,Buffalo Bills,Oakland Raiders,1.0,4.0,2015.0
Zach Davidson,26,TE,2,0.0,251.0,79,Central Missouri St.,7/15/1998,1,0.0,Buffalo Bills,Minnesota Vikings,5.0,168.0,2021.0
Ray Davis,25,RB,17,0.0,220.0,68,"Temple,Vanderbilt,Kentucky",11/11/1999,0,6.0,Buffalo Bills,Buffalo Bills,4.0,128.0,2024.0
Dion Dawkins,30,LT,16,16.0,320.0,77,Temple,4/26/1994,7,13.0,Buffalo Bills,Buffalo Bills,2.0,63.0,2017.0
Branson Deen,24,DT,1,0.0,280.0,74,"Purdue,Miami (FL)",2/12/2000,0,0.0,Buffalo Bills,,,,
Rasul Douglas,29,LCB,15,15.0,209.0,74,"Nassau CC,West Virginia",8/29/1995,7,5.0,Buffalo Bills,Philadelphia Eagles,3.0,99.0,2017.0
David Edwards,27,LG,16,16.0,308.0,78,Wisconsin,3/20/1997,5,8.0,Buffalo Bills,Los Angeles Rams,5.0,169.0,2019.0
Mike Edwards,28,S,3,0.0,205.0,70,"Kentucky,Hawaii",5/18/1996,5,0.0,Buffalo Bills,Tampa Bay Buccaneers,3.0,99.0,2019.0
Kaiir Elam,23,CB,13,4.0,191.0,73,Florida,5/5/2001,2,2.0,Buffalo Bills,Buffalo Bills,1.0,23.0,2022.0
A.J. Epenesa,26,LDE,17,13.0,260.0,78,Iowa,9/15/1998,4,7.0,Buffalo Bills,Buffalo Bills,2.0,54.0,2020.0
Reid Ferguson,30,LS,17,0.0,235.0,74,LSU,3/24/1994,7,1.0,Buffalo Bills,,,,
Reggie Gilliam,27,FB,15,0.0,244.0,72,Toledo,8/20/1997,4,0.0,Buffalo Bills,,,,
Richard Gouraige,26,OT,1,0.0,306.0,77,Florida,10/15/1998,1,0.0,Buffalo Bills,,,,
