Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Tylan Grable,25,OT,4,1.0,309.0,77,"Jacksonville St.,Central Florida",10/4/1999,0,1.0,Buffalo Bills,Buffalo Bills,6.0,204.0,2024.0
Damar Hamlin,26,SS,14,14.0,200.0,72,Pittsburgh,3/24/1998,3,5.0,Buffalo Bills,Buffalo Bills,6.0,212.0,2021.0
Mack Hollins,31,WR,17,13.0,221.0,76,North Carolina,9/16/1993,7,4.0,Buffalo Bills,Philadelphia Eagles,4.0,118.0,2017.0
Ja'Marcus Ingram,27,CB,17,1.0,190.0,74,"Utah St.,Texas Tech,Buffalo",9/2/1997,2,2.0,Buffalo Bills,,,,
Kareem Jackson,36,S,2,0.0,196.0,70,Alabama,4/10/1988,14,0.0,Buffalo Bills,Houston Texans,1.0,20.0,2010.0
Quinton Jefferson,31,DT,7,0.0,290.0,76,Maryland,3/31/1993,8,1.0,Buffalo Bills,Seattle Seahawks,5.0,147.0,2016.0
Austin Johnson,30,DT,15,1.0,314.0,76,Penn St.,5/8/1994,8,2.0,Buffalo Bills,Tennessee Titans,2.0,43.0,2016.0
Taron Johnson,28,CB,12,12.0,192.0,71,Weber St.,7/27/1996,6,5.0,Buffalo Bills,Buffalo Bills,4.0,121.0,2018.0
Ty Johnson,27,RB,17,1.0,210.0,70,Maryland,9/17/1997,5,5.0,Buffalo Bills,Detroit Lions,6.0,186.0,2019.0
Kingsley Jonathan,26,DE,1,0.0,260.0,76,Syracuse,4/28/1998,2,0.0,Buffalo Bills,,,,
DaQuan Jones,33,RDT,16,16.0,320.0,76,Penn St.,12/17/1991,10,8.0,Buffalo Bills,Tennessee Titans,4.0,112.0,2014.0
Dalton Kincaid,25,TE,13,9.0,240.0,76,"San Diego,Utah",10/18/1999,1,5.0,Buffalo Bills,Buffalo Bills,1.0,25.0,2023.0
Dawson Knox,28,TE,16,13.0,254.0,76,Mississippi,11/14/1996,5,4.0,Buffalo Bills,Buffalo Bills,3.0,96.0,2019.0
Cameron Lewis,27,DB,17,6.0,183.0,69,Buffalo,4/13/1997,4,3.0,Buffalo Bills,,,,
Zion Logue,23,DT,2,0.0,314.0,78,Georgia,7/13/2001,0,0.0,Buffalo Bills,Atlanta Falcons,6.0,197.0,2024.0
Sam Martin,34,P,17,0.0,211.0,73,Appalachian St.,2/27/1990,11,2.0,Buffalo Bills,Detroit Lions,5.0,165.0,2013.0
Connor McGovern,27,C,16,16.0,318.0,77,Penn St.,11/3/1997,4,11.0,Buffalo Bills,Dallas Cowboys,3.0,90.0,2019.0
Matt Milano,30,LB,4,4.0,223.0,72,Boston Col.,7/28/1994,7,2.0,Buffalo Bills,Buffalo Bills,5.0,163.0,2017.0
Von Miller,35,LB,13,0.0,250.0,75,Texas A&M,3/26/1989,13,1.0,Buffalo Bills,Denver Broncos,1.0,2.0,2011.0
Quintin Morris,25,TE,16,3.0,252.0,74,Bowling Green,1/21/1999,2,0.0,Buffalo Bills,,,,
Nicholas Morrow,29,LB,11,0.0,216.0,72,Greenville,7/10/1995,7,1.0,Buffalo Bills,,,,
Ed Oliver,27,LDT,14,14.0,287.0,73,Houston,12/12/1997,5,7.0,Buffalo Bills,Buffalo Bills,1.0,9.0,2019.0
Jordan Phillips,32,DT,7,0.0,330.0,78,Oklahoma,9/21/1992,9,1.0,Buffalo Bills,Miami Dolphins,2.0,52.0,2015.0
Taylor Rapp,27,FS,14,14.0,208.0,72,Washington,12/22/1997,5,5.0,Buffalo Bills,Los Angeles Rams,2.0,61.0,2019.0
Gregory Rousseau,24,RDE,16,16.0,266.0,78,Miami (FL),4/5/2000,3,8.0,Buffalo Bills,Buffalo Bills,1.0,30.0,2021.0
Curtis Samuel,28,WR,14,2.0,195.0,71,Ohio St.,8/11/1996,7,3.0,Buffalo Bills,Carolina Panthers,2.0,40.0,2017.0
Khalil Shakir,24,WR,15,9.0,190.0,72,Boise St.,2/3/2000,2,10.0,Buffalo Bills,Buffalo Bills,5.0,148.0,2022.0
Tyrell Shavers,25,WR,3,0.0,211.0,76,"Alabama,Mississippi St.,San Diego St.",8/18/1999,1,1.0,Buffalo Bills,,,,
Dawuane Smoot,29,DE,11,4.0,264.0,75,Illinois,3/2/1995,7,2.0,Buffalo Bills,Jacksonville Jaguars,3.0,68.0,2017.0
Javon Solomon,23,DE,14,0.0,247.0,73,Troy,1/17/2001,0,2.0,Buffalo Bills,Buffalo Bills,5.0,168.0,2024.0
Baylon Spector,26,LB,11,4.0,233.0,72,Clemson,10/20/1998,2,3.0,Buffalo Bills,Buffalo Bills,7.0,231.0,2022.0
Casey Toohill,28,DE,14,1.0,254.0,77,Stanford,8/21/1996,4,2.0,Buffalo Bills,Philadelphia Eagles,7.0,233.0,2020.0
O'Cyrus Torrence,24,RG,17,16.0,347.0,77,"Louisiana,Florida",1/20/2000,1,8.0,Buffalo Bills,Buffalo Bills,2.0,59.0,2023.0
Mitchell Trubisky,30,QB,9,0.0,222.0,75,North Carolina,8/20/1994,7,1.0,Buffalo Bills,Chicago Bears,1.0,2.0,2017.0
Edefuan Ulofoshio,24,LB,4,1.0,239.0,73,Washington,1/23/2000,0,1.0,Buffalo Bills,Buffalo Bills,5.0,160.0,2024.0
Marquez Valdes-Scantling,30,WR,6,0.0,206.0,76,"North Carolina St.,South Florida",10/10/1994,6,0.0,Buffalo Bills,Green Bay Packers,5.0,174.0,2018.0
Ryan Van Demark,26,T,14,2.0,307.0,78,Connecticut,3/22/1998,1,2.0,Buffalo Bills,,,,
Sedrick Van Pran-Granger,23,OL,16,1.0,310.0,76,Georgia,10/23/2001,0,2.0,Buffalo Bills,Buffalo Bills,5.0,141.0,2024.0
Jalen Virgil,26,WR,7,0.0,210.0,73,Appalachian St.,7/13/1998,2,0.0,Buffalo Bills,,,,
Mike White,29,QB,1,0.0,216.0,77,"South Florida,Western Kentucky",3/25/1995,3,0.0,Buffalo Bills,Dallas Cowboys,5.0,171.0,2018.0
Dorian Williams,23,RLB,17,11.0,230.0,74,Tulane,6/8/2001,1,6.0,Buffalo Bills,Buffalo Bills,3.0,91.0,2023.0
