Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Bryan Anger,36.0,P,17,0.0,202.0,75,California,10/6/1988,12,3.0,Dallas Cowboys,Jacksonville Jaguars,3.0,70.0,2012.0
Brandon Aubrey,29.0,K,17,0.0,218.0,75,Notre Dame,3/14/1995,1,5.0,Dallas Cowboys,,,,
T.J. Bass,25.0,G,15,3.0,325.0,76,"Butte JC (CA),Oregon",3/31/1999,1,2.0,Dallas Cowboys,,,,
Cooper Beebe,23.0,C,16,16.0,335.0,76,Kansas St.,5/19/2001,0,5.0,Dallas Cowboys,Dallas Cowboys,3.0,73.0,2024.0
Markquese Bell,25.0,S,9,0.0,205.0,75,Florida A&M,1/6/1999,2,0.0,Dallas Cowboys,,,,
DaRon Bland,25.0,CB,7,7.0,197.0,72,"Sacramento St.,Fresno St.",7/12/1999,2,2.0,Dallas Cowboys,Dallas Cowboys,5.0,167.0,2022.0
Andrew Booth,24.0,CB,7,2.0,194.0,72,Clemson,9/28/2000,2,1.0,Dallas Cowboys,Minnesota Vikings,2.0,42.0,2022.0
Jalen Brooks,24.0,WR,14,1.0,205.0,74,South Carolina,5/7/2000,1,1.0,Dallas Cowboys,Dallas Cowboys,7.0,244.0,2023.0
Josh Butler,28.0,CB,5,3.0,182.0,72,Michigan St.,11/25/1996,1,1.0,Dallas Cowboys,,,,
Caelen Carson,22.0,CB,6,5.0,195.0,72,Wake Forest,3/3/2002,0,1.0,Dallas Cowboys,Dallas Cowboys,5.0,174.0,2024.0
Damone Clark,24.0,LB,14,2.0,240.0,75,LSU,6/28/2000,2,2.0,Dallas Cowboys,Dallas Cowboys,5.0,176.0,2022.0
Dalvin Cook,29.0,RB,2,0.0,210.0,70,Florida St.,8/10/1995,7,0.0,Dallas Cowboys,Minnesota Vikings,2.0,41.0,2017.0
Brandin Cooks,31.0,WR,10,9.0,189.0,70,Oregon St.,9/25/1993,10,2.0,Dallas Cowboys,New Orleans Saints,1.0,20.0,2014.0
Trevon Diggs,26.0,RCB,11,11.0,195.0,74,Alabama,9/20/1998,4,4.0,Dallas Cowboys,Dallas Cowboys,2.0,51.0,2020.0
Rico Dowdle,26.0,RB,16,15.0,215.0,72,South Carolina,6/14/1998,4,8.0,Dallas Cowboys,,,,
Chuma Edoga,27.0,G,5,4.0,308.0,75,USC,5/25/1997,5,1.0,Dallas Cowboys,New York Jets,3.0,92.0,2019.0
Ezekiel Elliott,29.0,RB,15,2.0,228.0,72,Ohio St.,7/22/1995,8,2.0,Dallas Cowboys,Dallas Cowboys,1.0,4.0,2016.0
Princeton Fant,25.0,TE,8,0.0,235.0,74,Tennessee,3/11/1999,1,0.0,Dallas Cowboys,,,,
Jake Ferguson,25.0,TE,14,14.0,244.0,77,Wisconsin,1/18/1999,2,4.0,Dallas Cowboys,Dallas Cowboys,4.0,129.0,2022.0
Ryan Flournoy,25.0,WR,11,1.0,200.0,73,"Central Missouri St.,Iowa Western,SE Missouri St.",10/27/1999,0,1.0,Dallas Cowboys,Dallas Cowboys,6.0,216.0,2024.0
Chauncey Golston,26.0,RDE,17,13.0,268.0,77,Iowa,2/10/1998,3,6.0,Dallas Cowboys,Dallas Cowboys,3.0,84.0,2021.0
C.J. Goodwin,34.0,CB,17,0.0,190.0,75,California (PA),2/4/1990,8,1.0,Dallas Cowboys,,,,
Tyler Guyton,23.0,LT,15,11.0,322.0,79,"TCU,Oklahoma",6/11/2001,0,4.0,Dallas Cowboys,Dallas Cowboys,1.0,29.0,2024.0
Kemon Hall,27.0,CB,6,0.0,190.0,71,North Texas,6/2/1997,3,0.0,Dallas Cowboys,,,,
Darius Harris,28.0,LB,4,0.0,238.0,74,Middle Tenn. St.,1/17/1996,4,0.0,Dallas Cowboys,,,,
K.J. Henry,25.0,DE,2,0.0,255.0,76,Clemson,1/27/1999,1,0.0,Dallas Cowboys,Washington Commanders,5.0,137.0,2023.0
Brock Hoffman,25.0,C,17,7.0,302.0,76,"Coastal Carolina,Virginia Tech",7/2/1999,2,3.0,Dallas Cowboys,,,,
Malik Hooker,28.0,SS,17,17.0,212.0,74,Ohio St.,4/2/1996,7,5.0,Dallas Cowboys,Indianapolis Colts,1.0,15.0,2017.0
Buddy Johnson,25.0,LB,14,0.0,240.0,74,Texas A&M,2/27/1999,3,1.0,Dallas Cowboys,Pittsburgh Steelers,4.0,140.0,2021.0
Linval Joseph,36.0,DT,17,0.0,329.0,76,East Carolina,10/10/1988,14,1.0,Dallas Cowboys,New York Giants,2.0,46.0,2010.0
Eric Kendricks,32.0,MLB,15,15.0,232.0,72,UCLA,2/29/1992,9,7.0,Dallas Cowboys,Minnesota Vikings,2.0,45.0,2015.0
Marshawn Kneeland,23.0,DE,11,1.0,268.0,75,Western Michigan,7/8/2001,0,1.0,Dallas Cowboys,Dallas Cowboys,2.0,56.0,2024.0
CeeDee Lamb,25.0,WR,15,15.0,200.0,74,Oklahoma,4/8/1999,4,9.0,Dallas Cowboys,Dallas Cowboys,1.0,17.0,2020.0
Trey Lance,24.0,QB,4,1.0,226.0,76,North Dakota St.,5/9/2000,3,1.0,Dallas Cowboys,San Francisco 49ers,1.0,3.0,2021.0
DeMarcus Lawrence,32.0,DE,4,4.0,265.0,75,"Butler (KS),Boise St.",4/28/1992,10,2.0,Dallas Cowboys,Dallas Cowboys,2.0,34.0,2014.0
Carl Lawson,29.0,DE,15,3.0,260.0,74,Auburn,6/29/1995,7,2.0,Dallas Cowboys,Cincinnati Bengals,4.0,116.0,2017.0
Jourdan Lewis,29.0,LCB,16,13.0,195.0,70,Michigan,8/31/1995,7,4.0,Dallas Cowboys,Dallas Cowboys,3.0,92.0,2017.0
Marist Liufau,23.0,LB,17,9.0,239.0,74,Notre Dame,2/9/2001,0,4.0,Dallas Cowboys,Dallas Cowboys,3.0,87.0,2024.0
Hunter Luepke,24.0,RB,16,4.0,238.0,73,North Dakota St.,2/28/2000,1,1.0,Dallas Cowboys,,,,
Zack Martin,34.0,RG,10,10.0,315.0,76,Notre Dame,11/20/1990,10,3.0,Dallas Cowboys,Dallas Cowboys,1.0,16.0,2014.0
Jonathan Mingo,23.0,WR,8,1.0,220.0,74,Mississippi,4/20/2001,1,0.0,Dallas Cowboys,Carolina Panthers,2.0,39.0,2023.0
Jalen Moreno-Cropper,23.0,WR,1,0.0,172.0,72,Fresno St.,5/3/2001,1,0.0,Dallas Cowboys,,,,
Israel Mukuamu,25.0,S,17,0.0,205.0,76,South Carolina,11/28/1999,3,1.0,Dallas Cowboys,Dallas Cowboys,6.0,227.0,2021.0
Osa Odighizuwa,26.0,LDT,17,17.0,280.0,74,UCLA,8/13/1998,3,7.0,Dallas Cowboys,Dallas Cowboys,3.0,75.0,2021.0
Amani Oruwariye,28.0,CB,7,4.0,200.0,74,Penn St.,2/9/1996,5,1.0,Dallas Cowboys,Detroit Lions,5.0,146.0,2019.0
DeMarvion Overshown,24.0,RLB,13,12.0,220.0,74,Texas,8/13/2000,1,6.0,Dallas Cowboys,Dallas Cowboys,3.0,90.0,2023.0
Micah Parsons,25.0,LLB,13,13.0,245.0,75,Penn St.,5/26/1999,3,8.0,Dallas Cowboys,Dallas Cowboys,1.0,12.0,2021.0
Jordan Phillips,32.0,DT,2,0.0,330.0,78,Oklahoma,9/21/1992,9,0.0,Dallas Cowboys,Miami Dolphins,2.0,52.0,2015.0
Dak Prescott,31.0,QB,8,8.0,238.0,74,Mississippi St.,7/29/1993,8,5.0,Dallas Cowboys,Dallas Cowboys,4.0,135.0,2016.0
Troy Pride Jr.,26.0,CB,2,1.0,195.0,71,Notre Dame,1/19/1998,4,0.0,Dallas Cowboys,Carolina Panthers,4.0,113.0,2020.0
Asim Richards,24.0,OL,13,1.0,307.0,76,North Carolina,10/2/2000,1,1.0,Dallas Cowboys,Dallas Cowboys,5.0,169.0,2023.0
Cooper Rush,31.0,QB,12,8.0,225.0,75,Central Michigan,11/21/1993,7,4.0,Dallas Cowboys,,,,
Luke Schoonmaker,26.0,TE,17,6.0,250.0,77,Michigan,9/28/1998,1,2.0,Dallas Cowboys,Dallas Cowboys,2.0,58.0,2023.0
Dakoda Shepley,30.0,T,3,0.0,290.0,77,British Columbia,12/27/1994,4,0.0,Dallas Cowboys,,,,
Trent Sieg,29.0,LS,17,0.0,240.0,75,Colorado St.,5/19/1995,6,1.0,Dallas Cowboys,,,,
Mazi Smith,23.0,RDT,17,17.0,337.0,75,Michigan,6/16/2001,1,7.0,Dallas Cowboys,Dallas Cowboys,1.0,26.0,2023.0
Tyler Smith,23.0,LG,16,16.0,332.0,78,Tulsa,4/3/2001,2,7.0,Dallas Cowboys,Dallas Cowboys,1.0,24.0,2022.0
Brevyn Spann-Ford,25.0,TE,17,0.0,270.0,79,Minnesota,12/27/1999,0,1.0,Dallas Cowboys,,,,
Terence Steele,27.0,RT,17,17.0,310.0,78,Texas Tech,6/4/1997,4,7.0,Dallas Cowboys,,,,
Juanyeh Thomas,24.0,S,13,0.0,217.0,75,Georgia Tech,6/24/2000,1,2.0,Dallas Cowboys,,,,
Jalen Tolbert,25.0,WR,17,15.0,195.0,73,South Alabama,2/27/1999,2,4.0,Dallas Cowboys,Dallas Cowboys,3.0,88.0,2022.0
KaVontae Turpin,28.0,WR,17,2.0,153.0,69,TCU,8/2/1996,2,6.0,Dallas Cowboys,,,,
Deuce Vaughn,23.0,RB,7,0.0,176.0,66,Kansas St.,11/2/2001,1,0.0,Dallas Cowboys,Dallas Cowboys,6.0,212.0,2023.0
Nick Vigil,31.0,LB,16,1.0,239.0,74,Utah St.,8/20/1993,8,1.0,Dallas Cowboys,Cincinnati Bengals,3.0,87.0,2016.0
Matt Waletzko,25.0,OT,7,0.0,305.0,78,North Dakota,12/15/1999,2,0.0,Dallas Cowboys,Dallas Cowboys,5.0,155.0,2022.0
Carlos Watkins,31.0,DE,15,0.0,305.0,75,Clemson,12/5/1993,7,1.0,Dallas Cowboys,Houston Texans,4.0,142.0,2017.0
Tyrus Wheat,25.0,DE,8,0.0,260.0,74,"Copiah-Lincoln CC,Mississippi St.",12/8/1999,1,1.0,Dallas Cowboys,,,,
Donovan Wilson,29.0,FS,17,17.0,204.0,72,Texas A&M,2/21/1995,5,6.0,Dallas Cowboys,Dallas Cowboys,6.0,213.0,2019.0
