Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Tucker Addington,27.0,LS,1,0.0,230.0,74,Sam Houston St.,7/16/1997,2,0.0,New England Patriots,,,,
David Andrews,32.0,C,4,4.0,300.0,74,Georgia,7/10/1992,9,1.0,New England Patriots,,,,
Alex Austin,23.0,CB,9,3.0,191.0,73,Oregon St.,5/22/2001,1,1.0,New England Patriots,Buffalo Bills,7.0,252.0,2023.0
Javon Baker,22.0,WR,11,1.0,202.0,73,"Alabama,Central Florida",2/18/2002,0,0.0,New England Patriots,New England Patriots,4.0,110.0,2024.0
Keshawn Banks,25.0,LB,3,0.0,251.0,75,San Diego St.,12/21/1999,1,0.0,New England Patriots,,,,
Bryce Baringer,25.0,P,17,0.0,215.0,74,Michigan St.,4/26/1999,1,4.0,New England Patriots,New England Patriots,6.0,192.0,2023.0
Christian Barmore,25.0,DT,4,0.0,315.0,77,Alabama,7/28/1999,3,0.0,New England Patriots,New England Patriots,2.0,38.0,2021.0
Miles Battle,24.0,CB,1,0.0,196.0,75,"Mississippi,Utah",1/4/2000,0,0.0,New England Patriots,,,,
Jaheim Bell,23.0,TE,15,0.0,241.0,74,"South Carolina,Florida St.",6/14/2001,0,0.0,New England Patriots,New England Patriots,7.0,231.0,2024.0
Ja'Whaun Bentley,28.0,LB,2,2.0,250.0,74,Purdue,8/24/1996,6,1.0,New England Patriots,New England Patriots,5.0,143.0,2018.0
Isaiah Bolden,25.0,CB,14,0.0,205.0,74,"Florida St.,Jackson St.",12/16/1999,1,1.0,New England Patriots,New England Patriots,7.0,245.0,2023.0
Kendrick Bourne,29.0,WR,12,9.0,205.0,73,Eastern Washington,8/4/1995,7,3.0,New England Patriots,,,,
Kayshon Boutte,22.0,WR,15,13.0,197.0,71,LSU,5/7/2002,1,5.0,New England Patriots,New England Patriots,6.0,187.0,2023.0
Jacoby Brissett,32.0,QB,8,5.0,235.0,76,"Florida,North Carolina St.",12/11/1992,8,0.0,New England Patriots,New England Patriots,3.0,91.0,2016.0
Ben Brown,26.0,C,10,10.0,313.0,77,Mississippi,5/19/1998,1,3.0,New England Patriots,,,,
Joe Cardona,32.0,LS,16,0.0,245.0,74,Navy,4/16/1992,9,1.0,New England Patriots,New England Patriots,5.0,166.0,2015.0
Lester Cotton,28.0,G,3,0.0,330.0,76,Alabama,2/20/1996,5,0.0,New England Patriots,,,,
Marcellas Dial,24.0,DB,17,1.0,190.0,72,"Georgia Military,South Carolina",12/6/2000,0,1.0,New England Patriots,New England Patriots,6.0,180.0,2024.0
Demario Douglas,24.0,WR,17,7.0,192.0,68,Liberty,12/8/2000,1,5.0,New England Patriots,New England Patriots,6.0,210.0,2023.0
Kyle Dugger,28.0,FS,13,13.0,216.0,73,Lenoir-Rhyne,3/22/1996,4,3.0,New England Patriots,New England Patriots,2.0,37.0,2020.0
Daniel Ekuale,30.0,RDE,16,16.0,310.0,75,Washington St.,1/13/1994,5,7.0,New England Patriots,,,,
Christian Elliss,25.0,LILB,16,5.0,231.0,74,Idaho,1/2/1999,3,4.0,New England Patriots,,,,
Alex Erickson,32.0,WR,3,0.0,195.0,72,Wisconsin,11/6/1992,8,0.0,New England Patriots,,,,
Antonio Gibson,26.0,RB,17,3.0,228.0,72,"East Central CC (MS),Memphis",6/23/1998,4,5.0,New England Patriots,Washington Football Team,3.0,66.0,2020.0
Joe Giles-Harris,27.0,LB,3,0.0,234.0,74,Duke,4/1/1997,5,0.0,New England Patriots,,,,
Davon Godchaux,30.0,NT,17,17.0,330.0,75,LSU,11/11/1994,7,7.0,New England Patriots,Miami Dolphins,5.0,178.0,2017.0
Christian Gonzalez,22.0,RCB,16,16.0,205.0,73,"Colorado,Oregon",6/28/2002,1,10.0,New England Patriots,New England Patriots,1.0,17.0,2023.0
Jamycal Hasty,28.0,RB,15,0.0,205.0,68,Baylor,9/12/1996,4,1.0,New England Patriots,,,,
Jaylinn Hawkins,27.0,S,17,7.0,208.0,73,California,8/25/1997,4,2.0,New England Patriots,Atlanta Falcons,4.0,134.0,2020.0
Hunter Henry,30.0,TE,16,16.0,249.0,77,Arkansas,12/7/1994,8,6.0,New England Patriots,San Diego Chargers,2.0,35.0,2016.0
Trysten Hill,26.0,DT,2,0.0,310.0,75,Central Florida,3/25/1998,5,0.0,New England Patriots,Dallas Cowboys,2.0,58.0,2019.0
