Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Jamal Adams,29.0,DB,2,2.0,213.0,73,LSU,10/17/1995,7,1.0,Detroit Lions,New York Jets,1.0,6.0,2017.0
Myles Adams,26.0,DL,4,0.0,290.0,74,Rice,3/9/1998,3,0.0,Detroit Lions,,,,
Mitchell Agude,25.0,LB,4,0.0,245.0,76,"Riverside CC,UCLA,Miami (FL)",3/10/1999,1,0.0,Detroit Lions,,,,
Kwon Alexander,30.0,LB,2,2.0,227.0,73,LSU,8/3/1994,9,1.0,Detroit Lions,Tampa Bay Buccaneers,4.0,124.0,2015.0
Maurice Alexander,27.0,WR,3,0.0,174.0,71,Florida International,1/10/1997,2,0.0,Detroit Lions,,,,
Alex Anzalone,30.0,LLB,10,10.0,238.0,75,Florida,9/22/1994,7,5.0,Detroit Lions,New Orleans Saints,3.0,76.0,2017.0
Terrion Arnold,21.0,RCB,16,15.0,199.0,72,Alabama,3/22/2003,0,5.0,Detroit Lions,Detroit Lions,1.0,24.0,2024.0
Kayode Awosika,26.0,G,11,2.0,315.0,75,Buffalo,10/27/1998,3,2.0,Detroit Lions,,,,
Derrick Barnes,25.0,LB,3,3.0,240.0,72,Purdue,5/29/1999,3,1.0,Detroit Lions,Detroit Lions,4.0,113.0,2021.0
Jake Bates,25.0,K,17,0.0,202.0,70,"Texas St.,Arkansas",3/3/1999,1,4.0,Detroit Lions,,,,
Abraham Beauplan,24.0,LB,3,0.0,235.0,74,"Navarro,Marshall",2/3/2000,1,0.0,Detroit Lions,,,,
Brian Branch,23.0,SS,16,16.0,203.0,72,Alabama,10/22/2001,1,8.0,Detroit Lions,Detroit Lions,2.0,45.0,2023.0
Teddy Bridgewater,32.0,QB,0,0.0,212.0,74,Louisville,11/10/1992,10,0.0,Detroit Lions,Minnesota Vikings,1.0,32.0,2014.0
Jack Campbell,24.0,MLB,17,17.0,243.0,77,Iowa,8/22/2000,1,8.0,Detroit Lions,Detroit Lions,1.0,18.0,2023.0
Marcus Davenport,28.0,DL,2,1.0,265.0,78,Texas-San Antonio,9/4/1996,6,1.0,Detroit Lions,New Orleans Saints,1.0,14.0,2018.0
Carlton Davis,28.0,LCB,13,13.0,206.0,73,Auburn,12/31/1996,6,5.0,Detroit Lions,Tampa Bay Buccaneers,2.0,63.0,2018.0
Taylor Decker,31.0,LT,14,14.0,318.0,79,Ohio St.,8/23/1993,8,10.0,Detroit Lions,Detroit Lions,1.0,16.0,2016.0
Khalil Dorsey,26.0,CB,14,1.0,185.0,68,Northern Arizona,3/31/1998,4,1.0,Detroit Lions,,,,
Jack Fox,28.0,P,17,0.0,218.0,74,Rice,9/1/1996,4,3.0,Detroit Lions,,,,
Jahmyr Gibbs,22.0,RB,17,4.0,200.0,69,"Georgia Tech,Alabama",3/20/2002,1,17.0,Detroit Lions,Detroit Lions,1.0,12.0,2023.0
Graham Glasgow,32.0,LG,16,16.0,315.0,78,Michigan,7/19/1992,8,8.0,Detroit Lions,Detroit Lions,3.0,95.0,2016.0
Jared Goff,30.0,QB,17,17.0,217.0,76,California,10/14/1994,8,18.0,Detroit Lions,Los Angeles Rams,1.0,1.0,2016.0
