Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Tanner Muse,28.0,LB,3,0.0,227.0,74,Clemson,9/6/1996,3,0.0,Jacksonville Jaguars,Las Vegas Raiders,3.0,100.0,2020.0
Foyesade Oluokun,29.0,MLB,13,13.0,230.0,74,Yale,8/2/1995,6,5.0,Jacksonville Jaguars,Atlanta Falcons,6.0,200.0,2018.0
Esezi Otomewo,26.0,DT,4,2.0,282.0,77,Minnesota,12/30/1998,2,1.0,Jacksonville Jaguars,Minnesota Vikings,5.0,165.0,2022.0
Anthony Pittman,28.0,LB,1,0.0,224.0,75,Wayne State (MI),11/24/1996,5,0.0,Jacksonville Jaguars,,,,
Deantre Prince,24.0,CB,10,0.0,183.0,72,"Northeast Mississippi CC,Mississippi",10/12/2000,0,1.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,153.0,2024.0
Josh Reynolds,29.0,WR,4,1.0,192.0,75,Texas A&M,2/16/1995,7,0.0,Jacksonville Jaguars,Los Angeles Rams,4.0,117.0,2017.0
Roy Robertson-Harris,31.0,DT,6,2.0,290.0,77,Texas-El Paso,7/23/1993,7,1.0,Jacksonville Jaguars,,,,
Cam Robinson,29.0,OL,7,7.0,335.0,78,Alabama,10/9/1995,7,3.0,Jacksonville Jaguars,Jacksonville Jaguars,2.0,34.0,2017.0
Keilan Robinson,24.0,RB,6,0.0,191.0,68,"Alabama,Texas",2/16/2000,0,0.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,167.0,2024.0
Darnell Savage Jr.,27.0,FS,13,13.0,198.0,71,Maryland,7/30/1997,5,4.0,Jacksonville Jaguars,Green Bay Packers,1.0,21.0,2019.0
Brandon Scherff,33.0,RG,17,17.0,315.0,77,Iowa,12/26/1991,9,6.0,Jacksonville Jaguars,Washington Redskins,1.0,5.0,2015.0
Maason Smith,22.0,DT,11,5.0,306.0,77,LSU,10/13/2002,0,2.0,Jacksonville Jaguars,Jacksonville Jaguars,2.0,48.0,2024.0
Brenton Strange,24.0,TE,17,10.0,253.0,76,Penn St.,12/27/2000,1,3.0,Jacksonville Jaguars,Jacksonville Jaguars,2.0,61.0,2023.0
Brian Thomas,22.0,WR,17,16.0,209.0,75,LSU,10/8/2002,0,11.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,23.0,2024.0
Daniel Thomas,26.0,S,15,0.0,215.0,70,Auburn,7/1/1998,4,1.0,Jacksonville Jaguars,Jacksonville Jaguars,5.0,157.0,2020.0
Austin Trammell,26.0,WR,1,0.0,185.0,70,Rice,7/4/1998,3,0.0,Jacksonville Jaguars,,,,
Cole Van Lanen,26.0,OL,9,3.0,312.0,77,Wisconsin,4/23/1998,3,1.0,Jacksonville Jaguars,Green Bay Packers,6.0,214.0,2021.0
Travon Walker,24.0,RDE,17,17.0,272.0,77,Georgia,12/18/2000,2,8.0,Jacksonville Jaguars,Jacksonville Jaguars,1.0,1.0,2022.0
Parker Washington,22.0,WR,17,7.0,204.0,70,Penn St.,3/21/2002,1,4.0,Jacksonville Jaguars,Jacksonville Jaguars,6.0,185.0,2023.0
Andrew Wingard,28.0,S,8,2.0,200.0,72,Wyoming,12/5/1996,5,1.0,Jacksonville Jaguars,,,,
