Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Nelson Agholor,31.0,WR,14,7.0,200.0,72,USC,5/24/1993,9,2.0,Baltimore Ravens,Philadelphia Eagles,1.0,20.0,2015.0
Rasheen Ali,23.0,RB,6,0.0,212.0,71,Marshall,2/16/2001,0,0.0,Baltimore Ravens,Baltimore Ravens,5.0,165.0,2024.0
Mark Andrews,29.0,TE,17,13.0,250.0,77,Oklahoma,9/6/1995,6,7.0,Baltimore Ravens,Baltimore Ravens,3.0,86.0,2018.0
Jalyn Armour-Davis,25.0,CB,7,2.0,197.0,73,Alabama,9/3/1999,2,1.0,Baltimore Ravens,Baltimore Ravens,4.0,119.0,2022.0
Malaesala Aumavae-Laulu,25.0,G,2,0.0,344.0,77,"Navarro,Oregon",5/25/1999,1,0.0,Baltimore Ravens,Baltimore Ravens,6.0,199.0,2023.0
Rashod Bateman,25.0,WR,17,14.0,195.0,73,Minnesota,11/29/1999,3,8.0,Baltimore Ravens,Baltimore Ravens,1.0,27.0,2021.0
Chris Board,29.0,LB,17,1.0,240.0,74,North Dakota St.,7/23/1995,6,2.0,Baltimore Ravens,,,,
Beau Brade,22.0,S,11,0.0,209.0,72,Maryland,1/29/2002,0,0.0,Baltimore Ravens,,,,
Ben Cleveland,26.0,G,17,0.0,360.0,78,Georgia,8/25/1998,3,1.0,Baltimore Ravens,Baltimore Ravens,3.0,94.0,2021.0
Chris Collier,24.0,RB,5,0.0,210.0,71,"Nassau CC,Wagner,Lock Haven",3/24/2000,0,0.0,Baltimore Ravens,,,,
Bump Cooper,23.0,CB,1,0.0,192.0,71,"San Mateo,Oregon St.",8/31/2001,0,0.0,Baltimore Ravens,,,,
Daniel Faalele,25.0,RG,17,17.0,380.0,78,Minnesota,11/9/1999,2,9.0,Baltimore Ravens,Baltimore Ravens,4.0,110.0,2022.0
Zay Flowers,24.0,WR,17,15.0,175.0,69,Boston Col.,9/11/2000,1,11.0,Baltimore Ravens,Baltimore Ravens,1.0,22.0,2023.0
Kyle Hamilton,23.0,SS,17,17.0,220.0,76,Notre Dame,3/16/2001,2,8.0,Baltimore Ravens,Baltimore Ravens,1.0,14.0,2022.0
Malik Harrison,26.0,LB,15,7.0,255.0,75,Ohio St.,3/5/1998,4,3.0,Baltimore Ravens,Baltimore Ravens,3.0,98.0,2020.0
Deonte Harty,27.0,WR,5,0.0,170.0,66,Assumption,12/4/1997,5,0.0,Baltimore Ravens,,,,
Derrick Henry,30.0,RB,17,17.0,247.0,74,Alabama,1/4/1994,8,16.0,Baltimore Ravens,Tennessee Titans,2.0,45.0,2016.0
Justice Hill,27.0,RB,15,0.0,195.0,70,Oklahoma St.,11/14/1997,5,5.0,Baltimore Ravens,Baltimore Ravens,4.0,113.0,2019.0
Ka'dar Hollman,30.0,CB,3,0.0,196.0,72,Toledo,9/18/1994,5,0.0,Baltimore Ravens,Green Bay Packers,6.0,185.0,2019.0
Marlon Humphrey,28.0,LCB,16,16.0,203.0,72,Alabama,7/8/1996,7,12.0,Baltimore Ravens,Baltimore Ravens,1.0,16.0,2017.0
Adisa Isaac,23.0,OLB,4,0.0,253.0,76,Penn St.,10/4/2001,0,0.0,Baltimore Ravens,Baltimore Ravens,3.0,93.0,2024.0
Eddie Jackson,31.0,FS,9,4.0,202.0,72,Alabama,12/10/1993,7,1.0,Baltimore Ravens,Chicago Bears,4.0,112.0,2017.0
Lamar Jackson,27.0,QB,17,17.0,205.0,74,Louisville,1/7/1997,6,21.0,Baltimore Ravens,Baltimore Ravens,1.0,32.0,2018.0
Diontae Johnson,28.0,WR,4,1.0,183.0,70,Toledo,7/5/1996,5,0.0,Baltimore Ravens,Pittsburgh Steelers,3.0,66.0,2019.0
Josh Johnson,38.0,QB,6,0.0,214.0,75,San Diego,5/15/1986,15,0.0,Baltimore Ravens,Tampa Bay Buccaneers,5.0,160.0,2008.0
Josh Jones,27.0,OL,16,0.0,339.0,77,Houston,6/22/1997,4,1.0,Baltimore Ravens,Arizona Cardinals,3.0,72.0,2020.0
Travis Jones,25.0,NT,17,15.0,338.0,76,Connecticut,10/15/1999,2,6.0,Baltimore Ravens,Baltimore Ravens,3.0,76.0,2022.0
Sanoussi Kane,23.0,S,15,0.0,210.0,71,Purdue,10/6/2001,0,1.0,Baltimore Ravens,Baltimore Ravens,7.0,250.0,2024.0
John Kelly,28.0,RB,2,0.0,205.0,70,Tennessee,10/4/1996,6,0.0,Baltimore Ravens,Los Angeles Rams,6.0,176.0,2018.0
Desmond King,30.0,CB,2,0.0,201.0,70,Iowa,12/14/1994,7,0.0,Baltimore Ravens,Los Angeles Chargers,5.0,151.0,2017.0
Charlie Kolar,25.0,TE,13,3.0,267.0,78,Iowa St.,2/10/1999,2,1.0,Baltimore Ravens,Baltimore Ravens,4.0,128.0,2022.0
William Kwenkeu,27.0,LB,2,0.0,235.0,73,Temple,1/8/1997,2,0.0,Baltimore Ravens,,,,
Isaiah Likely,24.0,TE,16,9.0,247.0,76,Coastal Carolina,4/18/2000,2,5.0,Baltimore Ravens,Baltimore Ravens,4.0,139.0,2022.0
Tyler Linderbaum,24.0,C,17,17.0,314.0,74,Iowa,4/7/2000,2,10.0,Baltimore Ravens,Baltimore Ravens,1.0,25.0,2022.0
Nnamdi Madubuike,27.0,DT,17,17.0,305.0,75,Texas A&M,11/17/1997,4,10.0,Baltimore Ravens,Baltimore Ravens,3.0,71.0,2020.0
Arthur Maulet,31.0,CB,3,0.0,190.0,69,Memphis,7/13/1993,7,0.0,Baltimore Ravens,,,,
Patrick Mekari,27.0,LG,17,17.0,305.0,76,California,8/13/1997,5,8.0,Baltimore Ravens,,,,
Anthony Miller,30.0,WR,2,0.0,190.0,71,Memphis,10/9/1994,6,0.0,Baltimore Ravens,Chicago Bears,2.0,51.0,2018.0
Keaton Mitchell,22.0,RB,5,0.0,191.0,68,East Carolina,1/17/2002,1,0.0,Baltimore Ravens,,,,
Nick Moore,32.0,LS,17,0.0,260.0,74,Georgia,12/9/1992,4,1.0,Baltimore Ravens,,,,
Yannick Ngakoue,29.0,OLB,5,0.0,246.0,74,Maryland,3/31/1995,8,0.0,Baltimore Ravens,Jacksonville Jaguars,3.0,69.0,2016.0
David Ojabo,24.0,OLB,13,0.0,252.0,76,Michigan,5/17/2000,2,1.0,Baltimore Ravens,Baltimore Ravens,2.0,45.0,2022.0
Odafe Oweh,26.0,LOLB,17,10.0,255.0,77,Penn St.,12/15/1998,3,5.0,Baltimore Ravens,Baltimore Ravens,1.0,31.0,2021.0
Michael Pierce,32.0,NT,11,1.0,355.0,72,Samford,11/6/1992,8,1.0,Baltimore Ravens,,,,
Patrick Ricard,30.0,FB,17,6.0,300.0,75,Maine,5/27/1994,7,0.0,Baltimore Ravens,,,,
Tavius Robinson,25.0,OLB,17,7.0,262.0,78,"Guelph,Mississippi",1/3/1999,1,4.0,Baltimore Ravens,Baltimore Ravens,4.0,124.0,2023.0
Roger Rosengarten,22.0,RT,17,14.0,316.0,77,Washington,6/3/2002,0,8.0,Baltimore Ravens,Baltimore Ravens,2.0,62.0,2024.0
Josh Ross,25.0,LB,7,0.0,229.0,72,Michigan,10/31/1999,2,0.0,Baltimore Ravens,,,,
Trenton Simpson,23.0,RLB,17,13.0,235.0,74,Clemson,6/14/2001,1,6.0,Baltimore Ravens,Baltimore Ravens,3.0,86.0,2023.0
Steven Sims,27.0,WR,2,0.0,176.0,70,Kansas,3/31/1997,5,0.0,Baltimore Ravens,,,,
Roquan Smith,27.0,LILB,16,16.0,230.0,73,Georgia,4/8/1997,6,14.0,Baltimore Ravens,Chicago Bears,1.0,8.0,2018.0
Ronnie Stanley,30.0,LT,17,17.0,310.0,78,Notre Dame,3/18/1994,8,12.0,Baltimore Ravens,Baltimore Ravens,1.0,6.0,2016.0
Brandon Stephens,27.0,RCB,17,17.0,215.0,73,"UCLA,SMU",12/29/1997,3,4.0,Baltimore Ravens,Baltimore Ravens,3.0,104.0,2021.0
Jordan Stout,26.0,P,17,0.0,209.0,75,"Virginia Tech,Penn St.",8/4/1998,2,2.0,Baltimore Ravens,Baltimore Ravens,4.0,130.0,2022.0
T.J. Tampa,22.0,CB,7,0.0,199.0,73,Iowa St.,3/13/2002,0,0.0,Baltimore Ravens,Baltimore Ravens,4.0,130.0,2024.0
Justin Tucker,35.0,K,17,0.0,191.0,73,Texas,11/21/1989,12,2.0,Baltimore Ravens,,,,
Josh Tupou,30.0,NT,3,0.0,350.0,75,Colorado,5/2/1994,7,0.0,Baltimore Ravens,,,,
Brent Urban,33.0,DL,13,0.0,309.0,79,Virginia,5/5/1991,9,1.0,Baltimore Ravens,Baltimore Ravens,4.0,134.0,2014.0
Kyle Van Noy,33.0,ROLB,16,13.0,255.0,75,BYU,3/26/1991,10,9.0,Baltimore Ravens,Detroit Lions,2.0,40.0,2014.0
Andrew Vorhees,25.0,OL,15,3.0,320.0,78,USC,1/21/1999,1,2.0,Baltimore Ravens,Baltimore Ravens,7.0,229.0,2023.0
Devontez Walker,23.0,WR,9,0.0,198.0,73,"North Carolina Central,Kent St.,North Carolina",6/19/2001,0,0.0,Baltimore Ravens,Baltimore Ravens,4.0,113.0,2024.0
Tylan Wallace,25.0,WR,17,0.0,202.0,71,Oklahoma St.,5/13/1999,3,2.0,Baltimore Ravens,Baltimore Ravens,4.0,131.0,2021.0
Ar'Darius Washington,25.0,S,17,10.0,180.0,68,TCU,11/2/1999,3,3.0,Baltimore Ravens,,,,
Broderick Washington Jr.,28.0,DT,15,5.0,315.0,74,Texas Tech,12/4/1996,4,3.0,Baltimore Ravens,Baltimore Ravens,5.0,170.0,2020.0
Kristian Welch,26.0,LB,9,1.0,240.0,75,Iowa,5/24/1998,4,1.0,Baltimore Ravens,,,,
Tre'Davious White,29.0,CB,7,0.0,196.0,69,LSU,1/16/1995,7,0.0,Baltimore Ravens,Buffalo Bills,1.0,27.0,2017.0
Nate Wiggins,21.0,CB,15,6.0,182.0,73,Clemson,8/28/2003,0,2.0,Baltimore Ravens,Baltimore Ravens,1.0,30.0,2024.0
