Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Nick Allegretti,28.0,LG,17,17.0,320.0,76,Illinois,4/21/1996,5,9.0,Washington Commanders,Kansas City Chiefs,7.0,216.0,2019.0
Jonathan Allen,29.0,DT,8,7.0,300.0,75,Alabama,1/16/1995,7,3.0,Washington Commanders,Washington Redskins,1.0,17.0,2017.0
Dorance Armstrong Jr.,27.0,RDE,16,15.0,255.0,76,Kansas,6/10/1997,6,6.0,Washington Commanders,Dallas Cowboys,4.0,116.0,2018.0
John Bates,27.0,TE,17,6.0,259.0,78,Boise St.,11/6/1997,3,1.0,Washington Commanders,Washington Football Team,4.0,124.0,2021.0
Nick Bellore,35.0,LB,16,0.0,250.0,73,Central Michigan,5/12/1989,13,1.0,Washington Commanders,,,,
Tyler Biadasz,27.0,C,15,15.0,318.0,76,Wisconsin,11/20/1997,4,8.0,Washington Commanders,Dallas Cowboys,4.0,146.0,2020.0
Dyami Brown,25.0,WR,16,3.0,195.0,72,North Carolina,11/1/1999,3,3.0,Washington Commanders,Washington Football Team,3.0,82.0,2021.0
Noah Brown,28.0,WR,11,9.0,225.0,74,Ohio St.,1/6/1996,7,5.0,Washington Commanders,Dallas Cowboys,7.0,239.0,2017.0
Percy Butler,24.0,S,17,5.0,191.0,72,Louisiana,5/29/2000,2,2.0,Washington Commanders,Washington Commanders,4.0,113.0,2022.0
Jeremy Chinn,26.0,FS,17,17.0,220.0,75,Southern Illinois,2/26/1998,4,6.0,Washington Commanders,Carolina Panthers,2.0,64.0,2020.0
Brandon Coleman,24.0,LT,16,12.0,320.0,78,"Trinity Valley CC (TX),TCU",10/12/2000,0,8.0,Washington Commanders,Washington Commanders,3.0,67.0,2024.0
Samuel Cosmi,25.0,RG,17,17.0,309.0,78,Texas,2/16/1999,3,9.0,Washington Commanders,Washington Football Team,2.0,51.0,2021.0
Jamison Crowder,31.0,WR,6,1.0,177.0,69,Duke,6/17/1993,9,1.0,Washington Commanders,Washington Redskins,4.0,105.0,2015.0
Jayden Daniels,24.0,QB,17,17.0,210.0,76,"Arizona St.,LSU",12/18/2000,0,20.0,Washington Commanders,Washington Commanders,1.0,2.0,2024.0
Carl Davis,32.0,DE,3,0.0,335.0,77,Iowa,3/2/1992,9,0.0,Washington Commanders,Baltimore Ravens,3.0,90.0,2015.0
Jamin Davis,26.0,DE,5,0.0,234.0,75,Kentucky,12/12/1998,3,0.0,Washington Commanders,Washington Football Team,1.0,19.0,2021.0
Michael Davis,29.0,CB,15,2.0,196.0,74,BYU,1/6/1995,7,1.0,Washington Commanders,,,,
Sheldon Day,30.0,DT,12,0.0,294.0,73,Notre Dame,7/1/1994,8,1.0,Washington Commanders,Jacksonville Jaguars,4.0,103.0,2016.0
