Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Daniel Jones,NYG,0,0,0,0,0,7.0,2022,102
Saquon Barkley,NYG,4,4,25,0,9,7.0,2022,102
Matt Breida,NYG,1,1,14,0,14,7.0,2022,102
Darius Slayton,NYG,6,3,58,1,32,7.0,2022,102
Wan'Dale Robinson,NYG,8,6,50,0,17,7.0,2022,102
Chris Myarick,NYG,2,2,21,0,11,7.0,2022,102
David Sills,NYG,1,1,19,0,19,7.0,2022,102
Daniel Bellinger,NYG,1,1,13,0,13,7.0,2022,102
Richie James,NYG,2,1,2,0,2,7.0,2022,102
Tanner Hudson,NYG,1,0,0,0,0,7.0,2022,102
Marcus Johnson,NYG,3,0,0,0,0,7.0,2022,102
Trevor Lawrence,JAX,0,0,0,0,0,7.0,2022,102
Christian Kirk,JAX,10,7,96,0,34,7.0,2022,102
Travis Etienne,JAX,5,1,5,0,5,7.0,2022,102
Zay Jones,JAX,10,4,54,0,20,7.0,2022,102
Jamycal Hasty,JAX,0,0,0,0,0,7.0,2022,102
Evan Engram,JAX,7,4,67,0,28,7.0,2022,102
Marvin Jones,JAX,8,4,57,0,28,7.0,2022,102
Dan Arnold,JAX,1,1,24,0,24,7.0,2022,102
Tim Jones,JAX,1,1,7,0,7,7.0,2022,102
James Robinson,JAX,1,0,0,0,0,7.0,2022,102
