Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Eddie Jackson,CHI,0,5,4,80.0%,57.0,14.3,11.4,1.0,153.7,14.0,52.0,5.0,0,0,0,0.0,0,4,1,20.0%,7.0,2022,108
Roquan Smith,CHI,1,5,3,60.0%,20.0,6.7,4.0,0.0,29.2,4.0,6.0,14.0,4,0,0,1.0,1,12,0,0.0%,7.0,2022,108
Jaquan Brisker,CHI,1,6,3,50.0%,54.0,18.0,9.0,0.0,41.7,15.7,49.0,5.0,0,0,0,0.0,0,7,0,0.0%,7.0,2022,108
Jaylon Johnson,CHI,0,4,3,75.0%,55.0,18.3,13.8,0.0,116.7,9.5,38.0,17.0,0,0,0,0.0,0,2,1,33.3%,7.0,2022,108
Kyler Gordon,CHI,1,4,2,50.0%,14.0,7.0,3.5,0.0,18.7,4.3,8.0,6.0,2,0,0,0.0,0,0,1,100.0%,7.0,2022,108
Nicholas Morrow,CHI,0,2,2,100.0%,29.0,14.5,14.5,0.0,118.7,1.5,3.0,26.0,2,0,0,0.0,0,5,0,0.0%,7.0,2022,108
Kindle Vildor,CHI,0,3,1,33.3%,12.0,12.0,4.0,0.0,46.5,14.0,12.0,0.0,0,0,0,0.0,0,1,0,0.0%,7.0,2022,108
Al-Quadin Muhammad,CHI,0,0,0,,,,,,,,,,0,1,1,0.0,2,0,0,,7.0,2022,108
Robert Quinn,CHI,0,0,0,,,,,,,,,,0,1,1,0.0,2,1,0,0.0%,7.0,2022,108
Justin Jones,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,7.0,2022,108
Ja'Whaun Bentley,NWE,0,3,3,100.0%,33.0,11.0,11.0,0.0,112.5,7.3,22.0,11.0,4,0,0,0.0,0,10,1,9.1%,7.0,2022,108
Devin McCourty,NWE,0,4,3,75.0%,65.0,21.7,16.3,1.0,156.2,12.8,38.0,27.0,0,0,0,0.0,0,7,0,0.0%,7.0,2022,108
Jalen Mills,NWE,0,2,2,100.0%,9.0,4.5,4.5,0.0,85.4,1.5,3.0,6.0,0,0,0,0.0,0,5,0,0.0%,7.0,2022,108
Anfernee Jennings,NWE,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,-1.0,-1.0,6.0,3,2,0,1.0,3,6,2,25.0%,7.0,2022,108
Adrian Phillips,NWE,0,1,1,100.0%,19.0,19.0,19.0,0.0,118.7,17.0,17.0,2.0,2,0,0,0.0,0,5,0,0.0%,7.0,2022,108
Jabrill Peppers,NWE,0,1,1,100.0%,16.0,16.0,16.0,0.0,118.7,15.0,15.0,1.0,1,0,0,0.0,0,6,0,0.0%,7.0,2022,108
Jonathan Jones,NWE,0,4,1,25.0%,20.0,20.0,5.0,0.0,47.9,16.5,7.0,13.0,0,0,0,0.0,0,3,2,40.0%,7.0,2022,108
Myles Bryant,NWE,1,3,1,33.3%,17.0,17.0,5.7,0.0,13.9,9.7,17.0,0.0,0,0,0,0.0,0,4,1,20.0%,7.0,2022,108
Jamie Collins,NWE,0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,7.0,7.0,4.0,1,0,0,0.0,0,0,0,,7.0,2022,108
Matt Judon,NWE,0,0,0,,,,,,,,,,8,1,1,2.5,5,4,1,20.0%,7.0,2022,108
Deatrich Wise Jr.,NWE,0,0,0,,,,,,,,,,0,2,0,0.0,2,3,0,0.0%,7.0,2022,108
Mack Wilson,NWE,0,0,0,,,,,,,,,,2,1,0,0.5,2,1,1,50.0%,7.0,2022,108
Lawrence Guy,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,8,0,0.0%,7.0,2022,108
Jahlani Tavai,NWE,0,0,0,,,,,,,,,,4,0,1,0.0,1,5,0,0.0%,7.0,2022,108
Daniel Ekuale,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,,7.0,2022,108
Marcus Jones,NWE,0,2,0,0.0%,,,0.0,,39.6,5.5,,,0,0,0,0.0,0,0,1,100.0%,7.0,2022,108
Kyle Dugger,NWE,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,7.0,2022,108
Carl Davis,NWE,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%,7.0,2022,108
