Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Justin Fields,CHI,14,82,1,20,7.0,2022,108
Khalil Herbert,CHI,12,62,0,13,7.0,2022,108
David Montgomery,CHI,15,62,1,12,7.0,2022,108
Dante Pettis,CHI,1,29,0,29,7.0,2022,108
Trestan Ebner,CHI,3,8,0,5,7.0,2022,108
Darnell Mooney,CHI,0,0,0,0,7.0,2022,108
Equanimeous St. Brown,CHI,0,0,0,0,7.0,2022,108
Cole Kmet,CHI,0,0,0,0,7.0,2022,108
N'Keal Harry,CHI,0,0,0,0,7.0,2022,108
Ryan Griffin,CHI,0,0,0,0,7.0,2022,108
Bailey Zappe,NWE,2,-1,0,0,7.0,2022,108
Mac Jones,NWE,3,24,0,10,7.0,2022,108
Rhamondre Stevenson,NWE,11,39,1,7,7.0,2022,108
Damien Harris,NWE,3,8,0,4,7.0,2022,108
DeVante Parker,NWE,0,0,0,0,7.0,2022,108
Jakobi Meyers,NWE,0,0,0,0,7.0,2022,108
Tyquan Thornton,NWE,0,0,0,0,7.0,2022,108
Hunter Henry,NWE,0,0,0,0,7.0,2022,108
Jonnu Smith,NWE,0,0,0,0,7.0,2022,108
Nelson Agholor,NWE,0,0,0,0,7.0,2022,108
