Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Rex Burkhead,HOU,6,5,11,0,0.0,-6,-1.2,17,3.4,0.2,0,,0,0.0,0,79.2,7.0,2022,103
Dare Ogunbowale,HOU,7,5,54,0,2.0,0,0.0,54,10.8,2.1,0,,0,0.0,0,93.7,7.0,2022,103
Brandin Cooks,HOU,5,4,46,0,2.0,32,8.0,14,3.5,8.8,0,,1,20.0,0,105.0,7.0,2022,103
Dameon Pierce,HOU,4,4,25,0,1.0,-10,-2.5,35,8.8,-2.5,0,,0,0.0,0,92.7,7.0,2022,103
Jordan Akins,HOU,4,3,68,0,3.0,24,8.0,44,14.7,7.8,0,,0,0.0,0,116.7,7.0,2022,103
Nico Collins,HOU,3,3,33,0,1.0,22,7.3,11,3.7,7.3,0,,0,0.0,0,112.5,7.0,2022,103
Phillip Dorsett,HOU,3,2,45,1,2.0,45,22.5,0,0.0,16.0,0,,0,0.0,0,149.3,7.0,2022,103
Chris Moore,HOU,4,2,20,1,1.0,12,6.0,8,4.0,8.3,0,,0,0.0,0,104.2,7.0,2022,103
Brevin Jordan,HOU,4,0,0,0,,0,,0,,12.8,0,,1,25.0,1,0.0,7.0,2022,103
Davante Adams,LVR,9,8,95,0,5.0,63,7.9,32,4.0,10.2,0,,0,0.0,0,110.6,7.0,2022,103
Josh Jacobs,LVR,4,3,12,0,1.0,-8,-2.7,20,6.7,-3.0,1,3.0,0,0.0,0,77.1,7.0,2022,103
Foster Moreau,LVR,5,3,28,0,2.0,12,4.0,16,5.3,5.8,1,3.0,0,0.0,0,75.4,7.0,2022,103
Hunter Renfrow,LVR,3,3,55,0,3.0,42,14.0,13,4.3,14.0,0,,0,0.0,0,118.7,7.0,2022,103
Ameer Abdullah,LVR,2,2,7,0,,-7,-3.5,14,7.0,-3.5,1,2.0,0,0.0,0,81.2,7.0,2022,103
Mack Hollins,LVR,3,2,44,1,2.0,34,17.0,10,5.0,13.3,0,,0,0.0,0,149.3,7.0,2022,103
