Player,Pos,home_team,team,week,year,game_id
Brett Rypien,QB,1,Broncos,7.0,2022,104
Melvin Gordon,RB,1,Broncos,7.0,2022,104
Andrew Beck,FB,1,Broncos,7.0,2022,104
Jerry Jeudy,WR,1,Broncos,7.0,2022,104
Courtland Sutton,WR,1,Broncos,7.0,2022,104
Eric Tomlinson,TE,1,Broncos,7.0,2022,104
Billy Turner,OL,1,Broncos,7.0,2022,104
Quinn Meinerz,OL,1,Broncos,7.0,2022,104
Cameron Fleming,T,1,Broncos,7.0,2022,104
Dalton Risner,G,1,Broncos,7.0,2022,104
Lloyd Cushenberry III,C,1,Broncos,7.0,2022,104
Dre'Mont Jones,DE,1,Broncos,7.0,2022,104
DeShawn Williams,DT,1,Broncos,7.0,2022,104
D.J. Jones,DT,1,Broncos,7.0,2022,104
Bradley Chubb,OLB,1,Broncos,7.0,2022,104
Baron Browning,LB,1,Broncos,7.0,2022,104
Alex Singleton,LB,1,Broncos,7.0,2022,104
Jonas Griffith,LB,1,Broncos,7.0,2022,104
Patrick Surtain II,CB,1,Broncos,7.0,2022,104
Damarri Mathis,CB,1,Broncos,7.0,2022,104
Justin Simmons,S,1,Broncos,7.0,2022,104
Kareem Jackson,S,1,Broncos,7.0,2022,104
