Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Wan'Dale Robinson,NYG,8,6,50,0,2.0,14,2.3,36,6.0,3.0,1,6.0,0,0.0,0,90.6,7.0,2022,102
Saquon Barkley,NYG,4,4,25,0,1.0,0,0.0,25,6.3,0.0,1,4.0,0,0.0,0,92.7,7.0,2022,102
Darius Slayton,NYG,6,3,58,1,3.0,52,17.3,6,2.0,15.7,0,,1,16.7,0,123.6,7.0,2022,102
Chris Myarick,NYG,2,2,21,0,2.0,12,6.0,9,4.5,6.0,0,,0,0.0,0,110.4,7.0,2022,102
Matt Breida,NYG,1,1,14,0,1.0,2,2.0,12,12.0,2.0,1,1.0,0,0.0,0,118.7,7.0,2022,102
Richie James,NYG,2,1,2,0,,-1,-1.0,3,3.0,6.5,0,,0,0.0,0,56.2,7.0,2022,102
Daniel Bellinger,NYG,1,1,13,0,1.0,10,10.0,3,3.0,10.0,0,,0,0.0,0,118.7,7.0,2022,102
David Sills,NYG,1,1,19,0,1.0,14,14.0,5,5.0,14.0,0,,0,0.0,0,118.7,7.0,2022,102
Tanner Hudson,NYG,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6,7.0,2022,102
Marcus Johnson,NYG,3,0,0,0,,0,,0,,7.3,0,,1,33.3,0,39.6,7.0,2022,102
Christian Kirk,JAX,10,7,96,0,5.0,74,10.6,22,3.1,13.0,0,,0,0.0,0,100.4,7.0,2022,102
Evan Engram,JAX,7,4,67,0,3.0,35,8.8,32,8.0,9.0,1,4.0,0,0.0,0,89.6,7.0,2022,102
Marvin Jones,JAX,8,4,57,0,2.0,50,12.5,7,1.8,15.3,0,,0,0.0,0,73.4,7.0,2022,102
Zay Jones,JAX,10,4,54,0,4.0,43,10.8,11,2.8,10.2,0,,0,0.0,0,57.9,7.0,2022,102
Travis Etienne,JAX,5,1,5,0,0.0,-5,-5.0,10,10.0,-1.4,0,,1,20.0,0,39.6,7.0,2022,102
Tim Jones,JAX,1,1,7,0,,0,0.0,7,7.0,0.0,0,,0,0.0,0,95.8,7.0,2022,102
Dan Arnold,JAX,1,1,24,0,1.0,0,0.0,24,24.0,0.0,0,,0,0.0,0,118.7,7.0,2022,102
James Robinson,JAX,1,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6,7.0,2022,102
