Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Zyon McCollum,TAM,0,6,5,83.3%,58.0,11.6,9.7,1.0,146.5,12.0,37.0,21.0,0,0,0,0.0,0,4,0,0.0%,7.0,2022,97
Keanu Neal,TAM,0,3,2,66.7%,27.0,13.5,9.0,0.0,95.1,2.0,0.0,27.0,2,0,1,0.0,1,4,2,33.3%,7.0,2022,97
Devin White,TAM,0,2,2,100.0%,10.0,5.0,5.0,0.0,87.5,-2.5,-5.0,15.0,2,0,1,0.0,1,5,3,37.5%,7.0,2022,97
Mike Edwards,TAM,0,2,2,100.0%,40.0,20.0,20.0,1.0,158.3,20.0,40.0,0.0,3,0,0,0.0,0,6,1,14.3%,7.0,2022,97
Shaquil Barrett,TAM,0,1,1,100.0%,21.0,21.0,21.0,0.0,118.7,19.0,19.0,2.0,2,1,0,0.0,1,2,0,0.0%,7.0,2022,97
Lavonte David,TAM,0,1,1,100.0%,4.0,4.0,4.0,0.0,83.3,-2.0,-2.0,6.0,0,0,0,0.0,0,8,0,0.0%,7.0,2022,97
Jamel Dean,TAM,0,3,1,33.3%,10.0,10.0,3.3,0.0,43.7,13.0,10.0,0.0,1,0,0,0.0,0,2,0,0.0%,7.0,2022,97
Antoine Winfield Jr.,TAM,0,1,1,100.0%,4.0,4.0,4.0,0.0,83.3,4.0,4.0,0.0,0,0,0,0.0,0,2,0,0.0%,7.0,2022,97
Carl Nassib,TAM,0,1,1,100.0%,3.0,3.0,3.0,0.0,79.2,-6.0,-6.0,9.0,1,0,0,0.0,0,1,0,0.0%,7.0,2022,97
Logan Hall,TAM,0,0,0,,,,,,,,,,0,2,0,0.0,2,1,0,0.0%,7.0,2022,97
Vita Vea,TAM,0,0,0,,,,,,,,,,0,0,0,1.0,1,5,0,0.0%,7.0,2022,97
Joe Tryon-Shoyinka,TAM,0,1,0,0.0%,,,0.0,,39.6,5.0,,,2,1,0,0.0,1,1,0,0.0%,7.0,2022,97
Dee Delaney,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,2,66.7%,7.0,2022,97
Anthony Nelson,TAM,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%,7.0,2022,97
Donte Jackson,CAR,0,12,11,91.7%,94.0,8.5,7.8,0.0,99.3,9.7,77.0,17.0,0,0,0,0.0,0,10,0,0.0%,7.0,2022,97
Shaq Thompson,CAR,0,6,5,83.3%,22.0,4.4,3.7,0.0,81.9,-2.8,-11.0,33.0,4,0,0,0.0,0,7,0,0.0%,7.0,2022,97
Myles Hartsfield,CAR,0,7,4,57.1%,28.0,7.0,4.0,0.0,66.4,5.3,18.0,10.0,2,2,0,0.0,2,7,0,0.0%,7.0,2022,97
Frankie Luvu,CAR,0,4,4,100.0%,60.0,15.0,15.0,0.0,118.7,6.8,27.0,33.0,2,0,0,0.0,0,4,0,0.0%,7.0,2022,97
C.J. Henderson,CAR,0,5,2,40.0%,26.0,13.0,5.2,0.0,57.1,12.8,24.0,2.0,1,1,0,0.0,1,4,0,0.0%,7.0,2022,97
Keith Taylor,CAR,0,2,2,100.0%,25.0,12.5,12.5,0.0,118.7,12.0,24.0,1.0,0,0,0,0.0,0,2,0,0.0%,7.0,2022,97
Brian Burns,CAR,0,1,1,100.0%,19.0,19.0,19.0,0.0,118.7,0.0,0.0,19.0,0,3,0,1.0,4,5,0,0.0%,7.0,2022,97
Marquis Haynes,CAR,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-3.0,-3.0,9.0,0,1,0,0.0,1,2,0,0.0%,7.0,2022,97
Raheem Blackshear,CAR,0,1,1,100.0%,1.0,1.0,1.0,0.0,79.2,-5.0,-5.0,6.0,0,0,0,0.0,0,0,0,,7.0,2022,97
Cory Littleton,CAR,0,2,1,50.0%,9.0,9.0,4.5,0.0,62.5,7.0,5.0,4.0,1,0,0,0.0,0,2,0,0.0%,7.0,2022,97
Derrick Brown,CAR,0,0,0,,,,,,,,,,0,1,1,0.0,2,4,0,0.0%,7.0,2022,97
Daviyon Nixon,CAR,0,0,0,,,,,,,,,,1,1,0,0.0,1,0,0,,7.0,2022,97
Yetur Gross-Matos,CAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%,7.0,2022,97
Tae Hayes,CAR,0,1,0,0.0%,,,0.0,,39.6,2.0,,,0,0,0,0.0,0,0,0,,7.0,2022,97
Juston Burris,CAR,0,5,0,0.0%,,,0.0,,39.6,18.0,,,0,0,0,0.0,0,3,0,0.0%,7.0,2022,97
Damien Wilson,CAR,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,7.0,2022,97
Xavier Woods,CAR,0,1,0,0.0%,,,0.0,,39.6,-54.0,,,0,0,0,0.0,0,4,0,0.0%,7.0,2022,97
