Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Tyler Lockett,SEA,8,7,45,0,3.0,36,5.1,9,1.3,5.4,0,,0,0.0,1,50.5,7.0,2022,106
Will Dissly,SEA,4,4,45,0,3.0,23,5.8,22,5.5,5.8,0,,0,0.0,0,113.5,7.0,2022,106
Marquise Goodwin,SEA,5,4,67,2,3.0,56,14.0,11,2.8,13.2,0,,0,0.0,0,158.3,7.0,2022,106
DeeJay Dallas,SEA,2,2,6,0,0.0,2,1.0,4,2.0,1.0,0,,0,0.0,0,79.2,7.0,2022,106
Colby Parkinson,SEA,1,1,28,0,1.0,2,2.0,26,26.0,2.0,0,,0,0.0,0,118.7,7.0,2022,106
D.K. Metcalf,SEA,2,1,12,0,,11,11.0,1,1.0,14.0,0,,1,50.0,0,68.7,7.0,2022,106
Noah Fant,SEA,3,1,7,0,,1,1.0,6,6.0,13.0,0,,0,0.0,0,42.4,7.0,2022,106
D'Wayne Eskridge,SEA,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6,7.0,2022,106
Austin Ekeler,LAC,12,12,96,1,7.0,5,0.4,91,7.6,0.4,0,,0,0.0,0,127.8,7.0,2022,106
Mike Williams,LAC,9,7,86,1,5.0,37,5.3,49,7.0,10.9,0,,0,0.0,0,143.5,7.0,2022,106
Gerald Everett,LAC,9,5,63,0,3.0,33,6.6,30,6.0,8.9,0,,1,11.1,0,77.5,7.0,2022,106
DeAndre Carter,LAC,7,3,37,0,1.0,28,9.3,9,3.0,10.1,0,,0,0.0,1,20.2,7.0,2022,106
Keenan Allen,LAC,2,2,11,0,1.0,5,2.5,6,3.0,2.5,0,,0,0.0,0,89.6,7.0,2022,106
Justin Herbert,LAC,1,1,-8,0,0.0,-8,-8.0,0,0.0,-8.0,0,,0,0.0,0,79.2,7.0,2022,106
Sony Michel,LAC,3,1,8,0,,0,0.0,8,8.0,1.7,0,,0,0.0,0,42.4,7.0,2022,106
Jason Moore,LAC,2,1,5,0,,5,5.0,0,0.0,12.0,0,,0,0.0,0,56.2,7.0,2022,106
Michael Bandy,LAC,6,1,-5,0,,-5,-5.0,0,0.0,5.0,0,,1,16.7,0,39.6,7.0,2022,106
