Unnamed: 0,TAM,CAR,week,year,game_id
First Downs,17,14,7.0,2022,97
Rush-Yds-TDs,16-46-0,27-173-1,7.0,2022,97
Cmp-Att-Yd-TD-INT,32-49-290-0-0,16-22-177-2-0,7.0,2022,97
Sacked-Yards,1-14,1-7,7.0,2022,97
Net Pass Yards,276,170,7.0,2022,97
Total Yards,322,343,7.0,2022,97
Fumbles-Lost,1-0,0-0,7.0,2022,97
Turnovers,0,0,7.0,2022,97
Penalties-Yards,4-30,3-15,7.0,2022,97
Third Down Conv.,2-12,4-12,7.0,2022,97
Fourth Down Conv.,1-3,0-0,7.0,2022,97
Time of Possession,30:36,29:24,7.0,2022,97
