Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Pat Freiermuth,PIT,9,8,75,0,4.0,58,7.3,17,2.1,8.1,0,,0,0.0,0,101.4,7.0,2022,107
George Pickens,PIT,6,6,61,1,4.0,55,9.2,6,1.0,9.2,0,,0,0.0,0,148.6,7.0,2022,107
Chase Claypool,PIT,8,5,41,0,2.0,21,4.2,20,4.0,10.6,1,5.0,0,0.0,1,35.9,7.0,2022,107
Diontae Johnson,PIT,10,5,42,0,3.0,19,3.8,23,4.6,8.7,1,5.0,0,0.0,2,21.7,7.0,2022,107
Najee Harris,PIT,4,3,15,0,1.0,0,0.0,15,5.0,0.8,1,3.0,1,25.0,0,80.2,7.0,2022,107
Zach Gentry,PIT,2,2,0,0,,-6,-3.0,6,3.0,-3.0,0,,0,0.0,0,79.2,7.0,2022,107
Jaylen Warren,PIT,2,2,17,0,0.0,-1,-0.5,18,9.0,-0.5,1,2.0,0,0.0,0,102.1,7.0,2022,107
Connor Heyward,PIT,1,1,6,0,,-2,-2.0,8,8.0,-2.0,0,,0,0.0,0,91.7,7.0,2022,107
Tyreek Hill,MIA,13,7,72,0,3.0,60,8.6,12,1.7,13.2,0,,0,0.0,0,70.0,7.0,2022,107
Raheem Mostert,MIA,5,4,30,1,2.0,9,2.3,21,5.3,2.8,2,2.0,0,0.0,0,131.2,7.0,2022,107
Jaylen Waddle,MIA,5,4,88,0,4.0,52,13.0,36,9.0,11.6,0,,0,0.0,0,118.7,7.0,2022,107
Mike Gesicki,MIA,7,3,27,0,1.0,15,5.0,12,4.0,9.1,1,3.0,1,14.3,0,53.9,7.0,2022,107
Trent Sherfield,MIA,3,3,44,0,2.0,34,11.3,10,3.3,11.3,0,,0,0.0,0,118.7,7.0,2022,107
Chase Edmonds,MIA,2,0,0,0,0.0,0,,0,,2.0,0,,1,50.0,0,39.6,7.0,2022,107
