Player,Pos,home_team,team,week,year,game_id
Ryan Tannehill,QB,1,Titans,7.0,2022,99
Derrick Henry,RB,1,Titans,7.0,2022,99
Dontrell Hilliard,RB,1,Titans,7.0,2022,99
Robert Woods,WR,1,Titans,7.0,2022,99
Nick Westbrook-Ikhine,WR,1,Titans,7.0,2022,99
Chigoziem Okonkwo,TE,1,Titans,7.0,2022,99
Dennis Daley,OL,1,Titans,7.0,2022,99
Dillon Radunz,OL,1,Titans,7.0,2022,99
Nicholas Petit-Frere,OL,1,Titans,7.0,2022,99
Aaron Brewer,G,1,Titans,7.0,2022,99
Ben Jones,C,1,Titans,7.0,2022,99
Denico Autry,DL,1,Titans,7.0,2022,99
Jeffery Simmons,DT,1,Titans,7.0,2022,99
Teair Tart,DT,1,Titans,7.0,2022,99
Bud Dupree,OLB,1,Titans,7.0,2022,99
David Long,LB,1,Titans,7.0,2022,99
Dylan Cole,LB,1,Titans,7.0,2022,99
Roger McCreary,CB,1,Titans,7.0,2022,99
Kristian Fulton,CB,1,Titans,7.0,2022,99
Andrew Adams,DB,1,Titans,7.0,2022,99
Amani Hooker,DB,1,Titans,7.0,2022,99
Kevin Byard,S,1,Titans,7.0,2022,99
