Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Tom Brady,TAM,0,0,0,0,0,7.0,2022,97
Rachaad White,TAM,2,1,8,0,8,7.0,2022,97
Leonard Fournette,TAM,3,2,7,0,7,7.0,2022,97
Chris Godwin,TAM,13,7,43,0,10,7.0,2022,97
Mike Evans,TAM,15,9,96,0,20,7.0,2022,97
Cade Otton,TAM,5,4,64,0,35,7.0,2022,97
Russell Gage,TAM,5,4,39,0,20,7.0,2022,97
Ko Kieft,TAM,1,1,18,0,18,7.0,2022,97
Kyle Rudolph,TAM,1,1,8,0,8,7.0,2022,97
Scott Miller,TAM,2,2,6,0,4,7.0,2022,97
Jaelon Darden,TAM,1,1,1,0,1,7.0,2022,97
P.J. Walker,CAR,0,0,0,0,0,7.0,2022,97
D'Onta Foreman,CAR,2,2,27,0,23,7.0,2022,97
Chuba Hubbard,CAR,3,2,10,0,7,7.0,2022,97
Terrace Marshall Jr.,CAR,3,2,31,0,20,7.0,2022,97
Tommy Tremble,CAR,1,1,29,1,29,7.0,2022,97
Laviska Shenault Jr.,CAR,1,1,8,0,8,7.0,2022,97
Ian Thomas,CAR,1,1,3,0,3,7.0,2022,97
D.J. Moore,CAR,10,7,69,1,21,7.0,2022,97
Raheem Blackshear,CAR,0,0,0,0,0,7.0,2022,97
