Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Aaron Jones,GNB,10,9,53,2,3.0,22,2.4,31,3.4,1.6,0,,1,10.0,0,128.3,7.0,2022,101
Allen Lazard,GNB,7,6,55,0,4.0,26,4.3,29,4.8,4.4,0,,1,14.3,0,99.4,7.0,2022,101
Robert Tonyan,GNB,4,3,32,0,1.0,18,6.0,14,4.7,5.3,0,,1,25.0,0,97.9,7.0,2022,101
Amari Rodgers,GNB,3,2,14,0,1.0,-1,-0.5,15,7.5,14.3,1,2.0,0,0.0,0,77.1,7.0,2022,101
Sammy Watkins,GNB,4,2,36,0,1.0,29,14.5,7,3.5,21.3,0,,0,0.0,0,81.2,7.0,2022,101
Samori Toure,GNB,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3,7.0,2022,101
Romeo Doubs,GNB,4,0,0,0,,0,,0,,3.3,0,,2,50.0,0,39.6,7.0,2022,101
Terry McLaurin,WAS,8,5,73,1,4.0,44,8.8,29,5.8,12.0,0,,0,0.0,0,131.8,7.0,2022,101
Curtis Samuel,WAS,8,5,53,0,3.0,25,5.0,28,5.6,4.9,1,5.0,1,12.5,0,81.8,7.0,2022,101
Antonio Gibson,WAS,4,3,18,1,1.0,10,3.3,8,2.7,5.8,0,,0,0.0,0,122.9,7.0,2022,101
Armani Rogers,WAS,3,3,28,0,2.0,12,4.0,16,5.3,4.0,0,,0,0.0,0,105.6,7.0,2022,101
Brian Robinson Jr.,WAS,2,2,13,0,0.0,-8,-4.0,21,10.5,-4.0,0,,0,0.0,0,93.7,7.0,2022,101
Dax Milne,WAS,1,1,4,0,,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3,7.0,2022,101
Cam Sims,WAS,2,1,12,0,1.0,-3,-3.0,15,15.0,-5.0,0,,0,0.0,0,68.7,7.0,2022,101
J.D. McKissic,WAS,2,0,0,0,,0,,0,,4.0,0,,0,0.0,1,0.0,7.0,2022,101
Cole Turner,WAS,2,0,0,0,,0,,0,,9.5,0,,0,0.0,0,39.6,7.0,2022,101
