Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Patrick Mahomes,KAN,0,0,0,0,7.0,2022,105
Chad Henne,KAN,3,-3,0,-1,7.0,2022,105
Isiah Pacheco,KAN,8,43,0,17,7.0,2022,105
Clyde Edwards-Helaire,KAN,6,32,1,16,7.0,2022,105
Mecole Hardman,KAN,2,28,2,25,7.0,2022,105
Jerick McKinnon,KAN,2,12,0,9,7.0,2022,105
JuJu Smith-Schuster,KAN,0,0,0,0,7.0,2022,105
Marquez Valdes-Scantling,KAN,0,0,0,0,7.0,2022,105
Travis Kelce,KAN,0,0,0,0,7.0,2022,105
Noah Gray,KAN,0,0,0,0,7.0,2022,105
Jody Fortson,KAN,0,0,0,0,7.0,2022,105
Justin Watson,KAN,0,0,0,0,7.0,2022,105
Skyy Moore,KAN,0,0,0,0,7.0,2022,105
Jimmy Garoppolo,SFO,2,2,0,3,7.0,2022,105
Brock Purdy,SFO,1,1,0,1,7.0,2022,105
Jeff Wilson,SFO,7,54,0,15,7.0,2022,105
Christian McCaffrey,SFO,8,38,0,12,7.0,2022,105
Tyrion Davis-Price,SFO,2,4,0,3,7.0,2022,105
Deebo Samuel,SFO,1,2,0,2,7.0,2022,105
George Kittle,SFO,0,0,0,0,7.0,2022,105
Brandon Aiyuk,SFO,0,0,0,0,7.0,2022,105
Ray-Ray McCloud,SFO,0,0,0,0,7.0,2022,105
Kyle Juszczyk,SFO,0,0,0,0,7.0,2022,105
Jauan Jennings,SFO,0,0,0,0,7.0,2022,105
Danny Gray,SFO,0,0,0,0,7.0,2022,105
