Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Justin Fields,CHI,0,0,0,0,0,7.0,2022,108
Khalil Herbert,CHI,2,1,25,1,25,7.0,2022,108
David Montgomery,CHI,0,0,0,0,0,7.0,2022,108
Dante Pettis,CHI,1,1,2,0,2,7.0,2022,108
Trestan Ebner,CHI,0,0,0,0,0,7.0,2022,108
Darnell Mooney,CHI,6,3,53,0,20,7.0,2022,108
Equanimeous St. Brown,CHI,7,4,48,0,19,7.0,2022,108
Cole Kmet,CHI,3,2,32,0,26,7.0,2022,108
N'Keal Harry,CHI,1,1,14,0,14,7.0,2022,108
Ryan Griffin,CHI,1,1,5,0,5,7.0,2022,108
Bailey Zappe,NWE,0,0,0,0,0,7.0,2022,108
Mac Jones,NWE,0,0,0,0,0,7.0,2022,108
Rhamondre Stevenson,NWE,8,8,59,0,20,7.0,2022,108
Damien Harris,NWE,2,1,2,0,2,7.0,2022,108
DeVante Parker,NWE,5,3,68,0,43,7.0,2022,108
Jakobi Meyers,NWE,2,2,34,1,30,7.0,2022,108
Tyquan Thornton,NWE,5,1,19,0,19,7.0,2022,108
Hunter Henry,NWE,2,1,12,0,12,7.0,2022,108
Jonnu Smith,NWE,3,1,4,0,4,7.0,2022,108
Nelson Agholor,NWE,1,0,0,0,0,7.0,2022,108
