Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bears,19.0,8.77,4.19,6.23,-3.62,10.97,5.34,4.97,16.03,0.11,-2.76,2.09,0.39,-0.22,0.61,7.0,2022,108
Patriots,-19.0,-10.97,-5.34,-4.97,-16.03,-8.77,-4.19,-6.23,3.62,-0.11,-2.09,2.76,0.22,-0.39,-0.61,7.0,2022,108
