Unnamed: 0,DET,DAL,week,year,game_id
First Downs,18,21,7.0,2022,100
Rush-Yds-TDs,25-117-0,32-139-2,7.0,2022,100
Cmp-Att-Yd-TD-INT,21-26-228-0-2,19-25-207-1-0,7.0,2022,100
Sacked-Yards,5-33,2-16,7.0,2022,100
Net Pass Yards,195,191,7.0,2022,100
Total Yards,312,330,7.0,2022,100
Fumbles-Lost,5-3,2-1,7.0,2022,100
Turnovers,5,1,7.0,2022,100
Penalties-Yards,8-59,7-55,7.0,2022,100
Third Down Conv.,3-9,3-9,7.0,2022,100
Fourth Down Conv.,0-0,0-0,7.0,2022,100
Time of Possession,31:14,28:46,7.0,2022,100
