Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jamaal Williams,DET,15,79,0,5.0,43,2.9,36,2.4,0,,7.0,2022,100
Craig Reynolds,DET,4,12,0,0.0,7,1.8,5,1.3,0,,7.0,2022,100
Justin Jackson,DET,3,2,0,,2,0.7,0,0.0,0,,7.0,2022,100
Kalif Raymond,DET,2,20,0,1.0,15,7.5,5,2.5,0,,7.0,2022,100
Jared Goff,DET,1,4,0,0.0,4,4.0,0,0.0,0,,7.0,2022,100
Ezekiel Elliott,DAL,15,57,2,6.0,48,3.2,9,0.6,1,15.0,7.0,2022,100
Tony Pollard,DAL,12,83,0,2.0,24,2.0,59,4.9,1,12.0,7.0,2022,100
Dak Prescott,DAL,3,0,0,0.0,0,0.0,0,0.0,0,,7.0,2022,100
CeeDee Lamb,DAL,1,-4,0,0.0,-4,-4.0,0,0.0,0,,7.0,2022,100
KaVontae Turpin,DAL,1,3,0,,3,3.0,0,0.0,0,,7.0,2022,100
