Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA,week,year,game_id
1.0,9:48,3.0,3.0,IND 40,0.0,0.0,Matt Ryan pass incomplete short left intended for Jonathan Taylor (defended by Denico Autry),0.83,-0.72,7.0,2022,99
1.0,9:42,4.0,3.0,IND 40,0.0,0.0,Matt Haack punts 32 yards downed by Tony Brown,-0.72,-0.81,7.0,2022,99
1.0,9:35,1.0,10.0,TEN 28,0.0,0.0,Derrick Henry right tackle for 7 yards (tackle by Grover Stewart and Byron Cowart),0.81,1.21,7.0,2022,99
1.0,8:59,2.0,3.0,TEN 35,0.0,0.0,Derrick Henry right end for 2 yards (tackle by Rodney McLeod),1.21,0.76,7.0,2022,99
1.0,8:14,3.0,1.0,TEN 37,0.0,0.0,Ryan Tannehill left end for 8 yards (tackle by Zaire Franklin),0.76,1.93,7.0,2022,99
1.0,7:33,1.0,10.0,TEN 45,0.0,0.0,Ryan Tannehill pass complete deep left to Cody Hollister for 27 yards (tackle by Stephon Gilmore),1.93,3.71,7.0,2022,99
1.0,7:02,1.0,10.0,IND 28,0.0,0.0,Derrick Henry right end for 1 yard (tackle by Kenny Moore),3.71,3.3,7.0,2022,99
1.0,6:27,2.0,9.0,IND 27,0.0,0.0,Derrick Henry right guard for 2 yards (tackle by Yannick Ngakoue),3.3,2.87,7.0,2022,99
1.0,5:41,3.0,7.0,IND 25,0.0,0.0,Ryan Tannehill pass complete short middle to Robert Woods for 13 yards (tackle by Rodney McLeod),2.87,4.78,7.0,2022,99
1.0,4:56,1.0,10.0,IND 12,0.0,0.0,Ryan Tannehill pass incomplete short left intended for Dontrell Hilliard (defended by Bobby Okereke),4.78,4.1,7.0,2022,99
1.0,4:49,2.0,10.0,IND 12,0.0,0.0,Derrick Henry left tackle for 2 yards (tackle by Rodney McLeod and Isaiah Rodgers),4.1,3.48,7.0,2022,99
1.0,4:12,3.0,8.0,IND 10,0.0,0.0,Ryan Tannehill pass incomplete short left intended for Dontrell Hilliard,3.48,2.76,7.0,2022,99
1.0,4:07,4.0,8.0,IND 10,0.0,3.0,Randy Bullock 27 yard field goal good,2.76,3.0,7.0,2022,99
1.0,4:03,,,TEN 35,0.0,3.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,99
1.0,4:03,1.0,10.0,IND 25,0.0,3.0,Jonathan Taylor left tackle for 5 yards (tackle by David Long and Dylan Cole),0.61,0.74,7.0,2022,99
1.0,3:29,2.0,5.0,IND 30,0.0,3.0,Matt Ryan pass complete short middle to Parris Campbell for 4 yards (tackle by David Long),0.74,0.56,7.0,2022,99
1.0,3:04,3.0,1.0,IND 34,0.0,3.0,Jonathan Taylor left tackle for 11 yards (tackle by Andrew Adams),0.56,1.93,7.0,2022,99
1.0,2:32,1.0,10.0,IND 45,0.0,3.0,Matt Ryan pass incomplete short right intended for Parris Campbell,1.93,1.38,7.0,2022,99
1.0,2:27,2.0,10.0,IND 45,0.0,3.0,Matt Ryan pass complete short left to Jonathan Taylor for no gain (tackle by Andrew Adams),1.38,0.7,7.0,2022,99
1.0,1:57,3.0,10.0,IND 45,0.0,3.0,Matt Ryan pass complete short left to Jonathan Taylor for 6 yards (tackle by Andrew Adams),0.7,0.0,7.0,2022,99
1.0,1:18,4.0,4.0,TEN 49,0.0,3.0,"Matt Haack punts 29 yards, fair catch by Robert Woods at TEN-20",0.0,-0.28,7.0,2022,99
1.0,1:10,1.0,10.0,TEN 20,0.0,3.0,Ryan Tannehill pass complete short right to Derrick Henry for 9 yards (tackle by Grover Stewart and Zaire Franklin),0.28,0.95,7.0,2022,99
1.0,0:44,2.0,1.0,TEN 29,0.0,3.0,Derrick Henry right guard for 1 yard (tackle by Grover Stewart),0.95,0.94,7.0,2022,99
2.0,15:00,1.0,10.0,TEN 30,0.0,3.0,Ryan Tannehill pass incomplete short left intended for Robert Woods (defended by Rodney McLeod),0.94,0.39,7.0,2022,99
2.0,14:55,2.0,10.0,TEN 30,0.0,3.0,Derrick Henry left tackle for no gain (tackle by Grover Stewart and Bobby Okereke),0.39,-0.3,7.0,2022,99
2.0,14:13,3.0,10.0,TEN 30,0.0,3.0,Ryan Tannehill pass complete short left to Hassan Haskins for 5 yards (tackle by Zaire Franklin),-0.3,-1.04,7.0,2022,99
2.0,13:41,4.0,5.0,TEN 35,0.0,3.0,"Ryan Stonehouse punts 54 yards, returned by Nyheim Hines for 12 yards (tackle by Dontrell Hilliard)",-1.04,-0.48,7.0,2022,99
2.0,13:29,1.0,10.0,IND 23,0.0,3.0,Jonathan Taylor up the middle for 4 yards (tackle by David Long),0.48,0.47,7.0,2022,99
2.0,13:02,2.0,6.0,IND 27,0.0,3.0,Jonathan Taylor up the middle for 14 yards (tackle by Kevin Byard and Andrew Adams),0.47,1.66,7.0,2022,99
2.0,12:36,1.0,10.0,IND 41,0.0,3.0,Matt Ryan pass complete short left to Jonathan Taylor for 7 yards (tackle by Andrew Adams and David Long),1.66,2.07,7.0,2022,99
2.0,12:08,2.0,3.0,IND 48,0.0,3.0,Jonathan Taylor right tackle for 6 yards (tackle by Amani Hooker and Kevin Byard),2.07,2.52,7.0,2022,99
2.0,11:42,1.0,10.0,TEN 46,0.0,3.0,Matt Ryan pass incomplete short middle intended for Alec Pierce (defended by Roger McCreary),2.52,1.98,7.0,2022,99
2.0,11:36,2.0,10.0,TEN 46,0.0,3.0,Matt Ryan pass complete short right to Michael Pittman for 6 yards (tackle by Joe Schobert and Kristian Fulton),1.98,2.08,7.0,2022,99
2.0,10:48,3.0,4.0,TEN 40,0.0,3.0,Matt Ryan pass complete short left to Michael Pittman for 14 yards (tackle by Kevin Byard and Andrew Adams),2.08,3.84,7.0,2022,99
2.0,10:19,1.0,10.0,TEN 26,0.0,3.0,Nyheim Hines up the middle for -2 yards (tackle by Jeffery Simmons),3.84,3.03,7.0,2022,99
2.0,9:36,2.0,12.0,TEN 28,0.0,9.0,"Matt Ryan pass short left intended for Parris Campbell is intercepted by Andrew Adams at TEN-24 and returned for 76 yards, touchdown",3.03,-7.0,7.0,2022,99
2.0,9:25,,,IND 15,0.0,10.0,Randy Bullock kicks extra point good,0.0,0.0,7.0,2022,99
2.0,9:25,,,TEN 35,0.0,10.0,"Randy Bullock kicks off 63 yards, returned by Isaiah Rodgers for 18 yards (tackle by Hassan Haskins and Josh Thompson)",0.0,0.28,7.0,2022,99
2.0,9:17,1.0,10.0,IND 20,0.0,10.0,Matt Ryan pass complete short right to Michael Pittman for 8 yards (tackle by Roger McCreary),0.28,0.81,7.0,2022,99
2.0,8:54,2.0,2.0,IND 28,0.0,10.0,Deon Jackson right guard for 4 yards (tackle by Dylan Cole),0.81,1.07,7.0,2022,99
2.0,8:25,1.0,10.0,IND 32,0.0,10.0,Matt Ryan pass complete short left to Parris Campbell for 10 yards (tackle by Andrew Adams),1.07,1.73,7.0,2022,99
2.0,7:56,1.0,10.0,IND 42,0.0,10.0,Deon Jackson right end for -1 yards (tackle by Amani Hooker and Dylan Cole),1.73,1.05,7.0,2022,99
2.0,7:22,2.0,11.0,IND 41,0.0,10.0,Matt Ryan pass complete short middle to Nyheim Hines for 14 yards (tackle by Roger McCreary),1.05,2.59,7.0,2022,99
2.0,6:48,1.0,10.0,TEN 45,0.0,10.0,Matt Ryan pass complete short left to Kylen Granson for 6 yards (tackle by Andrew Adams),2.59,2.85,7.0,2022,99
2.0,6:16,2.0,4.0,TEN 39,0.0,10.0,Nyheim Hines up the middle for 1 yard (tackle by Denico Autry and Bud Dupree),2.85,2.28,7.0,2022,99
2.0,5:51,3.0,3.0,TEN 38,0.0,10.0,Matt Ryan pass short middle intended for Michael Pittman is intercepted by David Long at TEN-34 and returned for 4 yards (tackle by Michael Pittman),2.28,-1.47,7.0,2022,99
2.0,5:41,1.0,10.0,TEN 38,0.0,10.0,Derrick Henry left tackle for no gain (tackle by Grover Stewart and Bobby Okereke),1.47,0.92,7.0,2022,99
2.0,5:00,2.0,10.0,TEN 38,0.0,10.0,"Ryan Tannehill pass incomplete short right. Penalty on Brandon Facyson: Defensive Holding, 5 yards (accepted) (no play)",0.92,1.8,7.0,2022,99
2.0,4:59,1.0,10.0,TEN 43,0.0,10.0,Derrick Henry up the middle for 23 yards (tackle by Stephon Gilmore),1.8,3.31,7.0,2022,99
2.0,4:15,1.0,10.0,IND 34,0.0,10.0,Derrick Henry up the middle for 4 yards (tackle by E.J. Speed),3.31,3.31,7.0,2022,99
2.0,3:36,2.0,6.0,IND 30,0.0,10.0,"Ryan Tannehill pass complete short right to Derrick Henry for 4 yards (tackle by Bobby Okereke). Penalty on Bobby Okereke: Face Mask (15 Yards), 13 yards (accepted)",3.31,4.71,7.0,2022,99
2.0,3:05,1.0,10.0,IND 13,0.0,10.0,Ryan Tannehill pass incomplete short right intended for Geoff Swaim,4.71,4.05,7.0,2022,99
2.0,2:59,2.0,10.0,IND 13,0.0,10.0,Derrick Henry right tackle for 3 yards (tackle by Yannick Ngakoue and DeForest Buckner),4.05,3.65,7.0,2022,99
2.0,2:20,3.0,7.0,IND 10,0.0,10.0,Ryan Tannehill pass complete short left to Cody Hollister for 5 yards (tackle by Brandon Facyson),3.65,3.03,7.0,2022,99
2.0,2:00,4.0,2.0,IND 5,0.0,10.0,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",3.03,2.76,7.0,2022,99
2.0,2:00,4.0,7.0,IND 10,0.0,13.0,Randy Bullock 28 yard field goal good,2.76,3.0,7.0,2022,99
2.0,1:57,,,TEN 35,0.0,13.0,"Randy Bullock kicks off 64 yards, returned by Isaiah Rodgers for 15 yards (tackle by Dylan Cole)",0.0,-0.14,7.0,2022,99
2.0,1:51,1.0,10.0,IND 16,0.0,13.0,Matt Ryan pass incomplete short left intended for Michael Pittman,-0.14,-0.66,7.0,2022,99
2.0,1:47,2.0,10.0,IND 16,0.0,13.0,Matt Ryan pass complete deep right to Alec Pierce for 20 yards (tackle by Terrance Mitchell),-0.66,1.33,7.0,2022,99
2.0,1:25,1.0,10.0,IND 36,0.0,13.0,Matt Ryan pass complete short middle to Parris Campbell for 9 yards (tackle by David Long and Amani Hooker),1.33,2.01,7.0,2022,99
2.0,1:00,2.0,1.0,IND 45,0.0,13.0,Matt Ryan pass complete short left to Parris Campbell for 9 yards (tackle by Roger McCreary),2.01,2.52,7.0,2022,99
2.0,0:41,1.0,10.0,TEN 46,0.0,13.0,Matt Ryan pass incomplete short left intended for Michael Pittman,2.52,1.98,7.0,2022,99
2.0,0:36,2.0,10.0,TEN 46,0.0,13.0,Matt Ryan pass incomplete short left,1.98,1.29,7.0,2022,99
2.0,0:29,3.0,10.0,TEN 46,0.0,13.0,Matt Ryan sacked by Jeffery Simmons for -9 yards,1.29,-0.39,7.0,2022,99
2.0,0:25,,,,,,Timeout #1 by Tennessee Titans,,,7.0,2022,99
2.0,0:25,4.0,19.0,IND 45,0.0,13.0,Matt Haack punts 27 yards out of bounds,-0.39,-0.81,7.0,2022,99
2.0,0:19,1.0,10.0,TEN 28,0.0,13.0,Ryan Tannehill sacked by Yannick Ngakoue for -9 yards,0.81,-1.01,7.0,2022,99
3.0,15:00,,,TEN 35,0.0,13.0,"Randy Bullock kicks off 63 yards, returned by Isaiah Rodgers for 15 yards (tackle by Monty Rice)",0.0,-0.06,7.0,2022,99
3.0,14:55,1.0,10.0,IND 17,0.0,13.0,Matt Ryan pass complete short right to Parris Campbell for 11 yards (tackle by David Long and Jeffery Simmons),-0.06,0.81,7.0,2022,99
3.0,14:25,1.0,10.0,IND 28,0.0,13.0,Jonathan Taylor up the middle for 7 yards (tackle by Kristian Fulton and Jeffery Simmons),0.81,1.28,7.0,2022,99
3.0,13:57,2.0,2.0,IND 35,0.0,13.0,Jonathan Taylor right guard for 3 yards (tackle by Dylan Cole),1.28,1.47,7.0,2022,99
3.0,13:18,1.0,10.0,IND 38,0.0,13.0,Matt Ryan pass complete to Jonathan Taylor for no gain (tackle by Denico Autry),1.47,0.92,7.0,2022,99
3.0,12:46,2.0,10.0,IND 38,0.0,13.0,Matt Ryan pass incomplete short right intended for Jelani Woods (defended by David Long),0.92,0.23,7.0,2022,99
3.0,12:35,3.0,10.0,IND 38,0.0,13.0,"Penalty on Braden Smith: False Start, 5 yards (accepted) (no play)",0.23,-0.43,7.0,2022,99
3.0,12:35,3.0,15.0,IND 33,0.0,13.0,Matt Ryan pass complete short left to Michael Pittman for 7 yards (tackle by David Long),-0.43,-0.72,7.0,2022,99
3.0,11:59,4.0,8.0,IND 40,0.0,13.0,"Matt Haack punts 60 yards, touchback.",-0.72,-0.28,7.0,2022,99
3.0,11:50,1.0,10.0,TEN 20,0.0,13.0,Derrick Henry left guard for 7 yards (tackle by Grover Stewart),0.28,0.68,7.0,2022,99
3.0,11:13,2.0,3.0,TEN 27,0.0,13.0,"Derrick Henry left guard for -3 yards (tackle by Tyquan Lewis). Penalty on Nick Westbrook-Ikhine: Offensive Illegal Block Above the Waist, 15 yards (declined)",0.68,-0.43,7.0,2022,99
3.0,10:45,3.0,6.0,TEN 24,0.0,13.0,Ryan Tannehill pass incomplete deep right intended for Nick Westbrook-Ikhine,-0.43,-1.77,7.0,2022,99
3.0,10:39,4.0,6.0,TEN 24,0.0,13.0,"Ryan Stonehouse punts 58 yards, returned by Nyheim Hines for 24 yards (tackle by Josh Thompson)",-1.77,-1.73,7.0,2022,99
3.0,10:27,1.0,10.0,IND 42,0.0,13.0,Jonathan Taylor left tackle for 1 yard (tackle by Rashad Weaver and Kristian Fulton),1.73,1.32,7.0,2022,99
3.0,10:01,2.0,9.0,IND 43,0.0,13.0,Matt Ryan pass complete short left to Jonathan Taylor for 4 yards (tackle by Kristian Fulton and Jeffery Simmons),1.32,1.16,7.0,2022,99
3.0,9:20,3.0,5.0,IND 47,0.0,13.0,Matt Ryan pass complete short right to Parris Campbell for 11 yards (tackle by Roger McCreary),1.16,2.79,7.0,2022,99
3.0,8:48,1.0,10.0,TEN 42,0.0,13.0,Jonathan Taylor up the middle for 7 yards (tackle by Amani Hooker and Andrew Adams),2.79,3.19,7.0,2022,99
3.0,8:16,2.0,3.0,TEN 35,0.0,13.0,Matt Ryan pass incomplete short left,3.19,2.48,7.0,2022,99
3.0,8:06,3.0,3.0,TEN 35,0.0,13.0,Matt Ryan pass complete short left to Jonathan Taylor for 1 yard (tackle by Amani Hooker),2.48,1.1,7.0,2022,99
3.0,7:26,4.0,2.0,TEN 34,0.0,13.0,Matt Ryan pass complete short right to Michael Pittman for 14 yards (tackle by Amani Hooker),1.1,4.24,7.0,2022,99
3.0,6:49,1.0,10.0,TEN 20,0.0,13.0,Nyheim Hines up the middle for 1 yard (tackle by Joe Schobert and Dylan Cole),4.24,3.82,7.0,2022,99
3.0,6:13,2.0,9.0,TEN 19,0.0,13.0,Matt Ryan pass complete short left to Nyheim Hines for 7 yards (tackle by Amani Hooker),3.82,4.34,7.0,2022,99
3.0,5:35,3.0,2.0,TEN 12,0.0,13.0,Matt Ryan pass complete short right to Nyheim Hines for 6 yards (tackle by Amani Hooker),4.34,5.83,7.0,2022,99
3.0,4:57,1.0,6.0,TEN 6,0.0,13.0,Nyheim Hines up the middle for 2 yards (tackle by Bud Dupree),5.83,5.34,7.0,2022,99
3.0,4:12,2.0,4.0,TEN 4,6.0,13.0,"Matt Ryan pass complete short left to Parris Campbell for 4 yards, touchdown",5.34,7.0,7.0,2022,99
3.0,4:07,,,TEN 15,7.0,13.0,Chase McLaughlin kicks extra point good,0.0,0.0,7.0,2022,99
3.0,4:07,,,IND 35,7.0,13.0,"Chase McLaughlin kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,99
3.0,4:07,1.0,10.0,TEN 25,7.0,13.0,Ryan Tannehill pass incomplete short left intended for Chigoziem Okonkwo,0.61,0.06,7.0,2022,99
3.0,4:03,2.0,10.0,TEN 25,7.0,13.0,Derrick Henry left tackle for no gain (tackle by Rodney McLeod and Grover Stewart),0.06,-0.62,7.0,2022,99
3.0,3:28,3.0,10.0,TEN 25,7.0,13.0,Ryan Tannehill pass complete short right to Austin Hooper for 14 yards (tackle by Kenny Moore),-0.62,1.53,7.0,2022,99
3.0,2:57,1.0,10.0,TEN 39,7.0,13.0,Derrick Henry up the middle for 4 yards (tackle by E.J. Speed),1.53,1.53,7.0,2022,99
3.0,2:31,2.0,6.0,TEN 43,7.0,13.0,Derrick Henry left guard for 2 yards (tackle by Yannick Ngakoue and Grover Stewart),1.53,1.09,7.0,2022,99
3.0,1:53,3.0,4.0,TEN 45,7.0,13.0,Ryan Tannehill pass complete short right to Robert Woods for 7 yards (tackle by Zaire Franklin and Kenny Moore),1.09,2.39,7.0,2022,99
3.0,1:08,1.0,10.0,IND 48,7.0,13.0,Ryan Tannehill pass complete deep right to Austin Hooper for 23 yards (tackle by Julian Blackmon),2.39,3.91,7.0,2022,99
3.0,0:24,1.0,10.0,IND 25,7.0,13.0,Derrick Henry left tackle for -2 yards (tackle by Ifeadi Odenigbo and Bobby Okereke),3.91,3.09,7.0,2022,99
4.0,15:00,2.0,12.0,IND 27,7.0,13.0,Ryan Tannehill pass complete short left to Mason Kinsey for 3 yards (tackle by Bobby Okereke),3.09,2.81,7.0,2022,99
4.0,14:26,3.0,9.0,IND 24,7.0,13.0,Dontrell Hilliard up the middle for 4 yards (tackle by Bobby Okereke and Grover Stewart),2.81,2.17,7.0,2022,99
4.0,13:51,4.0,5.0,IND 20,7.0,16.0,Randy Bullock 38 yard field goal good,2.17,3.0,7.0,2022,99
4.0,13:47,,,TEN 35,7.0,16.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,99
4.0,13:47,1.0,10.0,IND 25,7.0,16.0,Jonathan Taylor left guard for no gain (tackle by Mario Edwards),0.61,0.06,7.0,2022,99
4.0,13:20,2.0,10.0,IND 25,7.0,16.0,Matt Ryan pass complete short left to Alec Pierce for 5 yards (tackle by Terrance Mitchell),0.06,0.04,7.0,2022,99
4.0,12:50,3.0,5.0,IND 30,7.0,16.0,"Matt Ryan sacked by Bud Dupree for -3 yards. Penalty on Quenton Nelson: Offensive Holding, 10 yards (declined)",0.04,-1.57,7.0,2022,99
4.0,12:32,4.0,8.0,IND 27,7.0,16.0,Matt Haack punts 28 yards downed by Mo Alie-Cox,-1.57,-1.93,7.0,2022,99
4.0,12:27,1.0,10.0,TEN 45,7.0,16.0,Derrick Henry left guard for 5 yards (tackle by Ben Banogu),1.93,2.06,7.0,2022,99
4.0,11:48,2.0,5.0,TEN 50,7.0,16.0,Derrick Henry up the middle for 6 yards (tackle by Bobby Okereke),2.06,2.65,7.0,2022,99
4.0,11:10,1.0,10.0,IND 44,7.0,16.0,"Ryan Tannehill aborted snap, recovered by Bobby Okereke at IND-45",2.65,-1.93,7.0,2022,99
4.0,11:06,1.0,10.0,IND 45,7.0,16.0,Matt Ryan pass complete short left to Parris Campbell for 5 yards (tackle by Roger McCreary),1.93,2.06,7.0,2022,99
4.0,10:39,2.0,5.0,IND 50,7.0,16.0,"Matt Ryan pass complete short left to Alec Pierce for 12 yards (tackle by Kristian Fulton). Penalty on Denico Autry: Illegal Use of Hands / Defense, 5 yards (declined)",2.06,3.05,7.0,2022,99
4.0,10:27,1.0,10.0,TEN 38,7.0,16.0,Matt Ryan sacked by Denico Autry for -4 yards,3.05,1.97,7.0,2022,99
4.0,9:58,2.0,14.0,TEN 42,7.0,16.0,Matt Ryan pass complete short left to Jonathan Taylor for 9 yards (tackle by Joe Schobert),1.97,2.48,7.0,2022,99
4.0,9:24,3.0,5.0,TEN 33,7.0,16.0,Matt Ryan scrambles up the middle for 2 yards (tackle by Kevin Byard),2.48,1.38,7.0,2022,99
4.0,8:36,4.0,3.0,TEN 31,10.0,16.0,Chase McLaughlin 50 yard field goal good,1.38,3.0,7.0,2022,99
4.0,8:31,,,IND 35,10.0,16.0,"Chase McLaughlin kicks off 64 yards, returned by Hassan Haskins for 28 yards (tackle by Julian Blackmon and Ben Banogu)",0.0,0.87,7.0,2022,99
4.0,8:24,1.0,10.0,TEN 29,10.0,16.0,Derrick Henry up the middle for 4 yards (tackle by Tyquan Lewis),0.87,0.87,7.0,2022,99
4.0,7:42,2.0,6.0,TEN 33,10.0,16.0,Derrick Henry left guard for 7 yards (tackle by Bobby Okereke),0.87,1.6,7.0,2022,99
4.0,7:04,1.0,10.0,TEN 40,10.0,16.0,Derrick Henry left end for 3 yards (tackle by Zaire Franklin and DeForest Buckner),1.6,1.46,7.0,2022,99
4.0,6:16,,,,,,Timeout #1 by Tennessee Titans,,,7.0,2022,99
4.0,6:16,2.0,7.0,TEN 43,10.0,16.0,Derrick Henry right guard for 1 yard (tackle by Bobby Okereke and Tyquan Lewis),1.46,0.89,7.0,2022,99
4.0,5:34,3.0,6.0,TEN 44,10.0,16.0,"Ryan Tannehill pass complete deep middle to Austin Hooper for 19 yards (tackle by Rodney Thomas) IND challenged the pass completion ruling, and the play was upheld.",0.89,3.12,7.0,2022,99
4.0,5:10,1.0,10.0,IND 37,10.0,16.0,Derrick Henry up the middle for 4 yards (tackle by Grover Stewart and DeForest Buckner),3.12,3.11,7.0,2022,99
4.0,5:02,,,,,,Timeout #2 by Indianapolis Colts,,,7.0,2022,99
4.0,5:02,2.0,6.0,IND 33,10.0,16.0,Derrick Henry up the middle for 3 yards (tackle by Bobby Okereke),3.11,2.81,7.0,2022,99
4.0,4:57,,,,,,Timeout #3 by Indianapolis Colts,,,7.0,2022,99
4.0,4:57,3.0,3.0,IND 30,10.0,16.0,Ryan Tannehill pass incomplete short middle intended for Nick Westbrook-Ikhine (defended by Bobby Okereke),2.81,1.48,7.0,2022,99
4.0,4:52,4.0,3.0,IND 30,10.0,19.0,Randy Bullock 48 yard field goal good,1.48,3.0,7.0,2022,99
4.0,4:47,,,TEN 35,10.0,19.0,"Randy Bullock kicks off 65 yards, touchback.",0.0,0.61,7.0,2022,99
4.0,4:47,1.0,10.0,IND 25,10.0,19.0,Matt Ryan pass complete short left to Nyheim Hines for 7 yards (tackle by Andrew Adams),0.61,1.01,7.0,2022,99
4.0,4:23,2.0,3.0,IND 32,10.0,19.0,Matt Ryan pass complete short left to Jelani Woods for 4 yards (tackle by Amani Hooker),1.01,1.33,7.0,2022,99
4.0,4:01,1.0,10.0,IND 36,10.0,19.0,Matt Ryan pass complete short middle to Nyheim Hines for 7 yards (tackle by Jeffery Simmons and David Long),1.33,1.74,7.0,2022,99
4.0,3:34,2.0,3.0,IND 43,10.0,19.0,Matt Ryan pass incomplete short left,1.74,1.03,7.0,2022,99
4.0,3:28,3.0,3.0,IND 43,10.0,19.0,"Matt Ryan pass incomplete intended for Michael Pittman TEN challenged the pass completion ruling, and the original play was overturned. Matt Ryan pass complete short right to Michael Pittman for 9 yards. Michael Pittman fumbles (forced by Terrance Mitchell), recovered by Amani Hooker at TEN-43 (tackle by Terrance Mitchell)",1.03,-1.8,7.0,2022,99
4.0,3:22,1.0,10.0,TEN 43,10.0,19.0,Derrick Henry right guard for 11 yards (tackle by Grover Stewart),1.8,2.52,7.0,2022,99
4.0,2:33,1.0,10.0,IND 46,10.0,19.0,Derrick Henry right guard for 2 yards (tackle by Zaire Franklin and Yannick Ngakoue),2.52,2.25,7.0,2022,99
4.0,2:00,2.0,8.0,IND 44,10.0,19.0,Derrick Henry left guard for 21 yards (tackle by Julian Blackmon),2.25,4.04,7.0,2022,99
4.0,1:16,1.0,10.0,IND 23,10.0,19.0,Ryan Tannehill kneels for -1 yards,4.04,3.36,7.0,2022,99
4.0,0:40,2.0,11.0,IND 24,10.0,19.0,Ryan Tannehill kneels for -1 yards,3.36,2.54,7.0,2022,99
