#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,14:37,DEN 17,6,3:01,26,Punt,1,Broncos,7.0,2022,104
2,1,9:04,DEN 39,3,0:24,0,Punt,1,Broncos,7.0,2022,104
3,1,7:34,DEN 25,13,6:01,75,Touchdown,1,Broncos,7.0,2022,104
4,2,14:53,DEN 48,8,3:33,14,Missed FG,1,Broncos,7.0,2022,104
5,2,9:42,DEN 1,11,6:05,73,Field Goal,1,Broncos,7.0,2022,104
6,3,15:00,DEN 25,6,2:48,23,Punt,1,Broncos,7.0,2022,104
7,3,10:14,DEN 20,4,2:08,9,Punt,1,Broncos,7.0,2022,104
8,3,6:29,DEN 20,4,1:58,20,Punt,1,Broncos,7.0,2022,104
9,3,2:07,DEN 28,2,0:43,14,Interception,1,Broncos,7.0,2022,104
10,4,12:49,DEN 25,3,2:02,9,Punt,1,Broncos,7.0,2022,104
11,4,4:35,DEN 25,10,2:40,50,Downs,1,Broncos,7.0,2022,104
12,4,1:30,DEN 20,7,1:00,31,Downs,1,Broncos,7.0,2022,104
