Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Patrick Mahomes,KAN,0,0,17.0,2024,241
Kareem Hunt,KAN,0,0,17.0,2024,241
Isiah Pacheco,KAN,0,0,17.0,2024,241
Xavier Worthy,KAN,0,0,17.0,2024,241
Samaje Perine,KAN,0,0,17.0,2024,241
Travis Kelce,KAN,0,0,17.0,2024,241
Justin Watson,KAN,0,0,17.0,2024,241
Marquise Brown,KAN,0,0,17.0,2024,241
JuJu Smith-Schuster,KAN,0,0,17.0,2024,241
DeAndre Hopkins,KAN,0,0,17.0,2024,241
Noah Gray,KAN,0,0,17.0,2024,241
Russell Wilson,PIT,1,0,17.0,2024,241
Najee Harris,PIT,0,0,17.0,2024,241
Jaylen Warren,PIT,0,0,17.0,2024,241
Cordarrelle Patterson,PIT,0,0,17.0,2024,241
Pat Freiermuth,PIT,1,1,17.0,2024,241
George Pickens,PIT,0,0,17.0,2024,241
Calvin Austin III,PIT,0,0,17.0,2024,241
Darnell Washington,PIT,0,0,17.0,2024,241
Connor Heyward,PIT,0,0,17.0,2024,241
Mike Williams,PIT,0,0,17.0,2024,241
Van Jefferson,PIT,0,0,17.0,2024,241
