#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,BAL 25,8,4:52,75,Touchdown,0,Ravens,17.0,2024,242
2,1,6:12,BAL 30,7,3:25,36,Field Goal,0,Ravens,17.0,2024,242
3,1,1:50,BAL 23,6,3:27,22,Punt,0,Ravens,17.0,2024,242
4,2,10:15,BAL 4,1,0:06,-4,Safety,0,Ravens,17.0,2024,242
5,2,5:31,BAL 1,6,3:40,99,Touchdown,0,Ravens,17.0,2024,242
6,2,1:11,BAL 20,4,0:50,28,Punt,0,Ravens,17.0,2024,242
7,3,14:06,BAL 39,2,0:44,61,Touchdown,0,Ravens,17.0,2024,242
8,3,11:21,BAL 38,10,5:31,62,Touchdown,0,Ravens,17.0,2024,242
9,3,2:10,BAL 13,8,5:45,24,Punt,0,Ravens,17.0,2024,242
10,4,10:24,BAL 11,10,7:01,39,Punt,0,Ravens,17.0,2024,242
