Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Kevin Zeitler,G,71,100%,0,0%,6,22%,0,Lions,17.0,2024,256
Graham Glasgow,G,71,100%,0,0%,6,22%,0,Lions,17.0,2024,256
Frank Ragnow,C,71,100%,0,0%,0,0%,0,Lions,17.0,2024,256
Jared Goff,QB,71,100%,0,0%,0,0%,0,Lions,17.0,2024,256
Taylor Decker,T,71,100%,0,0%,0,0%,0,Lions,17.0,2024,256
Penei Sewell,T,70,99%,0,0%,6,22%,0,Lions,17.0,2024,256
Sam LaPorta,TE,66,93%,0,0%,1,4%,0,Lions,17.0,2024,256
Amon-Ra St. Brown,WR,56,79%,0,0%,1,4%,0,Lions,17.0,2024,256
Jameson Williams,WR,56,79%,0,0%,0,0%,0,Lions,17.0,2024,256
Tim Patrick,WR,40,56%,0,0%,0,0%,0,Lions,17.0,2024,256
Brock Wright,TE,37,52%,0,0%,6,22%,0,Lions,17.0,2024,256
Jahmyr Gibbs,RB,37,52%,0,0%,0,0%,0,Lions,17.0,2024,256
Craig Reynolds,RB,24,34%,0,0%,13,48%,0,Lions,17.0,2024,256
Dan Skipper,T,11,15%,0,0%,6,22%,0,Lions,17.0,2024,256
Shane Zylstra,TE,8,11%,0,0%,11,41%,0,Lions,17.0,2024,256
Allen Robinson,WR,8,11%,0,0%,0,0%,0,Lions,17.0,2024,256
Jermar Jefferson,RB,7,10%,0,0%,0,0%,0,Lions,17.0,2024,256
Tom Kennedy,WR,3,4%,0,0%,6,22%,0,Lions,17.0,2024,256
Christian Mahogany,G,2,3%,0,0%,6,22%,0,Lions,17.0,2024,256
Sione Vaki,RB,1,1%,0,0%,21,78%,0,Lions,17.0,2024,256
Jack Campbell,LB,0,0%,64,100%,1,4%,0,Lions,17.0,2024,256
Amik Robertson,CB,0,0%,64,100%,0,0%,0,Lions,17.0,2024,256
Kerby Joseph,FS,0,0%,63,98%,7,26%,0,Lions,17.0,2024,256
Brian Branch,SS,0,0%,63,98%,1,4%,0,Lions,17.0,2024,256
Terrion Arnold,CB,0,0%,58,91%,1,4%,0,Lions,17.0,2024,256
Levi Onwuzurike,DE,0,0%,46,72%,7,26%,0,Lions,17.0,2024,256
D.J. Reader,NT,0,0%,45,70%,0,0%,0,Lions,17.0,2024,256
Josh Paschal,DE,0,0%,43,67%,0,0%,0,Lions,17.0,2024,256
Trevor Nowaske,LB,0,0%,42,66%,13,48%,0,Lions,17.0,2024,256
Jalen Reeves-Maybin,LB,0,0%,40,63%,21,78%,0,Lions,17.0,2024,256
Ifeatu Melifonwu,CB,0,0%,38,59%,0,0%,0,Lions,17.0,2024,256
Za'Darius Smith,DE,0,0%,33,52%,0,0%,0,Lions,17.0,2024,256
Pat O'Connor,DE,0,0%,32,50%,20,74%,0,Lions,17.0,2024,256
Al-Quadin Muhammad,DE,0,0%,20,31%,7,26%,0,Lions,17.0,2024,256
Ben Niemann,LB,0,0%,18,28%,8,30%,0,Lions,17.0,2024,256
Myles Adams,DE,0,0%,10,16%,0,0%,0,Lions,17.0,2024,256
Chris Smith,DT,0,0%,9,14%,0,0%,0,Lions,17.0,2024,256
Kindle Vildor,CB,0,0%,6,9%,16,59%,0,Lions,17.0,2024,256
Zeke Turner,LB,0,0%,6,9%,14,52%,0,Lions,17.0,2024,256
Anthony Pittman,LB,0,0%,4,6%,20,74%,0,Lions,17.0,2024,256
Morice Norris,DB,0,0%,0,0%,20,74%,0,Lions,17.0,2024,256
Mitchell Agude,LB,0,0%,0,0%,20,74%,0,Lions,17.0,2024,256
Jake Bates,K,0,0%,0,0%,14,52%,0,Lions,17.0,2024,256
Michael Niese,T,0,0%,0,0%,6,22%,0,Lions,17.0,2024,256
Hogan Hatten,LS,0,0%,0,0%,6,22%,0,Lions,17.0,2024,256
Jack Fox,P,0,0%,0,0%,6,22%,0,Lions,17.0,2024,256
