Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Michael Pittman Jr.,IND,10,9,109,1,6.0,70,7.8,39,4.3,7.4,0,,0,0.0,0,145.4,17.0,2024,249
Alec Pierce,IND,9,6,122,1,5.0,108,18.0,14,2.3,21.2,0,,0,0.0,0,146.8,17.0,2024,249
Josh Downs,IND,4,3,22,0,1.0,15,5.0,7,2.3,6.5,0,,0,0.0,0,87.5,17.0,2024,249
Kylen Granson,IND,4,3,34,0,2.0,4,1.3,30,10.0,4.0,0,,0,0.0,1,60.4,17.0,2024,249
Adonai Mitchell,IND,4,2,22,0,2.0,2,1.0,20,10.0,8.0,0,,1,25.0,0,66.7,17.0,2024,249
Jonathan Taylor,IND,4,2,11,0,0.0,3,1.5,8,4.0,2.5,0,,0,0.0,0,56.2,17.0,2024,249
Trey Sermon,IND,1,1,10,0,,3,3.0,7,7.0,3.0,0,,0,0.0,0,108.3,17.0,2024,249
Mo Alie-Cox,IND,1,0,0,0,,0,,0,,23.0,0,,0,0.0,1,0.0,17.0,2024,249
Malik Nabers,NYG,8,7,171,2,4.0,69,9.9,102,14.6,9.3,2,3.5,0,0.0,0,158.3,17.0,2024,249
Wan'Dale Robinson,NYG,6,5,71,1,5.0,45,9.0,26,5.2,8.8,2,2.5,1,16.7,0,155.6,17.0,2024,249
Tyrone Tracy Jr.,NYG,3,2,14,0,0.0,4,2.0,10,5.0,2.7,0,,0,0.0,0,77.1,17.0,2024,249
Chris Manhertz,NYG,1,1,12,0,,7,7.0,5,5.0,7.0,0,,0,0.0,0,116.7,17.0,2024,249
Devin Singletary,NYG,1,1,9,0,0.0,2,2.0,7,7.0,2.0,0,,0,0.0,0,104.2,17.0,2024,249
Darius Slayton,NYG,3,1,32,1,1.0,13,13.0,19,19.0,13.0,1,1.0,0,0.0,0,113.9,17.0,2024,249
